Specimen label,"100i_90_1"
End date,"9/18/2018 11:31 AM"
Area,"13.20254",mm^2
Axial Gauge Length,"13.15175",mm
Maximum Load,"562.45575",N
Tensile stress at Yield (Offset 0.2 %),"23.64812",MPa
Modulus,"3287.66409",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.02311",mm/mm
Tensile stress at Maximum Load,"42.60208",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-2.77930","-0.21051","-0.00007"
"0.10000","0.00849","1.94405","0.14725","0.00009"
"0.20000","0.02942","20.93404","1.58561","0.00083"
"0.30000","0.04963","41.61469","3.15202","0.00133"
"0.40000","0.06726","59.37515","4.49725","0.00160"
"0.50000","0.08394","75.23195","5.69829","0.00186"
"0.60000","0.10045","90.82114","6.87906","0.00250"
"0.70000","0.11707","106.57753","8.07250","0.00276"
"0.80000","0.13375","122.18188","9.25442","0.00346"
"0.90000","0.15031","137.60516","10.42263","0.00379"
"1.00000","0.16711","152.93726","11.58392","0.00425"
"1.10000","0.18367","168.42160","12.75675","0.00483"
"1.20000","0.20041","183.80399","13.92186","0.00525"
"1.30000","0.21710","198.78162","15.05631","0.00571"
"1.40000","0.23366","213.76495","16.19119","0.00612"
"1.50000","0.25040","228.68723","17.32145","0.00681"
"1.60000","0.26708","243.11412","18.41419","0.00715"
"1.70000","0.28370","257.49243","19.50324","0.00770"
"1.80000","0.30038","272.07147","20.60750","0.00795"
"1.90000","0.31700","286.46542","21.69775","0.00859"
"2.00000","0.33369","300.49426","22.76033","0.00881"
"2.10000","0.35031","314.15128","23.79475","0.00960"
"2.20000","0.36699","327.69418","24.82054","0.01000"
"2.30000","0.38361","341.50101","25.86630","0.01041"
"2.40000","0.40035","355.44592","26.92253","0.01095"
"2.50000","0.41691","368.41895","27.90515","0.01139"
"2.60000","0.43371","381.62549","28.90545","0.01176"
"2.70000","0.45033","394.12885","29.85249","0.01220"
"2.80000","0.46696","406.90088","30.81989","0.01260"
"2.90000","0.48364","419.10883","31.74455","0.01309"
"3.00000","0.50032","431.36087","32.67256","0.01360"
"3.10000","0.51694","443.00812","33.55476","0.01401"
"3.20000","0.53368","454.69357","34.43985","0.01447"
"3.30000","0.55030","465.91101","35.28949","0.01501"
"3.40000","0.56698","476.71133","36.10754","0.01551"
"3.50000","0.58373","487.50644","36.92519","0.01600"
"3.60000","0.60029","497.43384","37.67712","0.01631"
"3.70000","0.61703","507.01529","38.40285","0.01694"
"3.80000","0.63359","516.38324","39.11241","0.01728"
"3.90000","0.65033","524.81195","39.75082","0.01779"
"4.00000","0.66695","532.28802","40.31708","0.01829"
"4.10000","0.68363","540.12604","40.91076","0.01893"
"4.20000","0.70031","546.59222","41.40052","0.01921"
"4.30000","0.71700","551.83490","41.79762","0.01970"
"4.40000","0.73368","555.82190","42.09961","0.02042"
"4.50000","0.75036","558.35968","42.29183","0.02090"
"4.60000","0.76698","560.92914","42.48645","0.02176"
"4.70000","0.78366","561.90509","42.56037","0.02223"
"4.80000","0.80034","562.45575","42.60208","0.02311"
"4.90000","0.81696","561.97223","42.56545","0.02377"
"5.00000","0.83371","561.24298","42.51022","0.02461"
"5.10000","0.85033","560.84821","42.48032","0.02564"
"5.20000","0.86695","560.09882","42.42355","0.02635"
"5.30000","0.88369","558.45734","42.29922","0.02711"
"5.40000","0.90031","557.84985","42.25321","0.02805"
"5.50000","0.91699","557.09729","42.19621","0.02886"
"5.60000","0.93367","556.30280","42.13603","0.02988"
"5.70000","0.95029","555.80542","42.09836","0.03055"
"5.80000","0.96704","554.53662","42.00226","0.03167"
"5.90000","0.98360","553.24316","41.90429","0.03238"
"6.00000","1.00034","552.17596","41.82346","0.03343"
"6.10000","1.01708","551.17883","41.74793","0.03433"
"6.20000","1.03358","549.29224","41.60503","0.03522"
"6.30000","1.05026","547.67816","41.48278","0.03633"
"6.40000","1.06700","545.71289","41.33392","0.03733"
"6.50000","1.08363","542.41193","41.08390","0.03831"
"6.60000","1.10025","539.82336","40.88783","0.03940"
"6.70000","1.11699","511.25360","38.72387","0.04015"
"6.73000","1.12201","162.94278","12.34177","0.04015"
