Specimen label,"i60_90_2"
End date,"8/17/2018 4:31 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"15.64992",mm
Maximum Load,"374.99533",N
Tensile stress at Yield (Offset 0.2 %),,MPa
Modulus,"2267.49579",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01366",mm/mm
Tensile stress at Maximum Load,"28.40326",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00006","0.31468","0.02383","0.00000"
"0.10000","0.00897","4.07810","0.30889","0.00018"
"0.20000","0.02983","21.61106","1.63689","0.00077"
"0.30000","0.04974","39.78055","3.01310","0.00139"
"0.40000","0.06726","55.20846","4.18165","0.00188"
"0.50000","0.08388","69.28922","5.24817","0.00236"
"0.60000","0.10051","83.20369","6.30210","0.00284"
"0.70000","0.11707","96.79868","7.33182","0.00331"
"0.80000","0.13375","110.57985","8.37565","0.00376"
"0.90000","0.15049","124.17010","9.40501","0.00427"
"1.00000","0.16705","137.40999","10.40784","0.00462"
"1.10000","0.18373","150.68648","11.41344","0.00510"
"1.20000","0.20041","163.69696","12.39890","0.00557"
"1.30000","0.21704","176.33601","13.35622","0.00604"
"1.40000","0.23378","188.94835","14.31151","0.00659"
"1.50000","0.25040","201.24667","15.24302","0.00699"
"1.60000","0.26702","213.18872","16.14755","0.00758"
"1.70000","0.28376","224.89529","17.03424","0.00773"
"1.80000","0.30038","236.31165","17.89895","0.00826"
"1.90000","0.31712","247.53137","18.74876","0.00869"
"2.00000","0.33369","258.18018","19.55534","0.00898"
"2.10000","0.35043","268.87506","20.36540","0.00938"
"2.20000","0.36705","279.08514","21.13874","0.00972"
"2.30000","0.38367","289.14493","21.90070","0.01006"
"2.40000","0.40041","298.82230","22.63369","0.01037"
"2.50000","0.41703","308.18759","23.34305","0.01075"
"2.60000","0.43365","317.00827","24.01115","0.01127"
"2.70000","0.45039","325.76898","24.67472","0.01155"
"2.80000","0.46696","333.89832","25.29045","0.01199"
"2.90000","0.48376","341.58139","25.87239","0.01225"
"3.00000","0.50032","348.87891","26.42513","0.01260"
"3.10000","0.51700","355.87109","26.95474","0.01325"
"3.20000","0.53368","361.75577","27.40046","0.01332"
"3.30000","0.55042","367.26953","27.81809","0.01361"
"3.40000","0.56698","371.82465","28.16311","0.01377"
"3.50000","0.58367","374.80826","28.38910","0.01398"
"3.60000","0.60041","374.99533","28.40326","0.01366"
"3.66400","0.61099","112.08068","8.48932","0.00094"
