Specimen label,"i20_90_2"
End date,"8/17/2018 5:41 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"13.87677",mm
Maximum Load,"324.91849",N
Tensile stress at Yield (Offset 0.2 %),,MPa
Modulus,"2594.62918",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01171",mm/mm
Tensile stress at Maximum Load,"24.61029",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","1.05582","0.07997","0.00003"
"0.10000","0.00891","3.83396","0.29040","0.00013"
"0.20000","0.02936","18.25600","1.38276","0.00046"
"0.30000","0.04957","33.94664","2.57122","0.00105"
"0.40000","0.06714","47.18107","3.57364","0.00163"
"0.50000","0.08382","59.30217","4.49172","0.00193"
"0.60000","0.10039","71.15216","5.38928","0.00242"
"0.70000","0.11701","82.75475","6.26809","0.00286"
"0.80000","0.13369","94.45718","7.15447","0.00364"
"0.90000","0.15031","105.78856","8.01274","0.00400"
"1.00000","0.16705","116.99971","8.86191","0.00433"
"1.10000","0.18367","128.17412","9.70829","0.00467"
"1.20000","0.20029","139.09708","10.53563","0.00493"
"1.30000","0.21698","149.80533","11.34670","0.00529"
"1.40000","0.23366","160.38004","12.14766","0.00562"
"1.50000","0.25034","170.68208","12.92797","0.00588"
"1.60000","0.26696","180.88617","13.70086","0.00618"
"1.70000","0.28364","190.76268","14.44893","0.00650"
"1.80000","0.30026","200.32648","15.17332","0.00684"
"1.90000","0.31700","209.78899","15.89004","0.00698"
"2.00000","0.33363","219.02954","16.58995","0.00738"
"2.10000","0.35037","227.96297","17.26660","0.00757"
"2.20000","0.36699","236.70288","17.92858","0.00789"
"2.30000","0.38361","245.00182","18.55717","0.00811"
"2.40000","0.40035","253.30769","19.18628","0.00847"
"2.50000","0.41691","260.96310","19.76612","0.00867"
"2.60000","0.43359","268.45587","20.33365","0.00880"
"2.70000","0.45033","275.59912","20.87470","0.00907"
"2.80000","0.46684","282.21188","21.37557","0.00939"
"2.90000","0.48364","288.63892","21.86237","0.00958"
"3.00000","0.50032","294.42087","22.30031","0.00998"
"3.10000","0.51688","299.72223","22.70185","0.01006"
"3.20000","0.53362","304.79568","23.08613","0.01033"
"3.30000","0.55024","309.50708","23.44299","0.01055"
"3.40000","0.56686","313.61295","23.75398","0.01080"
"3.50000","0.58367","316.97940","24.00896","0.01103"
"3.60000","0.60023","320.18710","24.25193","0.01120"
"3.70000","0.61697","322.54718","24.43069","0.01141"
"3.80000","0.63359","324.08447","24.54712","0.01157"
"3.90000","0.65021","324.91849","24.61029","0.01171"
"4.00000","0.66695","324.11032","24.54908","0.01191"
"4.10000","0.68369","320.03085","24.24009","0.01161"
"4.20000","0.70020","234.03493","17.72650","0.00623"
"4.23200","0.70564","89.33968","6.76685","0.00027"
