2
24
-0.768294	-0.0640994	25.4917
-1.08751	-0.130529	23.8888
-1.24931	-0.161241	23.0846
-1.37598	-0.1839	22.4616
-1.57819	-0.205428	21.511
-1.69468	-0.217568	20.967
-1.7746	-0.225759	20.5969
-1.89982	-0.238532	20.0163
-2.02638	-0.241357	19.4898
-2.34721	-0.214148	18.4505
-2.44246	-0.20533	18.1525
-2.72677	-0.181598	17.2682
-3.16319	-0.147423	15.9227
-4.44982	-0.121552	12.8976
-4.83521	-0.110735	11.9975
-5.27514	-0.104476	11.116
-5.9127	-0.110338	9.84343
-6.46385	-0.115678	8.7468
-6.85463	-0.119294	7.97315
-7.11707	-0.117287	7.45763
-7.40879	-0.136379	6.88021
-7.60308	-0.137473	6.51066
-7.85224	-0.133226	6.04723
-8.0032	-0.178699	5.75961
24
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
-8.0032	-0.178699	5.75961
