10
37
0.830398	0.505223	8.44186
0.811738	0.518581	8.42317
0.794174	0.531133	8.40551
0.782433	0.539506	8.39366
0.761616	0.554181	8.37256
0.739953	0.569405	8.35055
0.734911	0.572887	8.3454
0.713792	0.587831	8.32384
0.710643	0.590058	8.32061
0.687431	0.606466	8.29608
0.670543	0.613471	8.27329
0.642652	0.619157	8.23573
0.624795	0.623277	8.21045
0.607492	0.627154	8.18537
0.604464	0.627801	8.18092
0.587747	0.631215	8.156
0.58614	0.631509	8.15356
0.566645	0.634694	8.12353
0.549898	0.636179	8.09664
0.541825	0.635852	8.08298
0.526368	0.634359	8.0563
0.510279	0.631126	8.0285
0.495353	0.627231	8.00338
0.476396	0.621353	7.97302
0.456054	0.614427	7.94226
0.450705	0.612527	7.93466
0.427331	0.60401	7.90238
0.40557	0.595966	7.87608
0.380754	0.586401	7.8486
0.37548	0.58449	7.84364
0.357403	0.576863	7.82439
0.321892	0.566818	7.81
0.27077	0.551187	7.78875
0.236464	0.539167	7.78414
0.156902	0.506475	7.7729
0.100767	0.475298	7.76939
0.0487772	0.456953	7.79158
3
0.0487772	0.456953	7.79158
0.0145821	0.419791	7.77009
-0.0538149	0.376068	7.7788
38
0.0487772	0.456953	7.79158
0.0516638	0.485455	7.83228
0.0611897	0.515006	7.86969
0.0847241	0.539266	7.88903
0.0920751	0.551522	7.90428
0.110455	0.581527	7.94175
0.125615	0.613037	7.99118
0.137724	0.627594	8.01534
0.148616	0.644186	8.04804
0.16587	0.6658	8.09424
0.186368	0.688951	8.14935
0.20061	0.702014	8.1864
0.216799	0.715097	8.22775
0.231071	0.725164	8.26288
0.245917	0.732407	8.29603
0.249392	0.733826	8.30354
0.267475	0.738381	8.33906
0.274056	0.739235	8.35085
0.292545	0.740453	8.38253
0.308538	0.740531	8.40861
0.326434	0.739508	8.43641
0.331907	0.739011	8.44467
0.350305	0.737103	8.47217
0.37307	0.733561	8.50485
0.380692	0.732191	8.51558
0.405302	0.72752	8.55003
0.430622	0.721922	8.58465
0.451043	0.716601	8.61196
0.470019	0.71092	8.63677
0.483898	0.705789	8.65414
0.510174	0.695046	8.6862
0.52587	0.688028	8.70482
0.551125	0.676213	8.73407
0.57298	0.665697	8.75906
0.594117	0.65538	8.7832
0.60405	0.650497	8.79454
0.62482	0.64022	8.81827
0.645764	0.629852	8.84218
36
-0.122388	0.0738134	7.39446
-0.153855	0.027141	7.41735
-0.178059	-0.0143956	7.42424
-0.191332	-0.0367439	7.4293
-0.216684	-0.0866478	7.44765
-0.229366	-0.111865	7.45739
-0.248459	-0.149816	7.4728
-0.269541	-0.194075	7.48975
-0.277204	-0.276777	7.54392
-0.274976	-0.307644	7.55965
-0.272182	-0.330048	7.57856
-0.267425	-0.360903	7.60224
-0.263027	-0.387852	7.62546
-0.258475	-0.422171	7.65528
-0.253192	-0.457972	7.68898
-0.249657	-0.481233	7.70938
-0.248867	-0.486397	7.71393
-0.244897	-0.507538	7.73162
-0.243	-0.516101	7.74898
-0.239407	-0.532916	7.78255
-0.234437	-0.551898	7.82654
-0.226917	-0.57806	7.89071
-0.219809	-0.602242	7.95138
-0.212545	-0.625972	8.01401
-0.207932	-0.640925	8.05488
-0.204019	-0.653814	8.09046
-0.199716	-0.66862	8.13101
-0.194771	-0.688022	8.18219
-0.189945	-0.714593	8.24776
-0.189051	-0.725266	8.27139
-0.188771	-0.736178	8.2939
-0.188787	-0.749449	8.31929
-0.189243	-0.764476	8.34641
-0.190223	-0.785038	8.38303
-0.190489	-0.790218	8.39223
-0.191262	-0.803546	8.4156
11
-0.122388	0.0738134	7.39446
-0.110754	0.122679	7.44709
-0.10826	0.134975	7.46201
-0.100506	0.168307	7.49915
-0.0942223	0.200761	7.53866
-0.088065	0.230671	7.57658
-0.0781853	0.260398	7.61385
-0.0730202	0.27564	7.63319
-0.0669678	0.295855	7.65952
-0.0510952	0.332136	7.7012
-0.0538149	0.376068	7.7788
103
-0.122388	0.0738134	7.39446
-0.103	0.0762352	7.32987
-0.0928588	0.0660787	7.27447
-0.0844255	0.0568625	7.22715
-0.079225	0.0514889	7.19856
-0.0729598	0.0449315	7.16427
-0.062095	0.036043	7.11239
-0.0522274	0.0293964	7.06738
-0.045612	0.0246546	7.03633
-0.0344298	0.0170561	6.98354
-0.0206897	0.00737372	6.91727
-0.00608225	-0.004676	6.83413
-0.00376074	-0.0106259	6.79369
-0.00299328	-0.0135533	6.76537
-0.00349524	-0.0189985	6.71788
-0.0046649	-0.0225465	6.68195
-0.00700333	-0.026204	6.63991
-0.0146733	-0.0347617	6.55097
-0.0175964	-0.0358561	6.49646
-0.0193626	-0.0353742	6.44992
-0.0205991	-0.0353163	6.43088
-0.0242274	-0.033625	6.36304
-0.0300821	-0.0303424	6.27091
-0.0342322	-0.0271015	6.19842
-0.0402756	-0.0210293	6.08326
-0.0418186	-0.0194245	6.05347
-0.0453621	-0.0155727	5.98447
-0.0478386	-0.0112085	5.92285
-0.0485311	0.00280689	5.72576
-0.0478621	0.00704251	5.66594
-0.0467269	0.0111296	5.60678
-0.046111	0.0133613	5.57448
-0.0445582	0.0190686	5.49186
-0.0418129	0.0289699	5.34858
-0.0381744	0.0419818	5.16021
-0.0362838	0.0485734	5.0645
-0.0349463	0.0531842	4.99741
-0.0338347	0.0592056	4.91549
-0.0335797	0.0636205	4.86063
-0.0319357	0.0749812	4.71135
-0.0309626	0.0802872	4.64238
-0.0300273	0.0840341	4.59364
-0.0291949	0.0873734	4.5502
-0.0280862	0.0918348	4.49217
-0.0248288	0.102157	4.35755
-0.0255123	0.10971	4.27526
-0.0174159	0.119795	4.1695
-0.014735	0.124461	4.12247
-0.0134993	0.126773	4.09931
-0.0104975	0.131951	4.04714
-0.00735604	0.138427	3.98338
-0.00491594	0.142115	3.94699
-0.00176183	0.148195	3.88895
0.00310922	0.152258	3.84726
0.00587528	0.155155	3.81851
0.00727465	0.158109	3.7918
0.00826585	0.160923	3.76727
0.0104352	0.16593	3.72311
0.0137773	0.173605	3.65542
0.0146693	0.175727	3.63673
0.0165419	0.180383	3.59579
