10
37
0.019952	0.189213	3.51732
0.0201975	0.191467	3.49023
0.0207931	0.196031	3.44347
0.0203186	0.199301	3.41491
0.0188482	0.204306	3.37318
0.0154141	0.206281	3.34641
0.0187229	0.206858	3.3144
0.0257386	0.205818	3.2776
0.0256755	0.206229	3.24902
0.0219372	0.20686	3.21111
0.0225435	0.203313	3.18101
0.0209666	0.200669	3.15692
0.0243338	0.196574	3.12164
0.0246449	0.189751	3.07237
0.0251253	0.184932	3.03619
0.0243128	0.177809	2.98378
0.020575	0.165442	2.88758
0.0188553	0.160143	2.84618
0.0172939	0.155145	2.80881
0.0133316	0.149074	2.75561
0.00404094	0.135841	2.63913
0.000196139	0.131399	2.59751
-0.004808	0.125667	2.54359
-0.020449	0.109226	2.3847
-0.033027	0.0965891	2.26072
-0.043751	0.0863697	2.15885
-0.0502939	0.0803241	2.098
-0.0565423	0.0748301	2.04221
-0.0621809	0.070067	1.99368
-0.0734568	0.0610567	1.90093
-0.0776675	0.0576252	1.86661
-0.0890885	0.0480597	1.77585
-0.105481	0.0337465	1.64784
-0.114516	0.0248032	1.57892
-0.123104	0.0159402	1.51395
-0.129768	0.00816779	1.46395
-0.13316	0.00385654	1.43867
-0.136575	-0.000972613	1.41331
-0.14003	-0.00608892	1.38781
-0.146311	-0.0157182	1.34155
-0.153557	-0.0273432	1.28842
-0.158269	-0.035011	1.25392
5
-0.0538149	0.376068	7.7788
-0.0921227	0.383568	7.83846
-0.111105	0.393945	7.8797
-0.119301	0.401643	7.90421
-0.149295	0.403982	7.95199
44
-0.609006	0.585942	9.17798
-0.594642	0.572901	9.14598
-0.583021	0.564473	9.11429
-0.57141	0.556063	9.08033
-0.562318	0.54946	9.05032
-0.555103	0.544212	9.02156
-0.548507	0.539401	8.9918
-0.545243	0.537022	8.97372
-0.539216	0.53246	8.93417
-0.534233	0.528394	8.89618
-0.531225	0.525801	8.87187
-0.528243	0.523163	8.84704
-0.524174	0.519464	8.81284
-0.52045	0.516072	8.78155
-0.51688	0.512734	8.75187
-0.516495	0.512388	8.74866
-0.513093	0.509136	8.72117
-0.512436	0.50852	8.71628
-0.509053	0.505165	8.69155
-0.50471	0.500589	8.66252
-0.498277	0.493145	8.62187
-0.495545	0.489787	8.60831
-0.490923	0.483888	8.58623
-0.489906	0.482624	8.58181
-0.484997	0.476296	8.55863
-0.477445	0.466393	8.52862
-0.475973	0.464445	8.5228
-0.466518	0.452123	8.48734
-0.454585	0.436995	8.44613
-0.441987	0.421908	8.40643
-0.427779	0.406434	8.36556
-0.41242	0.39181	8.32591
-0.40905	0.388789	8.31724
-0.396506	0.378002	8.28591
-0.380644	0.366371	8.25286
-0.365481	0.357521	8.22642
-0.353039	0.349607	8.20008
-0.318163	0.354825	8.1541
-0.299912	0.358137	8.12608
-0.277907	0.359056	8.0842
-0.256418	0.363662	8.05388
-0.221851	0.376555	8.01699
-0.196753	0.387182	7.99448
-0.149295	0.403982	7.95199
38
0.0315547	0.837816	9.28454
0.0338369	0.840619	9.28068
0.0241961	0.827662	9.25556
0.0176121	0.822197	9.23102
0.0118377	0.826318	9.20065
0.00652415	0.823031	9.17375
0.00173002	0.816122	9.1294
-0.00117811	0.813308	9.10666
-0.00459755	0.810179	9.08279
-0.00603408	0.808874	9.07296
-0.0087543	0.80658	9.05552
-0.0154636	0.801252	9.01531
-0.0228788	0.795758	8.97503
-0.0255619	0.793758	8.96142
-0.0323614	0.788695	8.92731
-0.0395462	0.783137	8.89175
-0.049351	0.775189	8.84291
-0.0591799	0.76673	8.79314
-0.0672529	0.759294	8.75123
-0.0751626	0.751351	8.70861
-0.0820823	0.743759	8.66969
-0.0868768	0.737669	8.6404
-0.0901748	0.732554	8.6177
-0.0937202	0.724485	8.58655
-0.0958877	0.718634	8.56511
-0.098392	0.708737	8.5325
-0.100687	0.696906	8.49673
-0.103224	0.682224	8.45528
-0.106406	0.660261	8.39903
-0.109288	0.639728	8.35035
-0.113252	0.611661	8.29044
-0.117339	0.584242	8.2367
-0.122351	0.555309	8.18874
-0.125333	0.534648	8.15903
-0.130155	0.513385	8.12724
-0.136682	0.475438	8.06307
-0.137635	0.434522	7.9865
-0.149295	0.403982	7.95199
38
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
-0.149295	0.403982	7.95199
