Specimen label,"80i_45_2"
End date,"9/18/2018 12:04 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"14.40919",mm
Maximum Load,"327.53387",N
Tensile stress at Yield (Offset 0.2 %),"21.03921",MPa
Modulus,"2590.21599",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01401",mm/mm
Tensile stress at Maximum Load,"24.80839",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00006","-0.99881","-0.07565","-0.00005"
"0.10000","0.00897","2.44294","0.18504","-0.00012"
"0.20000","0.02972","14.44037","1.09376","0.00049"
"0.30000","0.04974","27.34219","2.07098","0.00082"
"0.40000","0.06726","38.22734","2.89545","0.00125"
"0.50000","0.08388","48.50599","3.67399","0.00157"
"0.60000","0.10045","58.64381","4.44186","0.00176"
"0.70000","0.11713","68.43937","5.18380","0.00202"
"0.80000","0.13369","77.87173","5.89824","0.00254"
"0.90000","0.15043","87.49598","6.62721","0.00292"
"1.00000","0.16705","97.29897","7.36971","0.00309"
"1.10000","0.18373","107.03436","8.10710","0.00357"
"1.20000","0.20035","116.53587","8.82677","0.00399"
"1.30000","0.21710","125.88821","9.53515","0.00403"
"1.40000","0.23378","135.06009","10.22985","0.00459"
"1.50000","0.25034","143.93018","10.90170","0.00486"
"1.60000","0.26708","152.78320","11.57226","0.00494"
"1.70000","0.28376","161.69295","12.24711","0.00528"
"1.80000","0.30038","170.38159","12.90521","0.00557"
"1.90000","0.31706","178.95590","13.55465","0.00605"
"2.00000","0.33369","187.20236","14.17927","0.00621"
"2.10000","0.35037","195.76152","14.82756","0.00651"
"2.20000","0.36711","203.94739","15.44758","0.00692"
"2.30000","0.38361","211.35533","16.00868","0.00715"
"2.40000","0.40035","219.62949","16.63539","0.00778"
"2.50000","0.41703","227.40129","17.22405","0.00805"
"2.60000","0.43359","234.47699","17.75999","0.00819"
"2.70000","0.45039","242.62352","18.37703","0.00866"
"2.80000","0.46696","249.44771","18.89391","0.00865"
"2.90000","0.48370","255.82701","19.37710","0.00941"
"3.00000","0.50038","262.89813","19.91269","0.00930"
"3.10000","0.51700","268.47327","20.33497","0.00986"
"3.20000","0.53368","275.98904","20.90423","0.01007"
"3.30000","0.55036","281.10239","21.29153","0.01042"
"3.40000","0.56692","287.27597","21.75914","0.01070"
"3.50000","0.58378","292.02740","22.11903","0.01075"
"3.60000","0.60035","297.81714","22.55756","0.01121"
"3.70000","0.61697","301.62668","22.84610","0.01143"
"3.80000","0.63371","307.06387","23.25793","0.01155"
"3.90000","0.65033","311.05515","23.56024","0.01184"
"4.00000","0.66701","314.32831","23.80816","0.01209"
"4.10000","0.68363","317.71475","24.06466","0.01234"
"4.20000","0.70031","321.29739","24.33602","0.01265"
"4.30000","0.71706","324.23221","24.55832","0.01286"
"4.40000","0.73362","325.15100","24.62791","0.01314"
"4.50000","0.75042","326.18680","24.70636","0.01349"
"4.60000","0.76710","327.38184","24.79688","0.01362"
"4.70000","0.78366","327.53387","24.80839","0.01401"
"4.80000","0.80040","326.41348","24.72353","0.01417"
"4.90000","0.81708","325.03497","24.61912","0.01428"
"5.00000","0.83365","319.72763","24.21712","0.01398"
"5.10000","0.85033","253.46368","19.19810","0.00863"
"5.20000","0.86695","204.51341","15.49046","0.00675"
"5.30000","0.88369","193.19797","14.63339","0.00620"
"5.40000","0.90031","181.34929","13.73594","0.00580"
"5.50000","0.91705","168.67987","12.77632","0.00555"
"5.60000","0.93367","158.72462","12.02228","0.00529"
"5.70000","0.95035","147.62228","11.18135","0.00510"
"5.80000","0.96698","136.25465","10.32033","0.00499"
"5.90000","0.98372","120.00187","9.08930","0.00492"
"6.00000","1.00040","111.14379","8.41836","0.00461"
"6.10000","1.01702","107.47770","8.14068","0.00465"
"6.20000","1.03364","104.16858","7.89004","0.00473"
"6.30000","1.05038","101.72592","7.70502","0.00454"
"6.40000","1.06700","99.48882","7.53558","0.00459"
"6.48800","1.08165","98.23682","7.44075","0.00458"
