Specimen label,"i40_30_2"
End date,"8/17/2018 5:28 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"12.52069",mm
Maximum Load,"370.99496",N
Tensile stress at Yield (Offset 0.2 %),"25.29940",MPa
Modulus,"1998.87175",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.02115",mm/mm
Tensile stress at Maximum Load,"28.10027",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-1.52592","-0.11558","0.00007"
"0.10000","0.00795","0.69922","0.05296","0.00009"
"0.20000","0.02882","14.85734","1.12534","0.00037"
"0.30000","0.04945","30.46672","2.30764","0.00077"
"0.40000","0.06714","43.53764","3.29767","0.00121"
"0.50000","0.08388","55.53965","4.20674","0.00177"
"0.60000","0.10039","67.23055","5.09224","0.00228"
"0.70000","0.11707","78.80360","5.96882","0.00263"
"0.80000","0.13369","90.38723","6.84620","0.00306"
"0.90000","0.15031","101.74046","7.70613","0.00366"
"1.00000","0.16705","113.00384","8.55925","0.00412"
"1.10000","0.18373","124.24992","9.41106","0.00449"
"1.20000","0.20035","135.23241","10.24291","0.00496"
"1.30000","0.21704","146.08102","11.06461","0.00543"
"1.40000","0.23372","156.91518","11.88522","0.00576"
"1.50000","0.25034","167.47035","12.68470","0.00624"
"1.60000","0.26708","177.95000","13.47846","0.00665"
"1.70000","0.28364","188.16881","14.25247","0.00693"
"1.80000","0.30038","198.43602","15.03014","0.00732"
"1.90000","0.31700","208.30161","15.77738","0.00773"
"2.00000","0.33357","218.09711","16.51933","0.00808"
"2.10000","0.35037","227.74744","17.25027","0.00845"
"2.20000","0.36699","237.20964","17.96696","0.00878"
"2.30000","0.38361","246.57930","18.67665","0.00933"
"2.40000","0.40035","255.54245","19.35555","0.00959"
"2.50000","0.41691","264.44681","20.02999","0.00983"
"2.60000","0.43371","272.97949","20.67628","0.01039"
"2.70000","0.45022","281.25388","21.30301","0.01087"
"2.80000","0.46696","289.36865","21.91764","0.01142"
"2.90000","0.48364","297.14056","22.50631","0.01222"
"3.00000","0.50026","304.47165","23.06159","0.01280"
"3.10000","0.51694","311.61499","23.60265","0.01303"
"3.20000","0.53368","318.72943","24.14152","0.01357"
"3.30000","0.55024","325.34512","24.64261","0.01394"
"3.40000","0.56698","331.71484","25.12507","0.01432"
"3.50000","0.58361","337.64859","25.57451","0.01483"
"3.60000","0.60029","343.21185","25.99589","0.01506"
"3.70000","0.61697","348.11429","26.36721","0.01564"
"3.80000","0.63359","352.66599","26.71197","0.01601"
"3.90000","0.65033","356.82828","27.02724","0.01661"
"4.00000","0.66695","360.70929","27.32120","0.01716"
"4.10000","0.68357","363.99506","27.57007","0.01786"
"4.20000","0.70031","366.55228","27.76376","0.01842"
"4.30000","0.71700","368.56219","27.91600","0.01929"
"4.40000","0.73362","369.73999","28.00521","0.01992"
"4.50000","0.75030","370.72610","28.07990","0.02057"
"4.60000","0.76698","370.99496","28.10027","0.02115"
"4.70000","0.78360","370.78088","28.08405","0.02197"
"4.80000","0.80034","370.46320","28.05999","0.02281"
"4.90000","0.81702","369.39862","27.97935","0.02366"
"5.00000","0.83371","368.44382","27.90703","0.02450"
"5.10000","0.85027","366.89563","27.78977","0.02546"
"5.20000","0.86701","364.74567","27.62692","0.02659"
"5.30000","0.88363","362.35666","27.44597","0.02765"
"5.40000","0.90031","359.76871","27.24995","0.02901"
"5.50000","0.91699","356.12286","26.97381","0.03027"
"5.60000","0.93361","351.99826","26.66140","0.03158"
"5.70000","0.95029","347.19299","26.29743","0.03295"
"5.80000","0.96698","341.06778","25.83349","0.03456"
"5.90000","0.98366","334.31509","25.32202","0.03620"
"6.00000","1.00028","326.78207","24.75145","0.03807"
"6.10000","1.01696","318.76950","24.14455","0.04004"
"6.20000","1.03364","310.08969","23.48712","0.04215"
"6.30000","1.05026","300.26132","22.74269","0.04457"
"6.40000","1.06700","289.46332","21.92481","0.04697"
"6.50000","1.08363","276.71350","20.95911","0.04932"
"6.60000","1.10031","259.64835","19.66654","0.05211"
"6.70000","1.11699","237.54050","17.99203","0.05543"
"6.80000","1.13349","211.23990","15.99994","0.05895"
"6.90000","1.15035","190.14076","14.40183","0.06232"
"7.00000","1.16703","173.04118","13.10666","0.06514"
"7.10000","1.18365","155.56593","11.78303","0.06827"
"7.20000","1.20039","138.41202","10.48374","0.07124"
"7.30000","1.21696","130.66226","9.89675","0.07335"
"7.40000","1.23364","126.10793","9.55179","0.07519"
"7.50000","1.25032","122.21115","9.25664","0.07702"
"7.60000","1.26694","119.24150","9.03171","0.07886"
"7.70000","1.28362","116.43022","8.81877","0.08053"
"7.80000","1.30036","114.41016","8.66577","0.08175"
"7.90000","1.31692","112.99513","8.55859","0.08293"
"8.00000","1.33373","112.44027","8.51656","0.08425"
"8.10000","1.35029","111.77803","8.46640","0.08559"
"8.14400","1.35764","111.30341","8.43045","0.08588"
