Specimen label,"100i_30_1"
End date,"9/18/2018 11:55 AM"
Area,"13.20254",mm^2
Axial Gauge Length,"13.92235",mm
Maximum Load,"510.83481",N
Tensile stress at Yield (Offset 0.2 %),"35.74790",MPa
Modulus,"2549.99672",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01803",mm/mm
Tensile stress at Maximum Load,"38.69215",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","0.24035","0.01820","-0.00007"
"0.10000","0.00861","2.59897","0.19685","0.00015"
"0.20000","0.02894","17.46077","1.32253","0.00034"
"0.30000","0.04933","34.86969","2.64113","0.00122"
"0.40000","0.06714","49.54443","3.75264","0.00153"
"0.50000","0.08394","62.78635","4.75563","0.00209"
"0.60000","0.10051","76.25748","5.77597","0.00234"
"0.70000","0.11707","89.13579","6.75141","0.00275"
"0.80000","0.13375","102.49608","7.76336","0.00329"
"0.90000","0.15043","115.64246","8.75910","0.00340"
"1.00000","0.16711","128.45396","9.72949","0.00378"
"1.10000","0.18373","141.24414","10.69825","0.00426"
"1.20000","0.20035","153.82094","11.65086","0.00473"
"1.30000","0.21710","166.59653","12.61852","0.00498"
"1.40000","0.23378","178.97600","13.55618","0.00546"
"1.50000","0.25034","191.57033","14.51011","0.00583"
"1.60000","0.26708","203.74760","15.43245","0.00614"
"1.70000","0.28370","216.09622","16.36777","0.00663"
"1.80000","0.30038","228.00175","17.26953","0.00666"
"1.90000","0.31706","240.18686","18.19247","0.00720"
"2.00000","0.33375","251.90517","19.08005","0.00760"
"2.10000","0.35037","263.62482","19.96773","0.00800"
"2.20000","0.36705","275.39462","20.85921","0.00835"
"2.30000","0.38373","286.67407","21.71355","0.00883"
"2.40000","0.40035","297.91519","22.56499","0.00913"
"2.50000","0.41703","308.91238","23.39795","0.00961"
"2.60000","0.43365","319.64453","24.21083","0.01011"
"2.70000","0.45039","330.46039","25.03006","0.01043"
"2.80000","0.46702","341.08817","25.83504","0.01077"
"2.90000","0.48376","351.29233","26.60793","0.01124"
"3.00000","0.50038","361.47134","27.37892","0.01152"
"3.10000","0.51700","371.87195","28.16669","0.01203"
"3.20000","0.53368","381.89529","28.92589","0.01249"
"3.30000","0.55042","391.48236","29.65204","0.01263"
"3.40000","0.56698","400.41772","30.32883","0.01320"
"3.50000","0.58367","409.41495","31.01031","0.01350"
"3.60000","0.60041","418.66382","31.71085","0.01387"
"3.70000","0.61697","427.03525","32.34492","0.01415"
"3.80000","0.63371","435.62909","32.99585","0.01450"
"3.90000","0.65033","443.62497","33.60148","0.01486"
"4.00000","0.66695","450.97797","34.15842","0.01523"
"4.10000","0.68369","458.64478","34.73912","0.01534"
"4.20000","0.70031","466.01700","35.29752","0.01567"
"4.30000","0.71706","472.84152","35.81443","0.01619"
"4.40000","0.73374","478.98419","36.27969","0.01623"
"4.50000","0.75036","484.32831","36.68447","0.01679"
"4.60000","0.76704","490.41684","37.14563","0.01675"
"4.70000","0.78366","494.73239","37.47251","0.01701"
"4.80000","0.80040","498.90323","37.78842","0.01727"
"4.90000","0.81702","503.12460","38.10816","0.01748"
"5.00000","0.83365","506.43265","38.35872","0.01792"
"5.10000","0.85045","507.76227","38.45943","0.01780"
"5.20000","0.86701","510.10419","38.63681","0.01806"
"5.30000","0.88369","510.83481","38.69215","0.01803"
"5.40000","0.90037","510.67322","38.67991","0.01816"
"5.50000","0.91693","508.62695","38.52492","0.01784"
"5.60000","0.93379","506.42078","38.35782","0.01776"
"5.70000","0.95035","500.50116","37.90945","0.01766"
"5.80000","0.96704","487.70239","36.94003","0.01682"
"5.90000","0.98372","237.56767","17.99408","0.00410"
"5.91000","0.98533","152.74666","11.56949","0.00176"
