Specimen label,"i20T_30_1"
End date,"8/17/2018 6:35 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"10.23846",mm
Maximum Load,"170.47130",N
Tensile stress at Yield (Offset 0.2 %),"10.39148",MPa
Modulus,"2901.23864",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.00778",mm/mm
Tensile stress at Maximum Load,"12.91200",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-1.64304","-0.12445","0.00010"
"0.10000","0.00837","0.75797","0.05741","0.00020"
"0.20000","0.02930","12.87710","0.97535","0.00103"
"0.30000","0.04957","25.45057","1.92770","0.00196"
"0.40000","0.06726","35.62917","2.69866","0.00229"
"0.50000","0.08394","44.36810","3.36057","0.00277"
"0.60000","0.10045","52.70689","3.99218","0.00313"
"0.70000","0.11707","60.78810","4.60427","0.00342"
"0.80000","0.13369","68.40868","5.18148","0.00351"
"0.90000","0.15037","75.96772","5.75402","0.00346"
"1.00000","0.16705","83.35841","6.31381","0.00369"
"1.10000","0.18367","90.40443","6.84750","0.00395"
"1.20000","0.20035","97.04721","7.35065","0.00413"
"1.30000","0.21710","103.65260","7.85096","0.00437"
"1.40000","0.23366","109.89135","8.32350","0.00391"
"1.50000","0.25040","116.21432","8.80242","0.00457"
"1.60000","0.26702","122.11312","9.24921","0.00574"
"1.70000","0.28358","127.74084","9.67547","0.00644"
"1.80000","0.30038","133.07974","10.07986","0.00698"
"1.90000","0.31700","138.06653","10.45757","0.00719"
"2.00000","0.33369","142.72906","10.81073","0.00740"
"2.10000","0.35037","147.34106","11.16005","0.00743"
"2.20000","0.36693","151.63043","11.48494","0.00758"
"2.30000","0.38367","155.36266","11.76763","0.00763"
"2.40000","0.40035","158.52829","12.00741","0.00770"
"2.50000","0.41697","162.04984","12.27414","0.00762"
"2.60000","0.43365","164.48692","12.45873","0.00765"
"2.70000","0.45027","166.62065","12.62035","0.00781"
"2.80000","0.46702","168.82547","12.78734","0.00776"
"2.90000","0.48364","170.01230","12.87724","0.00780"
"3.00000","0.50026","170.32774","12.90113","0.00740"
"3.10000","0.51706","170.47130","12.91200","0.00778"
"3.20000","0.53356","170.28601","12.89797","0.00785"
"3.30000","0.55030","169.78453","12.85999","0.00725"
"3.40000","0.56704","167.88252","12.71592","0.00718"
"3.50000","0.58355","164.68524","12.47375","0.00696"
"3.60000","0.60041","158.28551","11.98902","0.00661"
"3.70000","0.61697","150.73814","11.41736","0.00603"
"3.80000","0.63365","144.13675","10.91735","0.00549"
"3.90000","0.65027","135.43349","10.25814","0.00595"
"4.00000","0.66689","128.24219","9.71345","0.00572"
"4.10000","0.68363","123.12718","9.32602","0.00583"
"4.20000","0.70037","120.30019","9.11189","0.00540"
"4.30000","0.71694","117.93429","8.93269","0.00610"
"4.40000","0.73368","116.39102","8.81580","0.00603"
"4.50000","0.75036","114.87460","8.70094","0.00579"
"4.60000","0.76692","113.00347","8.55922","0.00551"
"4.70000","0.78366","111.54149","8.44849","0.00517"
"4.80000","0.80028","110.08867","8.33844","0.00523"
"4.90000","0.81690","108.96952","8.25368","0.00508"
"5.00000","0.83359","108.42493","8.21243","0.00537"
"5.10000","0.85033","108.12736","8.18989","0.00530"
"5.20000","0.86701","107.59070","8.14924","0.00535"
"5.30000","0.88369","106.91851","8.09833","0.00535"
"5.40000","0.90037","106.05721","8.03309","0.00530"
"5.50000","0.91699","105.23116","7.97052","0.00509"
"5.60000","0.93367","104.47633","7.91335","0.00473"
"5.70000","0.95035","104.14072","7.88793","0.00450"
"5.80000","0.96698","103.63532","7.84965","0.00429"
"5.90000","0.98360","103.16354","7.81391","0.00433"
"6.00000","1.00028","102.68375","7.77757","0.00427"
"6.00200","1.00064","102.67363","7.77681","0.00427"
