Specimen label,"i60_30_1"
End date,"8/17/2018 4:49 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"14.80206",mm
Maximum Load,"303.62268",N
Tensile stress at Yield (Offset 0.2 %),,MPa
Modulus,"1983.31720",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01339",mm/mm
Tensile stress at Maximum Load,"22.99729",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-0.00904","-0.00068","0.00004"
"0.10000","0.00843","2.01335","0.15250","0.00013"
"0.20000","0.02936","16.43172","1.24459","0.00065"
"0.30000","0.04963","31.70792","2.40165","0.00124"
"0.40000","0.06720","44.67255","3.38363","0.00183"
"0.50000","0.08388","56.43341","4.27444","0.00246"
"0.60000","0.10039","68.01687","5.15180","0.00320"
"0.70000","0.11701","79.52029","6.02310","0.00366"
"0.80000","0.13375","90.96170","6.88971","0.00415"
"0.90000","0.15037","102.22164","7.74257","0.00464"
"1.00000","0.16705","113.46195","8.59395","0.00503"
"1.10000","0.18367","124.39321","9.42191","0.00549"
"1.20000","0.20041","135.18979","10.23968","0.00593"
"1.30000","0.21698","145.89342","11.05040","0.00640"
"1.40000","0.23366","156.25211","11.83500","0.00666"
"1.50000","0.25034","166.39630","12.60335","0.00704"
"1.60000","0.26696","176.41507","13.36220","0.00727"
"1.70000","0.28364","186.43399","14.12107","0.00763"
"1.80000","0.30038","196.09016","14.85245","0.00794"
"1.90000","0.31700","205.38452","15.55644","0.00861"
"2.00000","0.33369","214.63771","16.25730","0.00885"
"2.10000","0.35031","223.58806","16.93523","0.00912"
"2.20000","0.36699","232.25436","17.59164","0.00968"
"2.30000","0.38367","240.74318","18.23461","0.00995"
"2.40000","0.40029","248.96693","18.85750","0.01050"
"2.50000","0.41691","256.75580","19.44745","0.01112"
"2.60000","0.43365","264.54691","20.03757","0.01157"
"2.70000","0.45027","271.70383","20.57966","0.01195"
"2.80000","0.46696","278.51331","21.09543","0.01243"
"2.90000","0.48364","284.87988","21.57765","0.01283"
"3.00000","0.50026","290.66183","22.01559","0.01314"
"3.10000","0.51694","295.55447","22.38618","0.01341"
"3.20000","0.53368","299.67755","22.69847","0.01358"
"3.30000","0.55030","303.07761","22.95600","0.01362"
"3.40000","0.56698","303.62268","22.99729","0.01339"
"3.50000","0.58361","302.69055","22.92669","0.01309"
"3.60000","0.60029","299.38745","22.67650","0.01269"
"3.70000","0.61709","296.78293","22.47922","0.01227"
"3.80000","0.63359","291.74435","22.09759","0.01218"
"3.90000","0.65033","286.62036","21.70948","0.01162"
"4.00000","0.66701","283.17212","21.44830","0.01105"
"4.10000","0.68357","280.36401","21.23561","0.01059"
"4.20000","0.70031","278.39090","21.08616","0.00992"
"4.30000","0.71706","277.31741","21.00485","0.00944"
"4.40000","0.73356","275.27234","20.84995","0.00917"
"4.50000","0.75030","274.06824","20.75875","0.00895"
"4.60000","0.76686","272.03415","20.60468","0.00897"
"4.70000","0.78366","269.62469","20.42218","0.00886"
"4.80000","0.80028","266.06595","20.15263","0.00877"
"4.90000","0.81690","260.92444","19.76320","0.00845"
"5.00000","0.83359","252.20320","19.10262","0.00780"
"5.10000","0.85033","237.88219","18.01791","0.00693"
"5.20000","0.86695","212.66405","16.10781","0.00534"
"5.30000","0.88369","185.70534","14.06588","0.00464"
"5.40000","0.90031","165.39748","12.52770","0.00332"
"5.50000","0.91705","153.83583","11.65198","0.00299"
"5.60000","0.93361","147.04964","11.13798","0.00266"
"5.70000","0.95024","141.95503","10.75210","0.00237"
"5.80000","0.96704","137.58614","10.42118","0.00236"
"5.90000","0.98360","132.38374","10.02714","0.00176"
"6.00000","1.00028","125.92423","9.53788","0.00151"
"6.10000","1.01696","121.44647","9.19872","0.00131"
"6.20000","1.03358","117.26433","8.88195","0.00122"
"6.30000","1.05032","113.09253","8.56597","0.00088"
"6.40000","1.06700","108.70789","8.23386","0.00074"
"6.50000","1.08357","104.62795","7.92483","0.00058"
"6.60000","1.10031","100.84532","7.63833","0.00037"
"6.70000","1.11699","96.19621","7.28619","0.00008"
"6.80000","1.13367","91.57005","6.93579","-0.00053"
"6.81600","1.13630","91.03544","6.89530","-0.00068"
