Specimen label,"i20T_0_1"
End date,"8/17/2018 6:38 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"15.35333",mm
Maximum Load,"426.06967",N
Tensile stress at Yield (Offset 0.2 %),"21.84639",MPa
Modulus,"3509.95509",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01659",mm/mm
Tensile stress at Maximum Load,"32.27179",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","0.91572","0.06936","-0.00004"
"0.10000","0.00807","3.50671","0.26561","0.00010"
"0.20000","0.02906","17.61315","1.33407","0.00070"
"0.30000","0.04939","33.05268","2.50351","0.00119"
"0.40000","0.06714","46.17395","3.49735","0.00156"
"0.50000","0.08382","58.07266","4.39860","0.00180"
"0.60000","0.10039","69.70714","5.27983","0.00137"
"0.70000","0.11701","81.22868","6.15250","0.00175"
"0.80000","0.13369","92.58235","7.01246","0.00210"
"0.90000","0.15031","103.82153","7.86375","0.00249"
"1.00000","0.16705","115.16677","8.72307","0.00281"
"1.10000","0.18367","126.16295","9.55596","0.00309"
"1.20000","0.20035","137.04976","10.38056","0.00376"
"1.30000","0.21698","147.95761","11.20675","0.00399"
"1.40000","0.23366","158.63058","12.01515","0.00445"
"1.50000","0.25034","169.30119","12.82338","0.00478"
"1.60000","0.26702","179.84241","13.62180","0.00508"
"1.70000","0.28364","190.12213","14.40042","0.00554"
"1.80000","0.30032","200.32278","15.17305","0.00576"
"1.90000","0.31700","210.49370","15.94342","0.00605"
"2.00000","0.33363","220.37712","16.69202","0.00643"
"2.10000","0.35031","230.36598","17.44861","0.00683"
"2.20000","0.36693","239.95630","18.17500","0.00685"
"2.30000","0.38367","249.43163","18.89269","0.00718"
"2.40000","0.40035","259.05182","19.62136","0.00752"
"2.50000","0.41697","268.15747","20.31105","0.00789"
"2.60000","0.43371","277.33228","21.00597","0.00815"
"2.70000","0.45027","286.27487","21.68331","0.00844"
"2.80000","0.46684","294.98544","22.34308","0.00875"
"2.90000","0.48370","303.78549","23.00962","0.00917"
"3.00000","0.50026","312.21478","23.64808","0.00954"
"3.10000","0.51694","320.63361","24.28575","0.00990"
"3.20000","0.53368","328.65561","24.89336","0.01018"
"3.30000","0.55018","336.65445","25.49921","0.01048"
"3.40000","0.56704","344.50977","26.09420","0.01091"
"3.50000","0.58361","351.86209","26.65108","0.01111"
"3.60000","0.60023","359.33630","27.21720","0.01152"
"3.70000","0.61697","366.43948","27.75522","0.01169"
"3.80000","0.63353","373.07214","28.25760","0.01206"
"3.90000","0.65027","379.85117","28.77106","0.01241"
"4.00000","0.66701","386.15637","29.24863","0.01275"
"4.10000","0.68357","392.27853","29.71235","0.01309"
"4.20000","0.70026","397.88492","30.13699","0.01341"
"4.30000","0.71694","403.28168","30.54576","0.01377"
"4.40000","0.73362","408.12354","30.91249","0.01412"
"4.50000","0.75030","412.75067","31.26297","0.01431"
"4.60000","0.76698","417.02539","31.58675","0.01468"
"4.70000","0.78366","420.03647","31.81482","0.01412"
"4.80000","0.80028","422.79593","32.02382","0.01441"
"4.90000","0.81696","424.50970","32.15363","0.01476"
"5.00000","0.83365","425.86612","32.25637","0.01566"
"5.10000","0.85033","426.06967","32.27179","0.01659"
"5.20000","0.86695","425.64795","32.23985","0.01661"
"5.30000","0.88363","424.23691","32.13297","0.01746"
"5.40000","0.90031","422.72562","32.01850","0.01798"
"5.50000","0.91693","420.43094","31.84469","0.01850"
"5.60000","0.93367","417.86575","31.65040","0.01868"
"5.70000","0.95029","414.55008","31.39926","0.01889"
"5.80000","0.96698","411.16275","31.14269","0.01911"
"5.90000","0.98354","406.68027","30.80318","0.01929"
"6.00000","1.00034","402.20142","30.46393","0.01957"
"6.10000","1.01696","397.10352","30.07780","0.01968"
"6.20000","1.03364","391.40939","29.64651","0.01970"
"6.30000","1.05032","384.90747","29.15404","0.01976"
"6.40000","1.06694","377.59335","28.60005","0.01969"
"6.50000","1.08357","369.23004","27.96659","0.01943"
"6.60000","1.10025","360.11139","27.27591","0.01898"
"6.70000","1.11699","349.92584","26.50443","0.01850"
"6.80000","1.13361","338.82297","25.66346","0.01817"
"6.90000","1.15029","326.95703","24.76470","0.01786"
"7.00000","1.16697","314.44775","23.81721","0.01724"
"7.04000","1.17355","308.92456","23.39887","0.01629"
