Specimen label,"i80_0_2"
End date,"8/17/2018 4:17 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"15.49242",mm
Maximum Load,"541.50354",N
Tensile stress at Yield (Offset 0.2 %),"27.57770",MPa
Modulus,"3031.73455",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01982",mm/mm
Tensile stress at Maximum Load,"41.01509",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-2.48906","-0.18853","-0.00002"
"0.10000","0.00807","0.38079","0.02884","0.00014"
"0.20000","0.02894","17.39333","1.31742","0.00095"
"0.30000","0.04945","35.97458","2.72482","0.00165"
"0.40000","0.06732","51.97033","3.93639","0.00203"
"0.50000","0.08388","66.24816","5.01783","0.00250"
"0.60000","0.10051","80.31077","6.08298","0.00241"
"0.70000","0.11707","94.45851","7.15457","0.00285"
"0.80000","0.13375","108.45488","8.21470","0.00335"
"0.90000","0.15043","122.53018","9.28080","0.00373"
"1.00000","0.16705","136.43784","10.33421","0.00412"
"1.10000","0.18385","150.35254","11.38815","0.00457"
"1.20000","0.20041","164.01819","12.42323","0.00500"
"1.30000","0.21704","177.60587","13.45240","0.00539"
"1.40000","0.23378","191.18547","14.48096","0.00591"
"1.50000","0.25034","204.44351","15.48516","0.00641"
"1.60000","0.26708","217.80084","16.49689","0.00679"
"1.70000","0.28376","231.08041","17.50272","0.00728"
"1.80000","0.30032","244.03036","18.48359","0.00774"
"1.90000","0.31712","257.08075","19.47206","0.00823"
"2.00000","0.33375","269.93378","20.44559","0.00860"
"2.10000","0.35037","282.44449","21.39319","0.00904"
"2.20000","0.36705","295.07489","22.34985","0.00938"
"2.30000","0.38367","307.55933","23.29546","0.00977"
"2.40000","0.40035","319.80704","24.22314","0.01022"
"2.50000","0.41703","331.95438","25.14322","0.01063"
"2.60000","0.43371","343.99606","26.05529","0.01101"
"2.70000","0.45033","355.78549","26.94825","0.01131"
"2.80000","0.46714","367.57507","27.84123","0.01190"
"2.90000","0.48364","378.80453","28.69179","0.01231"
"3.00000","0.50038","390.18988","29.55415","0.01286"
"3.10000","0.51700","401.22052","30.38964","0.01321"
"3.20000","0.53368","412.10620","31.21415","0.01377"
"3.30000","0.55036","422.83112","32.02649","0.01427"
"3.40000","0.56704","433.30377","32.81972","0.01466"
"3.50000","0.58367","443.26379","33.57412","0.01504"
"3.60000","0.60041","453.27490","34.33239","0.01543"
"3.70000","0.61697","462.83450","35.05647","0.01576"
"3.80000","0.63365","472.10977","35.75900","0.01612"
"3.90000","0.65039","480.79062","36.41652","0.01680"
"4.00000","0.66695","489.36038","37.06562","0.01738"
"4.10000","0.68375","497.34268","37.67022","0.01765"
"4.20000","0.70037","504.86285","38.23982","0.01801"
"4.30000","0.71700","511.89835","38.77271","0.01835"
"4.40000","0.73374","518.23810","39.25290","0.01866"
"4.50000","0.75036","523.84113","39.67729","0.01889"
"4.60000","0.76704","529.05768","40.07241","0.01870"
"4.70000","0.78372","533.36102","40.39835","0.01886"
"4.80000","0.80034","536.68713","40.65028","0.01919"
"4.90000","0.81708","539.33002","40.85046","0.01937"
"5.00000","0.83371","541.22583","40.99406","0.01968"
"5.10000","0.85039","541.50354","41.01509","0.01982"
"5.20000","0.86707","539.75500","40.88265","0.02005"
"5.30000","0.88369","536.22101","40.61498","0.02026"
"5.40000","0.90037","531.24847","40.23834","0.02040"
"5.50000","0.91705","525.78503","39.82453","0.02044"
"5.60000","0.93367","519.80243","39.37139","0.02060"
"5.70000","0.95041","513.70703","38.90970","0.02060"
"5.80000","0.96704","507.32077","38.42599","0.02058"
"5.90000","0.98372","500.94080","37.94275","0.02039"
"6.00000","1.00040","494.33389","37.44232","0.02020"
"6.10000","1.01696","487.58624","36.93124","0.01995"
"6.20000","1.03370","480.77380","36.41524","0.01981"
"6.30000","1.05038","473.99484","35.90178","0.01963"
"6.40000","1.06700","466.65826","35.34609","0.01957"
"6.50000","1.08363","458.42706","34.72263","0.01930"
"6.60000","1.10031","449.52441","34.04832","0.01894"
"6.70000","1.11699","439.33621","33.27663","0.01851"
"6.80000","1.13373","428.08646","32.42455","0.01816"
"6.90000","1.15035","416.17209","31.52212","0.01784"
"7.00000","1.16697","403.63199","30.57229","0.01772"
"7.10000","1.18371","389.73193","29.51946","0.01708"
"7.20000","1.20033","370.84064","28.08858","0.01636"
"7.30000","1.21708","342.80981","25.96544","0.01536"
"7.40000","1.23370","312.12405","23.64121","0.01425"
"7.50000","1.25032","284.53638","21.55163","0.01336"
"7.60000","1.26706","264.49142","20.03337","0.01258"
"7.70000","1.28368","249.63274","18.90793","0.01199"
"7.80000","1.30042","238.30298","18.04978","0.01140"
"7.90000","1.31698","227.81642","17.25550","0.01098"
"8.00000","1.33373","217.62932","16.48389","0.01077"
"8.10000","1.35035","206.61554","15.64968","0.01004"
"8.20000","1.36703","196.54178","14.88666","0.00948"
"8.30000","1.38365","188.19307","14.25430","0.00901"
"8.40000","1.40039","180.14865","13.64500","0.00863"
"8.50000","1.41701","171.24663","12.97073","0.00811"
"8.59800","1.43333","162.43799","12.30354","0.00782"
