Specimen label,"i20_0_2"
End date,"8/17/2018 5:58 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"14.05828",mm
Maximum Load,"420.11148",N
Tensile stress at Yield (Offset 0.2 %),"21.88172",MPa
Modulus,"2799.56635",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01756",mm/mm
Tensile stress at Maximum Load,"31.82050",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","0.01325","0.00100","-0.00004"
"0.10000","0.00771","1.71552","0.12994","0.00013"
"0.20000","0.02846","16.57585","1.25550","0.00051"
"0.30000","0.04933","33.31419","2.52332","0.00089"
"0.40000","0.06726","47.14071","3.57058","0.00141"
"0.50000","0.08388","59.52950","4.50894","0.00181"
"0.60000","0.10051","71.82273","5.44007","0.00269"
"0.70000","0.11707","83.85480","6.35141","0.00304"
"0.80000","0.13381","96.01009","7.27209","0.00344"
"0.90000","0.15037","107.97130","8.17807","0.00363"
"1.00000","0.16711","119.91505","9.08272","0.00405"
"1.10000","0.18379","131.82893","9.98512","0.00431"
"1.20000","0.20035","143.51144","10.86998","0.00469"
"1.30000","0.21710","155.11224","11.74866","0.00496"
"1.40000","0.23372","166.54205","12.61439","0.00538"
"1.50000","0.25046","177.90767","13.47526","0.00569"
"1.60000","0.26708","189.13556","14.32569","0.00599"
"1.70000","0.28370","200.18098","15.16230","0.00631"
"1.80000","0.30038","211.12534","15.99126","0.00675"
"1.90000","0.31706","221.92169","16.80901","0.00708"
"2.00000","0.33369","232.40967","17.60340","0.00744"
"2.10000","0.35043","243.05397","18.40963","0.00788"
"2.20000","0.36705","253.36626","19.19072","0.00809"
"2.30000","0.38367","263.52509","19.96018","0.00855"
"2.40000","0.40035","273.46487","20.71305","0.00882"
"2.50000","0.41703","283.21301","21.45140","0.00932"
"2.60000","0.43365","292.81189","22.17845","0.01147"
"2.70000","0.45039","302.31836","22.89849","0.01186"
"2.80000","0.46696","311.28674","23.57779","0.01221"
"2.90000","0.48370","320.34628","24.26398","0.01259"
"3.00000","0.50038","328.79416","24.90385","0.01306"
"3.10000","0.51700","337.27631","25.54631","0.01339"
"3.20000","0.53362","345.07968","26.13736","0.01374"
"3.30000","0.55030","352.73923","26.71752","0.01394"
"3.40000","0.56692","360.24008","27.28566","0.01436"
"3.50000","0.58373","367.36588","27.82539","0.01459"
"3.60000","0.60029","373.97763","28.32618","0.01488"
"3.70000","0.61703","380.59851","28.82767","0.01520"
"3.80000","0.63377","386.58435","29.28105","0.01541"
"3.90000","0.65033","392.40671","29.72205","0.01573"
"4.00000","0.66707","397.51468","30.10895","0.01591"
"4.10000","0.68369","402.19775","30.46366","0.01610"
"4.20000","0.70037","406.50787","30.79012","0.01632"
"4.30000","0.71706","410.67075","31.10543","0.01640"
"4.40000","0.73362","414.02362","31.35938","0.01652"
"4.50000","0.75036","417.27087","31.60534","0.01676"
"4.60000","0.76704","418.47839","31.69680","0.01676"
"4.70000","0.78372","420.02374","31.81385","0.01688"
"4.80000","0.80040","420.11148","31.82050","0.01756"
"4.90000","0.81702","419.21313","31.75245","0.01752"
"5.00000","0.83371","417.88583","31.65192","0.01746"
"5.10000","0.85033","415.80023","31.49395","0.01753"
"5.20000","0.86701","412.77341","31.26469","0.01771"
"5.30000","0.88375","409.63190","31.02674","0.01777"
"5.40000","0.90037","405.87888","30.74248","0.01775"
"5.50000","0.91699","401.65500","30.42255","0.01770"
"5.60000","0.93373","397.65366","30.11947","0.01774"
"5.70000","0.95029","393.43649","29.80005","0.01704"
"5.80000","0.96704","388.74371","29.44461","0.01698"
"5.90000","0.98372","383.50613","29.04790","0.01688"
"6.00000","1.00034","377.71811","28.60950","0.01672"
"6.10000","1.01702","371.24945","28.11954","0.01628"
"6.20000","1.03364","363.44577","27.52847","0.01592"
"6.30000","1.05038","354.19849","26.82805","0.01547"
"6.40000","1.06706","343.01901","25.98128","0.01498"
"6.50000","1.08357","329.64600","24.96837","0.01551"
"6.60000","1.10031","315.57281","23.90243","0.01391"
"6.70000","1.11705","301.63989","22.84711","0.01299"
"6.80000","1.13367","288.93729","21.88497","0.01228"
"6.90000","1.15035","277.61786","21.02761","0.01180"
"7.00000","1.16709","266.07849","20.15358","0.01144"
"7.10000","1.18365","253.77071","19.22135","0.01110"
"7.20000","1.20039","243.72220","18.46025","0.01068"
"7.30000","1.21708","236.20546","17.89091","0.01041"
"7.40000","1.23370","230.23705","17.43884","0.01005"
"7.50000","1.25038","224.59286","17.01133","0.00966"
"7.60000","1.26706","219.71741","16.64205","0.00942"
"7.70000","1.28362","215.49992","16.32261","0.00956"
"7.80000","1.30042","211.84279","16.04560","0.00923"
"7.90000","1.31698","207.81801","15.74076","0.00899"
"8.00000","1.33367","203.46028","15.41069","0.00867"
"8.10000","1.35041","198.69124","15.04947","0.00877"
"8.20000","1.36703","193.80515","14.67938","0.00852"
"8.30000","1.38365","188.92441","14.30970","0.00786"
"8.40000","1.40033","182.61003","13.83143","0.00744"
"8.50000","1.41707","177.08090","13.41264","0.00736"
"8.60000","1.43375","170.52435","12.91602","0.00616"
"8.70000","1.45037","162.65805","12.32021","0.00540"
"8.80000","1.46706","155.68187","11.79181","0.00695"
"8.90000","1.48368","147.66229","11.18438","0.00657"
"9.00000","1.50030","141.00099","10.67984","0.00590"
"9.10000","1.51710","132.41345","10.02939","0.00444"
"9.18200","1.53073","125.99124","9.54295","0.00410"
