End date,"8/16/2018"
Specimen label,"D30L40N5d4"
Maximum Load,"30.26905",N
Extension at Maximum Load,"83.10106",mm
Maximum Slope (Automatic Young's),"0.48228",N/mm
Rate 1,"30.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.01076"
"0.10000","0.02918","0.05146"
"0.20000","0.09106","0.04098"
"0.30000","0.14971","0.06928"
"0.40000","0.20173","0.10906"
"0.50000","0.25153","0.13924"
"0.60000","0.30122","0.16369"
"0.70000","0.35108","0.17947"
"0.80000","0.40095","0.19123"
"0.90000","0.45099","0.21082"
"1.00000","0.50104","0.23180"
"1.10000","0.55096","0.25942"
"1.20000","0.60100","0.28617"
"1.30000","0.65099","0.31280"
"1.40000","0.70097","0.33936"
"1.50000","0.75096","0.36654"
"1.60000","0.80088","0.39319"
"1.70000","0.85098","0.41329"
"1.80000","0.90097","0.43552"
"1.90000","0.95107","0.46366"
"2.00000","1.00100","0.48936"
"2.10000","1.05098","0.51637"
"2.20000","1.10096","0.54337"
"2.30000","1.15095","0.57226"
"2.40000","1.20099","0.59149"
"2.50000","1.25092","0.61312"
"2.60000","1.30096","0.63050"
"2.70000","1.35106","0.65691"
"2.80000","1.40099","0.68751"
"2.90000","1.45103","0.70936"
"3.00000","1.50096","0.73316"
"3.10000","1.55094","0.75987"
"3.20000","1.60086","0.78512"
"3.30000","1.65091","0.80710"
"3.40000","1.70101","0.82908"
"3.50000","1.75094","0.85155"
"3.60000","1.80104","0.87878"
"3.70000","1.85090","0.90542"
"3.80000","1.90089","0.92713"
"3.90000","1.95105","0.95585"
"4.00000","2.00104","0.98580"
"4.10000","2.05102","1.00833"
"4.20000","2.10094","1.02545"
"4.30000","2.15099","1.04223"
"4.40000","2.20085","1.06957"
"4.50000","2.25102","1.09676"
"4.60000","2.30100","1.12778"
"4.70000","2.35098","1.15853"
"4.80000","2.40085","1.18490"
"4.90000","2.45101","1.20783"
"5.00000","2.50088","1.22756"
"5.10000","2.55098","1.24653"
"5.20000","2.60096","1.27067"
"5.30000","2.65101","1.29631"
"5.40000","2.70099","1.32772"
"5.50000","2.75086","1.35193"
"5.60000","2.80096","1.38336"
"5.70000","2.85100","1.40871"
"5.80000","2.90111","1.43099"
"5.90000","2.95085","1.45184"
"6.00000","3.00096","1.47456"
"6.10000","3.05094","1.50243"
"6.20000","3.10104","1.53015"
"6.30000","3.15109","1.55476"
"6.40000","3.20101","1.58152"
"6.50000","3.25100","1.60694"
"6.60000","3.30092","1.62323"
"6.70000","3.35102","1.64516"
"6.80000","3.40101","1.67311"
"6.90000","3.45105","1.70177"
"7.00000","3.50098","1.73165"
"7.10000","3.55108","1.76260"
"7.20000","3.60094","1.78667"
"7.30000","3.65099","1.81657"
"7.40000","3.70097","1.83508"
"7.50000","3.75090","1.84744"
"7.60000","3.80100","1.86096"
"7.70000","3.85098","1.88433"
"7.80000","3.90097","1.91103"
"7.90000","3.95101","1.93875"
"8.00000","4.00094","1.97339"
"8.10000","4.05104","2.00281"
"8.20000","4.10102","2.03026"
"8.30000","4.15089","2.05323"
"8.40000","4.20105","2.07275"
"8.50000","4.25092","2.09361"
"8.60000","4.30096","2.12141"
"8.70000","4.35100","2.13929"
"8.80000","4.40099","2.16289"
"8.90000","4.45103","2.19000"
"9.00000","4.50108","2.21795"
"9.10000","4.55094","2.23971"
"9.20000","4.60110","2.26158"
"9.30000","4.65115","2.28602"
"9.40000","4.70089","2.31107"
"9.50000","4.75094","2.34255"
"9.60000","4.80098","2.37232"
"9.70000","4.85114","2.39763"
"9.80000","4.90095","2.41934"
"9.90000","4.95099","2.44506"
"10.00000","5.00104","2.46184"
"10.10000","5.05102","2.48146"
