End date,"8/16/2018"
Specimen label,"D25L40N5d4"
Maximum Load,"25.20402",N
Extension at Maximum Load,"27.35096",mm
Maximum Slope (Automatic Young's),"1.01552",N/mm
Rate 1,"30.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.01045"
"0.10000","0.02744","0.03779"
"0.20000","0.08950","0.10056"
"0.30000","0.14923","0.17018"
"0.40000","0.20167","0.21125"
"0.50000","0.25159","0.27559"
"0.60000","0.30122","0.33510"
"0.70000","0.35108","0.39718"
"0.80000","0.40107","0.43742"
"0.90000","0.45111","0.48948"
"1.00000","0.50104","0.55101"
"1.10000","0.55102","0.60014"
"1.20000","0.60100","0.64400"
"1.30000","0.65087","0.70011"
"1.40000","0.70103","0.74994"
"1.50000","0.75102","0.80007"
"1.60000","0.80112","0.84253"
"1.70000","0.85104","0.89371"
"1.80000","0.90097","0.94664"
"1.90000","0.95095","1.00071"
"2.00000","1.00094","1.03935"
"2.10000","1.05110","1.10109"
"2.20000","1.10102","1.16448"
"2.30000","1.15095","1.21522"
"2.40000","1.20099","1.25645"
"2.50000","1.25092","1.31248"
"2.60000","1.30102","1.37040"
"2.70000","1.35100","1.42391"
"2.80000","1.40093","1.46794"
"2.90000","1.45103","1.52224"
"3.00000","1.50096","1.57303"
"3.10000","1.55100","1.61932"
"3.20000","1.60104","1.66623"
"3.30000","1.65103","1.73012"
"3.40000","1.70107","1.79162"
"3.50000","1.75094","1.83907"
"3.60000","1.80098","1.86531"
"3.70000","1.85096","1.92464"
"3.80000","1.90107","1.99153"
"3.90000","1.95099","2.04867"
"4.00000","2.00098","2.09553"
"4.10000","2.05096","2.14596"
"4.20000","2.10100","2.20034"
"4.30000","2.15093","2.24894"
"4.40000","2.20103","2.29991"
"4.50000","2.25096","2.35979"
"4.60000","2.30100","2.41153"
"4.70000","2.35104","2.44910"
"4.80000","2.40103","2.48274"
"4.90000","2.45101","2.55524"
"5.00000","2.50106","2.61742"
"5.10000","2.55098","2.67505"
"5.20000","2.60096","2.70300"
"5.30000","2.65095","2.74864"
"5.40000","2.70093","2.81270"
"5.50000","2.75110","2.86864"
"5.60000","2.80102","2.91276"
"5.70000","2.85100","2.97739"
"5.80000","2.90093","3.01430"
"5.90000","2.95091","3.06180"
"6.00000","3.00102","3.11662"
"6.10000","3.05094","3.17168"
"6.20000","3.10098","3.24211"
"6.30000","3.15097","3.28147"
"6.40000","3.20089","3.29866"
"6.50000","3.25100","3.34452"
"6.60000","3.30104","3.40145"
"6.70000","3.35090","3.45566"
"6.80000","3.40101","3.50589"
"6.90000","3.45099","3.54739"
"7.00000","3.50092","3.59663"
"7.10000","3.55102","3.65082"
"7.20000","3.60100","3.70326"
"7.30000","3.65093","3.75524"
"7.40000","3.70097","3.81265"
"7.50000","3.75096","3.85791"
"7.60000","3.80100","3.89973"
"7.70000","3.85104","3.93829"
"7.80000","3.90097","3.99615"
"7.90000","3.95089","4.05805"
"8.00000","4.00094","4.11172"
"8.10000","4.05104","4.14417"
"8.20000","4.10102","4.19991"
"8.30000","4.15101","4.25339"
"8.40000","4.20099","4.30554"
"8.50000","4.25098","4.34872"
"8.60000","4.30096","4.40169"
"8.70000","4.35094","4.45248"
"8.80000","4.40099","4.50679"
"8.90000","4.45097","4.54415"
"9.00000","4.50102","4.60134"
"9.10000","4.55088","4.66067"
"9.20000","4.60098","4.71122"
"9.30000","4.65097","4.74546"
"9.40000","4.70101","4.80023"
"9.50000","4.75100","4.85443"
"9.60000","4.80092","4.91231"
"9.70000","4.85084","4.94748"
"9.80000","4.90113","4.99950"
"9.90000","4.95105","5.05638"
"10.00000","5.00098","5.11624"
"10.10000","5.05096","5.15372"
"10.20000","5.10088","5.20318"
"10.30000","5.15087","5.25493"
"10.40000","5.20091","5.31127"
"10.50000","5.25102","5.35836"
"10.60000","5.30094","5.40737"
"10.70000","5.35110","5.46594"
"10.80000","5.40091","5.51275"
"10.90000","5.45101","5.54915"
"11.00000","5.50106","5.59912"
"11.10000","5.55098","5.66281"
"11.20000","5.60096","5.72095"
"11.30000","5.65101","5.76680"
"11.40000","5.70093","5.80456"
"11.50000","5.75092","5.85525"
"11.60000","5.80102","5.92057"
"11.70000","5.85094","5.96886"
"11.80000","5.90093","6.01716"
"11.90000","5.95097","6.06713"
"12.00000","6.00102","6.11302"
"12.10000","6.05100","6.16097"
"12.20000","6.10092","6.21351"
"12.30000","6.15097","6.26594"
"12.40000","6.20101","6.32380"
"12.50000","6.25088","6.36570"
"12.60000","6.30098","6.39190"
"12.70000","6.35102","6.45398"
"12.80000","6.40101","6.52035"
"12.90000","6.45111","6.57698"
"13.00000","6.50086","6.61555"
"13.10000","6.55102","6.66080"
"13.20000","6.60094","6.71383"
"13.30000","6.65105","6.76882"
"13.40000","6.70103","6.81535"
"13.50000","6.75102","6.87134"
"13.60000","6.80094","6.92643"
"13.70000","6.85098","6.96799"
"13.80000","6.90103","7.01090"
"13.90000","6.95101","7.06549"
"14.00000","7.00100","7.12972"
"14.10000","7.05104","7.19150"
"14.20000","7.10096","7.22176"
"14.30000","7.15101","7.26168"
"14.40000","7.20099","7.32010"
"14.50000","7.25098","7.38207"
"14.60000","7.30090","7.42784"
"14.70000","7.35094","7.47660"
"14.80000","7.40093","7.52529"
"14.90000","7.45103","7.57621"
"15.00000","7.50096","7.62304"
"15.10000","7.55100","7.67257"
"15.20000","7.60098","7.73636"
"15.30000","7.65097","7.78602"
"15.40000","7.70089","7.82587"
"15.50000","7.75106","7.87295"
"15.60000","7.80092","7.93096"
"15.70000","7.85096","7.98812"
"15.80000","7.90101","8.03585"
"15.90000","7.95099","8.07539"
"16.00000","8.00103","8.12711"
"16.10000","8.05102","8.18396"
"16.20000","8.10094","8.23027"
"16.30000","8.15117","8.28083"
"16.40000","8.20103","8.33274"
"16.50000","8.25096","8.38694"
"16.60000","8.30094","8.43176"
"16.70000","8.35098","8.47521"
"16.80000","8.40109","8.52875"
"16.90000","8.45095","8.58991"
"17.00000","8.50099","8.64446"
"17.10000","8.55110","8.69573"
"17.20000","8.60096","8.74296"
"17.30000","8.65095","8.79123"
"17.40000","8.70099","8.84322"
"17.50000","8.75097","8.88018"
"17.60000","8.80102","8.92971"
"17.70000","8.85100","8.99232"
"17.80000","8.90093","9.04987"
"17.90000","8.95091","9.08411"
"18.00000","9.00096","9.13761"
"18.10000","9.05100","9.18623"
"18.20000","9.10092","9.23986"
"18.30000","9.15097","9.28441"
"18.40000","9.20107","9.33230"
"18.50000","9.25106","9.38640"
"18.60000","9.30092","9.44249"
"18.70000","9.35102","9.47447"
"18.80000","9.40089","9.52181"
"18.90000","9.45093","9.59011"
"19.00000","9.50092","9.64441"
"19.10000","9.55090","9.68914"
"19.20000","9.60106","9.72555"
"19.30000","9.65105","9.77303"
"19.40000","9.70097","9.83371"
"19.50000","9.75096","9.88478"
"19.60000","9.80094","9.93000"
"19.70000","9.85098","9.98752"
"19.80000","9.90103","10.03120"
"19.90000","9.95101","10.07516"
"20.00000","10.00099","10.11462"
"20.10000","10.05098","10.17700"
"20.20000","10.10108","10.23583"
"20.30000","10.15101","10.28329"
"20.40000","10.20099","10.31090"
"20.50000","10.25091","10.36156"
"20.60000","10.30096","10.42535"
"20.70000","10.35094","10.48656"
"20.80000","10.40099","10.52994"
"20.90000","10.45097","10.57320"
"21.00000","10.50096","10.61523"
"21.10000","10.55106","10.67455"
"21.20000","10.60092","10.71717"
"21.30000","10.65091","10.76629"
"21.40000","10.70095","10.83194"
"21.50000","10.75099","10.87972"
"21.60000","10.80092","10.90812"
"21.70000","10.85102","10.94609"
"21.80000","10.90095","11.01932"
"21.90000","10.95093","11.09074"
"22.00000","11.00103","11.13165"
"22.10000","11.05096","11.16621"
"22.20000","11.10100","11.21790"
"22.30000","11.15105","11.27701"
"22.40000","11.20097","11.32581"
