End date,"8/16/2018"
Specimen label,"D32L50N8d4"
"5.60000","2.80096","0.49904"
"5.70000","2.85106","0.50680"
"5.80000","2.90099","0.51652"
"5.90000","2.95097","0.52741"
"6.00000","3.00120","0.53539"
"6.10000","3.05106","0.54649"
"6.20000","3.10098","0.55946"
"6.30000","3.15103","0.56548"
"6.40000","3.20101","0.57733"
"6.50000","3.25106","0.58354"
"6.60000","3.30104","0.58998"
"6.70000","3.35102","0.59562"
"6.80000","3.40101","0.60254"
"6.90000","3.45117","0.61005"
"7.00000","3.50104","0.61581"
"7.10000","3.55102","0.62126"
"7.20000","3.60106","0.62840"
"7.30000","3.65099","0.63495"
"7.40000","3.70097","0.64226"
"7.50000","3.75096","0.65377"
"7.60000","3.80100","0.66529"
"7.70000","3.85110","0.67463"
"7.80000","3.90109","0.68659"
"7.90000","3.95113","0.69605"
"8.00000","4.00106","0.70526"
"8.10000","4.05098","0.71391"
"8.20000","4.10108","0.72221"
"8.30000","4.15101","0.73177"
"8.40000","4.20099","0.74258"
"8.50000","4.25092","0.75154"
"8.60000","4.30102","0.76128"
"8.70000","4.35106","0.77329"
"8.80000","4.40105","0.77971"
"8.90000","4.45109","0.78672"
"9.00000","4.50108","0.79299"
"9.10000","4.55106","0.79805"
"9.20000","4.60098","0.80573"
"9.30000","4.65109","0.81304"
"9.40000","4.70101","0.82203"
"9.50000","4.75100","0.82875"
"9.60000","4.80104","0.83830"
"9.70000","4.85096","0.84757"
"9.80000","4.90101","0.85718"
"9.90000","4.95105","0.86475"
"10.00000","5.00110","0.87467"
"10.10000","5.05102","0.88473"
"10.20000","5.10100","0.89368"
"10.30000","5.15111","0.90303"
"10.40000","5.20103","0.91241"
"10.50000","5.25108","0.92105"
"10.60000","5.30106","0.93039"
"10.70000","5.35098","0.93996"
"10.80000","5.40103","0.95100"
"10.90000","5.45089","0.96115"
"11.00000","5.50106","0.97188"
"11.10000","5.55104","0.98097"
"11.20000","5.60108","0.99140"
"11.30000","5.65101","0.99706"
"11.40000","5.70099","1.00621"
"11.50000","5.75098","1.01197"
"11.60000","5.80102","1.01701"
"11.70000","5.85100","1.02079"
"11.80000","5.90099","1.02627"
"11.90000","5.95097","1.03079"
"12.00000","6.00108","1.04038"
"12.10000","6.05100","1.04987"
"12.20000","6.10110","1.05791"
"12.30000","6.15103","1.06675"
"12.40000","6.20101","1.07629"
"12.50000","6.25106","1.08592"
"12.60000","6.30098","1.09820"
"12.70000","6.35096","1.10633"
"12.80000","6.40101","1.12059"
"12.90000","6.45105","1.13149"
"13.00000","6.50109","1.13938"
"13.10000","6.55096","1.15103"
"13.20000","6.60106","1.16040"
"13.30000","6.65105","1.17063"
"13.40000","6.70097","1.17909"
"13.50000","6.75102","1.19075"
"13.60000","6.80106","1.19901"
"13.70000","6.85104","1.20532"
"13.80000","6.90103","1.21090"
"13.90000","6.95101","1.21856"
"14.00000","7.00100","1.22428"
"14.10000","7.05092","1.23055"
"14.20000","7.10102","1.23713"
"14.30000","7.15107","1.24485"
"14.40000","7.20105","1.25030"
"14.50000","7.25098","1.25904"
"14.60000","7.30114","1.26781"
"14.70000","7.35094","1.27616"
"14.80000","7.40105","1.28619"
"14.90000","7.45097","1.29496"
"15.00000","7.50096","1.30318"
"15.10000","7.55106","1.31306"
"15.20000","7.60092","1.32150"
"15.30000","7.65097","1.33069"
"15.40000","7.70101","1.34014"
"15.50000","7.75100","1.34869"
"15.60000","7.80098","1.36053"
"15.70000","7.85102","1.37142"
"15.80000","7.90101","1.38076"
"15.90000","7.95093","1.39011"
"16.00000","8.00109","1.40118"
"16.10000","8.05102","1.40917"
"16.20000","8.10100","1.41721"
"16.30000","8.15093","1.42370"
"16.40000","8.20109","1.43106"
"16.50000","8.25101","1.43810"
"16.60000","8.30106","1.44478"
"16.70000","8.35098","1.45239"
"16.80000","8.40109","1.45965"
"16.90000","8.45089","1.46832"
"17.00000","8.50099","1.47535"
"17.10000","8.55104","1.48610"
"17.20000","8.60108","1.49501"
"17.30000","8.65101","1.50597"
"17.40000","8.70093","1.51506"
"17.50000","8.75092","1.52433"
"17.60000","8.80102","1.53380"
"17.70000","8.85106","1.54480"
"17.80000","8.90099","1.55204"
"17.90000","8.95103","1.56057"
"18.00000","9.00096","1.57062"
"18.10000","9.05100","1.57854"
"18.20000","9.10110","1.58758"
"18.30000","9.15097","1.59565"
"18.40000","9.20101","1.60057"
"18.50000","9.25100","1.61098"
"18.60000","9.30098","1.61626"
"18.70000","9.35102","1.62199"
"18.80000","9.40107","1.62834"
"18.90000","9.45105","1.63331"
"19.00000","9.50115","1.64164"
"19.10000","9.55090","1.65203"
"19.20000","9.60100","1.66312"
"19.30000","9.65099","1.67155"
"19.40000","9.70103","1.68127"
"19.50000","9.75102","1.69273"
"19.60000","9.80106","1.70325"
"19.70000","9.85098","1.71386"
"19.80000","9.90103","1.72329"
"19.90000","9.95101","1.73663"
"20.00000","10.00105","1.74588"
"20.10000","10.05104","1.75611"
"20.20000","10.10096","1.76532"
"20.30000","10.15101","1.77172"
"20.40000","10.20099","1.78069"
"20.50000","10.25103","1.79338"
"20.60000","10.30102","1.80505"
"20.70000","10.35100","1.81271"
"20.80000","10.40099","1.81987"
"20.90000","10.45103","1.82744"
"21.00000","10.50107","1.83330"
"21.10000","10.55100","1.83926"
"21.20000","10.60110","1.84359"
"21.30000","10.65091","1.84763"
"21.40000","10.70101","1.85202"
"21.50000","10.75106","1.85598"
"21.60000","10.80110","1.86210"
"21.70000","10.85096","1.86906"
"21.80000","10.90095","1.87695"
"21.90000","10.95099","1.88737"
"22.00000","11.00103","1.89625"
"22.10000","11.05108","1.90449"
"22.20000","11.10106","1.91354"
"22.30000","11.15105","1.92389"
"22.40000","11.20109","1.93434"
"22.50000","11.25107","1.94588"
"22.60000","11.30100","1.96103"
"22.70000","11.35104","1.96698"
"22.80000","11.40097","1.98092"
"22.90000","11.45101","1.99014"
"23.00000","11.50105","2.00121"
"23.10000","11.55104","2.00937"
"23.20000","11.60114","2.02064"
"23.30000","11.65113","2.02881"
"23.40000","11.70093","2.03646"
"23.50000","11.75104","2.04432"
"23.60000","11.80102","2.05119"
"23.70000","11.85100","2.05870"
"23.80000","11.90093","2.06591"
"23.90000","11.95097","2.07334"
"24.00000","12.00107","2.08234"
"24.10000","12.05100","2.09004"
"24.20000","12.10098","2.09942"
"24.30000","12.15103","2.10705"
"24.40000","12.20095","2.11601"
"24.50000","12.25099","2.12407"
"24.60000","12.30104","2.13104"
"24.70000","12.35096","2.13878"
"24.80000","12.40107","2.14632"
"24.90000","12.45099","2.15296"
"25.00000","12.50103","2.16262"
"25.10000","12.55096","2.17015"
"25.20000","12.60094","2.18112"
"25.30000","12.65105","2.18900"
"25.40000","12.70103","2.19840"
"25.50000","12.75101","2.20931"
"25.60000","12.80100","2.21861"
"25.70000","12.85098","2.22752"
"25.80000","12.90097","2.23564"
"25.90000","12.95107","2.24248"
"26.00000","13.00099","2.25165"
"26.10000","13.05098","2.25871"
"26.20000","13.10102","2.26659"
"26.30000","13.15107","2.27492"
"26.40000","13.20111","2.28365"
"26.50000","13.25103","2.29222"
"26.60000","13.30102","2.30016"
"26.70000","13.35100","2.31166"
"26.80000","13.40093","2.32186"
"26.90000","13.45097","2.33263"
"27.00000","13.50107","2.34213"
"27.10000","13.55100","2.35312"
"27.20000","13.60104","2.36343"
"27.30000","13.65097","2.37354"
"27.40000","13.70095","2.38363"
"27.50000","13.75105","2.39235"
"27.60000","13.80110","2.40040"
"27.70000","13.85096","2.40972"
"27.80000","13.90101","2.41721"
"27.90000","13.95099","2.42560"
"28.00000","14.00097","2.43343"
"28.10000","14.05102","2.43822"
"28.20000","14.10100","2.44356"
"28.30000","14.15105","2.44766"
"28.40000","14.20097","2.45206"
"28.50000","14.25107","2.45602"
"28.60000","14.30100","2.45979"
"28.70000","14.35104","2.47111"
"28.80000","14.40097","2.47350"
"28.90000","14.45101","2.48538"
"29.00000","14.50100","2.49482"
"29.10000","14.55104","2.50642"
"29.20000","14.60108","2.51468"
"29.30000","14.65107","2.52474"
"29.40000","14.70111","2.53727"
"29.50000","14.75098","2.54970"
"29.60000","14.80096","2.55983"
"29.70000","14.85094","2.56804"
"29.80000","14.90105","2.58041"
"29.90000","14.95097","2.59316"
"30.00000","15.00102","2.60338"
"30.10000","15.05100","2.61122"
"30.20000","15.10098","2.62236"
"30.30000","15.15103","2.63112"
"30.40000","15.20101","2.64366"
"30.50000","15.25099","2.65055"
"30.60000","15.30098","2.66071"
"30.70000","15.35102","2.66972"
"30.80000","15.40101","2.67262"
"30.90000","15.45093","2.68042"
"31.00000","15.50104","2.68537"
"31.10000","15.55102","2.69005"
"31.20000","15.60094","2.69540"
"31.30000","15.65099","2.70076"
"31.40000","15.70115","2.70634"
"31.50000","15.75107","2.71456"
"31.60000","15.80100","2.72221"
"31.70000","15.85098","2.72876"
"31.80000","15.90108","2.73784"
"31.90000","15.95101","2.74636"
"32.00000","16.00099","2.75629"
"32.10000","16.05098","2.76719"
"32.20000","16.10102","2.77346"
"32.30000","16.15113","2.78733"
"32.40000","16.20099","2.79738"
"32.50000","16.25103","2.80872"
"32.60000","16.30108","2.81993"
"32.70000","16.35106","2.82765"
"32.80000","16.40104","2.83777"
"32.90000","16.45097","2.84749"
"33.00000","16.50095","2.85504"
"33.10000","16.55100","2.86579"
"33.20000","16.60104","2.87161"
"33.30000","16.65109","2.87976"
"33.40000","16.70095","2.88787"
"33.50000","16.75099","2.89359"
"33.60000","16.80104","2.90579"
"33.70000","16.85102","2.91367"
"33.80000","16.90101","2.92123"
"33.90000","16.95093","2.93336"
"34.00000","17.00103","2.94588"
"34.10000","17.05102","2.95491"
"34.20000","17.10106","2.96341"
"34.30000","17.15111","2.97186"
"34.40000","17.20103","2.97920"
"34.50000","17.25113","2.98754"
"34.60000","17.30094","2.99417"
"34.70000","17.35110","3.00104"
"34.80000","17.40109","3.00719"
"34.90000","17.45107","3.01570"
"35.00000","17.50105","3.02394"
"35.10000","17.55104","3.03182"
"35.20000","17.60102","3.03889"
"35.30000","17.65101","3.04716"
"35.40000","17.70105","3.05359"
"35.50000","17.75103","3.06057"
"35.60000","17.80102","3.06675"
"35.70000","17.85106","3.07393"
"35.80000","17.90111","3.08074"
"35.90000","17.95109","3.08826"
"36.00000","18.00096","3.09722"
"36.10000","18.05100","3.10417"
"36.20000","18.10098","3.11337"
"36.30000","18.15103","3.12311"
"36.40000","18.20107","3.13401"
"36.50000","18.25105","3.14165"
"36.60000","18.30104","3.15380"
"36.70000","18.35108","3.16601"
"36.80000","18.40101","3.17793"
"36.90000","18.45105","3.18783"
"37.00000","18.50097","3.19701"
"37.10000","18.55108","3.20776"
"37.20000","18.60094","3.21973"
"37.30000","18.65099","3.23063"
"37.40000","18.70109","3.23901"
"37.50000","18.75107","3.24978"
"37.60000","18.80112","3.25645"
"37.70000","18.85104","3.26172"
"37.80000","18.90097","3.27483"
"37.90000","18.95107","3.27488"
"38.00000","19.00111","3.28493"
"38.10000","19.05104","3.28850"
"38.20000","19.10096","3.29219"
"38.30000","19.15112","3.29701"
"38.40000","19.20093","3.30170"
"38.50000","19.25103","3.31006"
"38.60000","19.30102","3.31826"
"38.70000","19.35112","3.32382"
"38.80000","19.40104","3.33508"
"38.90000","19.45097","3.34490"
"39.00000","19.50101","3.35538"
"39.10000","19.55100","3.36532"
"39.20000","19.60098","3.37652"
"39.30000","19.65108","3.38623"
"39.40000","19.70095","3.39571"
"39.50000","19.75099","3.40723"
"39.60000","19.80092","3.41651"
"39.70000","19.85108","3.42702"
"39.80000","19.90100","3.43621"
"39.90000","19.95099","3.44932"
"40.00000","20.00109","3.45752"
"40.10000","20.05102","3.46595"
"40.20000","20.10100","3.47664"
"40.30000","20.15104","3.48587"
"40.40000","20.20103","3.49136"
"40.50000","20.25119","3.50378"
"40.60000","20.30100","3.50653"
"40.70000","20.35104","3.51338"
"40.80000","20.40109","3.51859"
"40.90000","20.45107","3.52449"
"41.00000","20.50099","3.53278"
"41.10000","20.55104","3.54267"
"41.20000","20.60096","3.54960"
"41.30000","20.65100","3.55790"
"41.40000","20.70111","3.56731"
"41.50000","20.75103","3.57435"
"41.60000","20.80102","3.58349"
"41.70000","20.85106","3.59058"
"41.80000","20.90099","3.59894"
"41.90000","20.95115","3.60625"
"42.00000","21.00095","3.61527"
"42.10000","21.05100","3.62392"
"42.20000","21.10098","3.63339"
"42.30000","21.15103","3.64498"
"42.40000","21.20101","3.65337"
"42.50000","21.25105","3.66403"
"42.60000","21.30098","3.66747"
"42.70000","21.35114","3.67755"
"42.80000","21.40095","3.68490"
"42.90000","21.45099","3.69064"
"43.00000","21.50103","3.69960"
"43.10000","21.55102","3.70549"
"43.20000","21.60094","3.71470"
"43.30000","21.65111","3.72195"
"43.40000","21.70097","3.72835"
"43.50000","21.75107","3.74513"
"43.60000","21.80106","3.75065"
"43.70000","21.85092","3.76246"
"43.80000","21.90096","3.77263"
"43.90000","21.95095","3.78467"
"44.00000","22.00105","3.79447"
"44.10000","22.05104","3.80055"
"44.20000","22.10102","3.81366"
"44.30000","22.15106","3.82305"
"44.40000","22.20099","3.83146"
"44.50000","22.25097","3.83972"
"44.60000","22.30096","3.84624"
"44.70000","22.35100","3.85647"
"44.80000","22.40105","3.86273"
"44.90000","22.45097","3.86977"
"45.00000","22.50095","3.88002"
"45.10000","22.55106","3.88512"
"45.20000","22.60098","3.89219"
"45.30000","22.65097","3.89898"
"45.40000","22.70095","3.90488"
"45.50000","22.75093","3.91087"
"45.60000","22.80098","3.91794"
"45.70000","22.85108","3.92519"
"45.80000","22.90107","3.93245"
"45.90000","22.95105","3.94204"
"46.00000","23.00097","3.95186"
"46.10000","23.05096","3.95973"
"46.20000","23.10094","3.96911"
"46.30000","23.15099","3.97933"
"46.40000","23.20103","3.98824"
"46.50000","23.25101","3.99874"
"46.60000","23.30112","4.00983"
"46.70000","23.35092","4.01954"
"46.80000","23.40097","4.02996"
"46.90000","23.45107","4.03978"
"47.00000","23.50099","4.05116"
"47.10000","23.55098","4.06156"
"47.20000","23.60096","4.07164"
"47.30000","23.65100","4.08287"
"47.40000","23.70099","4.09193"
"47.50000","23.75109","4.09588"
"47.60000","23.80107","4.10641"
"47.70000","23.85106","4.10990"
"47.80000","23.90099","4.11690"
"47.90000","23.95109","4.11997"
"48.00000","24.00101","4.12363"
"48.10000","24.05094","4.13449"
"48.20000","24.10104","4.13756"
"48.30000","24.15102","4.14716"
"48.40000","24.20101","4.15649"
"48.50000","24.25105","4.16652"
"48.60000","24.30104","4.17595"
"48.70000","24.35108","4.18310"
"48.80000","24.40107","4.19475"
"48.90000","24.45087","4.20441"
"49.00000","24.50103","4.21228"
"49.10000","24.55096","4.22269"
"49.20000","24.60100","4.23344"
"49.30000","24.65105","4.23918"
"49.40000","24.70103","4.24890"
"49.50000","24.75101","4.25883"
"49.60000","24.80106","4.26744"
"49.70000","24.85098","4.27679"
"49.80000","24.90103","4.28899"
"49.90000","24.95113","4.29456"
"50.00000","25.00099","4.30206"
"50.10000","25.05098","4.30832"
"50.20000","25.10108","4.31751"
"50.30000","25.15106","4.32330"
"50.40000","25.20105","4.33105"
"50.50000","25.25091","4.33873"
"50.60000","25.30102","4.34889"
"50.70000","25.35100","4.35740"
"50.80000","25.40104","4.36596"
"50.90000","25.45103","4.37415"
"51.00000","25.50101","4.37939"
"51.10000","25.55094","4.38884"
"51.20000","25.60104","4.39752"
"51.30000","25.65097","4.40732"
"51.40000","25.70095","4.41465"
"51.50000","25.75093","4.42387"
"51.60000","25.80098","4.43307"
"51.70000","25.85102","4.44121"
"51.80000","25.90107","4.45418"
"51.90000","25.95105","4.46414"
"52.00000","26.00109","4.47309"
"52.10000","26.05096","4.48282"
"52.20000","26.10112","4.49181"
"52.30000","26.15099","4.50464"
"52.40000","26.20097","4.50571"
"52.50000","26.25089","4.51756"
"52.60000","26.30106","4.52241"
"52.70000","26.35104","4.52798"
"52.80000","26.40102","4.53362"
"52.90000","26.45101","4.54034"
"53.00000","26.50111","4.54823"
"53.10000","26.55098","4.55691"
"53.20000","26.60096","4.56344"
"53.30000","26.65095","4.57549"
"53.40000","26.70099","4.58443"
"53.50000","26.75103","4.59344"
"53.60000","26.80096","4.60458"
"53.70000","26.85100","4.61547"
"53.80000","26.90098","4.62806"
"53.90000","26.95097","4.63313"
"54.00000","27.00101","4.64423"
"54.10000","27.05100","4.65370"
"54.20000","27.10104","4.66221"
"54.30000","27.15097","4.67315"
"54.40000","27.20107","4.68008"
"54.50000","27.25093","4.68875"
"54.60000","27.30110","4.69927"
"54.70000","27.35096","4.70826"
"54.80000","27.40107","4.71406"
"54.90000","27.45093","4.71768"
"55.00000","27.50097","4.72457"
"55.10000","27.55114","4.73231"
"55.20000","27.60106","4.73853"
"55.30000","27.65099","4.74335"
"55.40000","27.70097","4.75049"
"55.50000","27.75107","4.76015"
"55.60000","27.80100","4.76915"
"55.70000","27.85104","4.77847"
"55.80000","27.90103","4.78797"
"55.90000","27.95101","4.79756"
"56.00000","28.00105","4.80660"
"56.10000","28.05103","4.81458"
"56.20000","28.10102","4.82425"
"56.30000","28.15112","4.83521"
"56.40000","28.20099","4.84293"
"56.50000","28.25097","4.85171"
"56.60000","28.30102","4.85992"
"56.70000","28.35100","4.87270"
"56.80000","28.40104","4.88034"
"56.90000","28.45103","4.89385"
"57.00000","28.50107","4.90307"
"57.10000","28.55100","4.90968"
"57.20000","28.60104","4.92050"
"57.30000","28.65109","4.92429"
"57.40000","28.70101","4.93207"
"57.50000","28.75093","4.93797"
"57.60000","28.80098","4.94330"
"57.70000","28.85102","4.94845"
"57.80000","28.90095","4.95472"
"57.90000","28.95105","4.96446"
"58.00000","29.00103","4.97215"
"58.10000","29.05108","4.97846"
"58.20000","29.10106","4.98878"
"58.30000","29.15093","4.99759"
"58.40000","29.20091","5.00517"
"58.50000","29.25107","5.01800"
"58.60000","29.30100","5.02644"
"58.70000","29.35104","5.03600"
"58.80000","29.40102","5.04698"
"58.90000","29.45101","5.05920"
"59.00000","29.50111","5.06906"
"59.10000","29.55110","5.07977"
"59.20000","29.60096","5.08807"
"59.30000","29.65095","5.09886"
"59.40000","29.70105","5.10718"
"59.50000","29.75103","5.11635"
"59.60000","29.80096","5.12355"
"59.70000","29.85100","5.13196"
"59.80000","29.90116","5.13773"
"59.90000","29.95097","5.14294"
"60.00000","30.00101","5.14609"
"60.10000","30.05100","5.15678"
"60.20000","30.10104","5.16182"
"60.30000","30.15108","5.16960"
"60.40000","30.20095","5.17747"
"60.50000","30.25099","5.18766"
"60.60000","30.30104","5.19555"
"60.70000","30.35102","5.20358"
"60.80000","30.40100","5.21233"
"60.90000","30.45093","5.22279"
"61.00000","30.50097","5.23083"
"61.10000","30.55108","5.23616"
"61.20000","30.60106","5.24607"
"61.30000","30.65110","5.25236"
"61.40000","30.70103","5.26489"
"61.50000","30.75101","5.27096"
"61.60000","30.80094","5.28306"
"61.70000","30.85098","5.29239"
"61.80000","30.90102","5.30086"
"61.90000","30.95107","5.31317"
"62.00000","31.00111","5.31677"
"62.10000","31.05104","5.33033"
"62.20000","31.10102","5.33742"
"62.30000","31.15106","5.34661"
"62.40000","31.20105","5.35169"
"62.50000","31.25103","5.35867"
"62.60000","31.30101","5.36593"
"62.70000","31.35100","5.37722"
"62.80000","31.40098","5.38232"
"62.90000","31.45103","5.39158"
"63.00000","31.50101","5.40065"
"63.10000","31.55100","5.40869"
"63.20000","31.60104","5.41742"
"63.30000","31.65096","5.42822"
"63.40000","31.70113","5.43846"
"63.50000","31.75093","5.44822"
"63.60000","31.80103","5.45692"
"63.70000","31.85102","5.46439"
"63.80000","31.90100","5.47724"
"63.90000","31.95105","5.48529"
"64.00000","32.00103","5.49345"
"64.10000","32.05107","5.50090"
"64.20000","32.10106","5.50935"
"64.30000","32.15110","5.51763"
"64.40000","32.20103","5.52532"
"64.50000","32.25101","5.53210"
"64.60000","32.30106","5.53616"
"64.70000","32.35092","5.54277"
"64.80000","32.40102","5.54626"
"64.90000","32.45095","5.55081"
"65.00000","32.50105","5.55538"
"65.10000","32.55116","5.56221"
"65.20000","32.60102","5.57384"
"65.30000","32.65100","5.58262"
"65.40000","32.70105","5.59563"
"65.50000","32.75103","5.60448"
"65.60000","32.80114","5.61462"
"65.70000","32.85106","5.62807"
"65.80000","32.90105","5.63635"
"65.90000","32.95091","5.64589"
"66.00000","33.00101","5.65415"
"66.10000","33.05106","5.66765"
"66.20000","33.10104","5.67990"
"66.30000","33.15108","5.68725"
"66.40000","33.20095","5.69790"
"66.50000","33.25093","5.70747"
"66.60000","33.30098","5.71789"
"66.70000","33.35108","5.72565"
"66.80000","33.40100","5.73820"
"66.90000","33.45099","5.74354"
"67.00000","33.50103","5.75210"
"67.10000","33.55101","5.75876"
"67.20000","33.60106","5.76323"
"67.30000","33.65104","5.76787"
"67.40000","33.70097","5.77298"
"67.50000","33.75101","5.77890"
"67.60000","33.80112","5.78506"
"67.70000","33.85110","5.78736"
"67.80000","33.90108","5.79421"
"67.90000","33.95101","5.80275"
"68.00000","34.00105","5.81419"
"68.10000","34.05098","5.82453"
"68.20000","34.10102","5.83089"
"68.30000","34.15094","5.84153"
"68.40000","34.20111","5.85115"
"68.50000","34.25103","5.85930"
"68.60000","34.30102","5.87198"
"68.70000","34.35106","5.87683"
"68.80000","34.40099","5.89260"
"68.90000","34.45103","5.90354"
"69.00000","34.50107","5.91545"
"69.10000","34.55093","5.92172"
"69.20000","34.60098","5.93270"
"69.30000","34.65102","5.94375"
"69.40000","34.70107","5.95060"
"69.50000","34.75105","5.95843"
"69.60000","34.80104","5.96671"
"69.70000","34.85102","5.97354"
"69.80000","34.90106","5.98043"
"69.90000","34.95098","5.98541"
"70.00000","35.00097","5.99192"
"70.10000","35.05107","6.00308"
"70.20000","35.10100","6.00791"
"70.30000","35.15104","6.01978"
"70.40000","35.20091","6.02962"
"70.50000","35.25095","6.03772"
"70.60000","35.30112","6.04725"
"70.70000","35.35104","6.05493"
"70.80000","35.40102","6.06176"
"70.90000","35.45101","6.06865"
"71.00000","35.50093","6.07588"
"71.10000","35.55103","6.08383"
"71.20000","35.60108","6.09027"
"71.30000","35.65094","6.09577"
"71.40000","35.70111","6.10391"
"71.50000","35.75097","6.11565"
"71.60000","35.80101","6.12367"
"71.70000","35.85106","6.13518"
"71.80000","35.90099","6.14017"
"71.90000","35.95097","6.15050"
"72.00000","36.00107","6.15746"
"72.10000","36.05099","6.16422"
"72.20000","36.10104","6.17134"
"72.30000","36.15102","6.18112"
"72.40000","36.20095","6.18771"
"72.50000","36.25093","6.19904"
"72.60000","36.30091","6.20587"
"72.70000","36.35108","6.21722"
"72.80000","36.40100","6.22758"
"72.90000","36.45105","6.23640"
"73.00000","36.50103","6.24730"
"73.10000","36.55096","6.25680"
"73.20000","36.60100","6.26543"
"73.30000","36.65105","6.27736"
"73.40000","36.70097","6.28914"
"73.50000","36.75101","6.29687"
"73.60000","36.80106","6.31032"
"73.70000","36.85092","6.31836"
"73.80000","36.90108","6.32864"
"73.90000","36.95101","6.33649"
"74.00000","37.00099","6.34514"
"74.10000","37.05110","6.35476"
"74.20000","37.10096","6.35933"
"74.30000","37.15100","6.36617"
"74.40000","37.20111","6.36874"
"74.50000","37.25109","6.37240"
"74.60000","37.30101","6.37733"
"74.70000","37.35100","6.38243"
"74.80000","37.40092","6.38665"
"74.90000","37.45097","6.38937"
"75.00000","37.50101","6.40117"
"75.10000","37.55106","6.40845"
"75.20000","37.60092","6.41554"
"75.30000","37.65114","6.42597"
"75.40000","37.70095","6.43717"
"75.50000","37.75105","6.44619"
"75.60000","37.80103","6.45698"
"75.70000","37.85102","6.46806"
"75.80000","37.90100","6.47422"
"75.90000","37.95093","6.48964"
"76.00000","38.00097","6.49821"
"76.10000","38.05102","6.50964"
"76.20000","38.10106","6.51962"
"76.30000","38.15099","6.52948"
"76.40000","38.20097","6.54116"
"76.50000","38.25095","6.55079"
"76.60000","38.30106","6.56106"
"76.70000","38.35104","6.56870"
"76.80000","38.40096","6.57845"
"76.90000","38.45101","6.58968"
"77.00000","38.50099","6.59357"
"77.10000","38.55104","6.60010"
"77.20000","38.60108","6.60675"
"77.30000","38.65107","6.61189"
"77.40000","38.70105","6.61660"
"77.50000","38.75121","6.62282"
"77.60000","38.80090","6.63071"
"77.70000","38.85106","6.63827"
"77.80000","38.90098","6.64699"
"77.90000","38.95103","6.65314"
"78.00000","39.00107","6.66147"
"78.10000","39.05099","6.66984"
"78.20000","39.10104","6.67802"
"78.30000","39.15108","6.68733"
"78.40000","39.20107","6.69842"
"78.50000","39.25111","6.70319"
"78.60000","39.30103","6.71495"
"78.70000","39.35096","6.71968"
"78.80000","39.40100","6.73338"
"78.90000","39.45099","6.74593"
"79.00000","39.50097","6.75759"
"79.10000","39.55096","6.76404"
"79.20000","39.60094","6.77035"
"79.30000","39.65104","6.77725"
"79.40000","39.70096","6.78365"
"79.50000","39.75101","6.79210"
"79.60000","39.80106","6.79899"
"79.70000","39.85104","6.80616"
"79.80000","39.90102","6.81564"
"79.90000","39.95107","6.82526"
"80.00000","40.00099","6.83398"
"80.10000","40.05109","6.84513"
"80.20000","40.10096","6.85225"
"80.30000","40.15100","6.86260"
"80.40000","40.20105","6.87303"
"80.50000","40.25109","6.88477"
"80.60000","40.30114","6.88813"
"80.70000","40.35106","6.90231"
"80.80000","40.40092","6.90958"
"80.90000","40.45114","6.91943"
"81.00000","40.50107","6.92726"
"81.10000","40.55099","6.93341"
"81.20000","40.60098","6.94199"
"81.30000","40.65102","6.94883"
