End date,"8/16/2018"
Specimen label,"D32L50N10d4"
Maximum Load,"14.91684",N
Extension at Maximum Load,"127.15092",mm
Maximum Slope (Automatic Young's),"0.12976",N/mm
Rate 1,"30.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00086"
"0.10000","0.02792","0.00557"
"0.20000","0.09016","0.00945"
"0.30000","0.14935","0.01559"
"0.40000","0.20179","0.02949"
"0.50000","0.25159","0.03455"
"0.60000","0.30128","0.04553"
"0.70000","0.35102","0.04877"
"0.80000","0.40101","0.05859"
"0.90000","0.45105","0.06374"
"1.00000","0.50098","0.07235"
"1.10000","0.55114","0.08380"
"1.20000","0.60094","0.09228"
"1.30000","0.65093","0.09836"
"1.40000","0.70109","0.10696"
"1.50000","0.75102","0.11498"
"1.60000","0.80100","0.12261"
"1.70000","0.85104","0.12809"
"1.80000","0.90103","0.14021"
"1.90000","0.95101","0.14615"
"2.00000","1.00112","0.15264"
"2.10000","1.05104","0.16054"
"2.20000","1.10102","0.16661"
"2.30000","1.15095","0.17650"
"2.40000","1.20099","0.17864"
"2.50000","1.25110","0.18348"
"2.60000","1.30102","0.18658"
"2.70000","1.35094","0.19009"
"2.80000","1.40111","0.19439"
"2.90000","1.45097","0.19693"
"3.00000","1.50102","0.20110"
"3.10000","1.55106","0.20771"
"3.20000","1.60098","0.21359"
"3.30000","1.65097","0.21910"
"3.40000","1.70095","0.22585"
"3.50000","1.75100","0.23386"
"3.60000","1.80098","0.23776"
"3.70000","1.85102","0.24776"
"3.80000","1.90101","0.25715"
"3.90000","1.95099","0.26216"
"4.00000","2.00104","0.26717"
"4.10000","2.05096","0.27694"
"4.20000","2.10106","0.28453"
"4.30000","2.15099","0.29093"
"4.40000","2.20097","0.29688"
"4.50000","2.25090","0.30402"
"4.60000","2.30100","0.31307"
"4.70000","2.35104","0.31911"
"4.80000","2.40103","0.32697"
"4.90000","2.45101","0.33382"
"5.00000","2.50100","0.34152"
"5.10000","2.55092","0.35128"
"5.20000","2.60102","0.35639"
"5.30000","2.65107","0.36425"
"5.40000","2.70111","0.37255"
"5.50000","2.75098","0.37760"
"5.60000","2.80096","0.38463"
"5.70000","2.85094","0.39069"
"5.80000","2.90099","0.39737"
"5.90000","2.95109","0.40115"
"6.00000","3.00090","0.40824"
"6.10000","3.05094","0.41230"
"6.20000","3.10092","0.41797"
"6.30000","3.15103","0.42219"
"6.40000","3.20101","0.42625"
