End date,"8/16/2018"
Specimen label,"D32L50N5d7-6"
Maximum Load,"120.67461",N
Extension at Maximum Load,"24.56800",mm
Maximum Slope (Automatic Young's),"6.12002",N/mm
Rate 1,"30.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"35.26000","17.63110","98.39670"
"35.31400","17.65794","98.52719"
"35.36600","17.68383","98.65718"
"35.39000","17.69585","98.78773"
"35.43400","17.71791","98.91459"
"35.52000","17.76096","99.04248"
"35.56600","17.78392","99.17126"
"35.63000","17.81603","99.29893"
"35.71200","17.85704","99.42478"
"35.78200","17.89202","99.55346"
"35.88200","17.94188","99.67795"
"35.94200","17.97202","99.80326"
"35.99200","17.99695","99.93191"
"36.05000","18.02600","100.05850"
"36.11400","18.05793","100.18420"
"36.18400","18.09303","100.31291"
"36.25400","18.12789","100.44057"
"36.31200","18.15689","100.56630"
"36.38000","18.19097","100.69371"
"36.44200","18.22194","100.82012"
"36.47800","18.24005","100.95197"
"36.53200","18.26690","101.07832"
"36.58000","18.29087","101.20589"
"36.62000","18.31096","101.33408"
"36.68000","18.34098","101.46168"
"36.73000","18.36591","101.58891"
"36.82400","18.41290","101.71404"
"36.92400","18.46301","101.82982"
"36.99200","18.49703","101.95544"
"37.07200","18.53697","102.08200"
"37.14400","18.57296","102.20865"
"37.20600","18.60381","102.33760"
"37.25400","18.62791","102.46316"
"37.30600","18.65398","102.59050"
"37.35800","18.67998","102.71942"
"37.41400","18.70797","102.84748"
"37.46800","18.73493","102.97415"
"37.53400","18.76787","103.10092"
"37.59800","18.79998","103.22746"
"37.66600","18.83406","103.35520"
"37.73000","18.86599","103.48238"
"37.81200","18.90695","103.61089"
"37.91200","18.95687","103.71059"
"38.01200","19.00691","103.81845"
"38.10600","19.05391","103.94430"
"38.19400","19.09803","104.07272"
"38.26000","19.13092","104.20091"
"38.31000","19.15591","104.32912"
"38.36400","19.18299","104.45877"
"38.40600","19.20392","104.58479"
"38.46200","19.23202","104.71579"
"38.50800","19.25498","104.84232"
"38.56600","19.28392","104.96878"
"38.61800","19.30993","105.10047"
"38.66800","19.33498","105.22559"
"38.72800","19.36505","105.35339"
"38.76200","19.38191","105.48009"
"38.81400","19.40798","105.60858"
"38.86000","19.43094","105.73553"
"38.90400","19.45282","105.86255"
"38.96200","19.48188","105.99121"
"39.00600","19.50394","106.12144"
"39.06000","19.53103","106.25121"
"39.13400","19.56792","106.37978"
"39.16400","19.58298","106.50760"
"39.24600","19.62400","106.63430"
"39.30200","19.65192","106.76337"
"39.37400","19.68797","106.88996"
"39.42200","19.71195","107.01921"
"39.49400","19.74794","107.14636"
"39.55600","19.77892","107.27145"
"39.62600","19.81401","107.39835"
"39.70200","19.85198","107.52586"
"39.78800","19.89491","107.65270"
"39.88200","19.94190","107.77924"
"39.98200","19.99200","107.85150"
"40.08200","20.04205","107.91911"
"40.18200","20.09191","108.01659"
"40.28200","20.14196","108.12035"
"40.36600","20.18399","108.24670"
"40.45400","20.22787","108.37305"
"40.49600","20.24898","108.50147"
"40.57800","20.28988","108.62946"
"40.62800","20.31493","108.75639"
"40.68200","20.34189","108.88407"
"40.73600","20.36892","109.01222"
"40.79200","20.39690","109.13885"
"40.85600","20.42901","109.26801"
"40.90800","20.45501","109.39368"
"40.97600","20.48898","109.52319"
"41.03800","20.51989","109.65067"
"41.13000","20.56592","109.77742"
"41.19000","20.59600","109.90380"
"41.26600","20.63403","110.03098"
"41.34800","20.67504","110.15984"
"41.38000","20.69094","110.28554"
"41.46200","20.73196","110.41177"
"41.51000","20.75594","110.53894"
"41.56000","20.78099","110.66554"
"41.61400","20.80801","110.79224"
"41.65800","20.83002","110.92242"
"41.71000","20.85602","111.05056"
"41.77200","20.88694","111.17977"
"41.81000","20.90601","111.30994"
"41.86000","20.93094","111.43598"
"41.94200","20.97184","111.56371"
"42.00600","21.00394","111.68964"
"42.08000","21.04101","111.81716"
"42.17000","21.08597","111.94392"
"42.24000","21.12089","112.07116"
"42.31600","21.15892","112.19809"
"42.41600","21.20890","112.27902"
"42.50400","21.25303","112.40597"
"42.60400","21.30295","112.47833"
"42.70400","21.35288","112.55535"
"42.80400","21.40292","112.65495"
"42.90400","21.45296","112.77496"
"42.99200","21.49697","112.90170"
"43.04400","21.52292","113.02751"
"43.09800","21.54994","113.15671"
"43.16600","21.58396","113.28368"
"43.21800","21.60997","113.40967"
"43.30400","21.65290","113.53612"
"43.35600","21.67896","113.66186"
"43.43400","21.71789","113.78926"
"43.51600","21.75903","113.91648"
"43.61600","21.80889","114.04141"
"43.68600","21.84387","114.16652"
"43.78200","21.89194","114.29270"
"43.82400","21.91292","114.41918"
"43.90800","21.95502","114.54418"
"43.97600","21.98892","114.67126"
"44.05200","22.02700","114.80025"
"44.09600","22.04901","114.92581"
"44.17600","22.08894","115.05251"
"44.23600","22.11890","115.17911"
"44.31400","22.15788","115.30463"
"44.39000","22.19591","115.43253"
"44.48200","22.24201","115.55821"
"44.58200","22.29193","115.66325"
"44.66600","22.33390","115.78845"
"44.76600","22.38400","115.88667"
"44.86600","22.43405","115.96378"
"44.96600","22.48397","116.06432"
"45.06600","22.53402","116.14432"
"45.16600","22.58394","116.23359"
"45.26600","22.63392","116.33968"
"45.32400","22.66292","116.46759"
"45.40000","22.70089","116.59502"
"45.46800","22.73491","116.72258"
"45.54200","22.77204","116.84765"
"45.62400","22.81300","116.97327"
"45.70000","22.85096","117.09828"
"45.78200","22.89192","117.22339"
"45.86800","22.93497","117.35037"
"45.93800","22.96994","117.47642"
"46.02200","23.01203","117.60553"
"46.08800","23.04492","117.73355"
"46.17400","23.08791","117.85856"
"46.24400","23.12294","117.98496"
"46.31800","23.15995","118.11151"
"46.40200","23.20198","118.23900"
"46.50200","23.25191","118.34328"
"46.60200","23.30195","118.45203"
"46.70200","23.35188","118.52974"
"46.80200","23.40198","118.62395"
"46.90200","23.45191","118.71890"
"46.96800","23.48503","118.84618"
"47.06800","23.53502","118.93177"
"47.15600","23.57896","119.06190"
"47.24800","23.62512","119.18880"
"47.30400","23.65304","119.31516"
"47.39400","23.69794","119.44164"
"47.47000","23.73597","119.56715"
"47.55600","23.77896","119.69280"
"47.65600","23.82894","119.77985"
"47.73400","23.86804","119.90602"
"47.83400","23.91796","119.99181"
"47.93400","23.96795","120.06348"
"48.03400","24.01793","120.15096"
"48.13400","24.06798","120.22297"
"48.23400","24.11802","120.29094"
"48.33400","24.16801","120.37277"
"48.43400","24.21799","120.44891"
"48.53400","24.26785","120.49344"
"48.63400","24.31796","120.53423"
"48.73400","24.36800","120.58794"
"48.83400","24.41799","120.61936"
"48.93400","24.46797","120.65497"
"49.03400","24.51801","120.67155"
"49.13400","24.56800","120.67461"
"49.23400","24.61792","120.58356"
"49.25000","24.62599","120.16537"
"49.25200","24.62695","118.83153"
"49.25400","24.62790","115.86562"
"49.25600","24.62892","111.47523"
"49.25800","24.62988","106.23035"
"49.26000","24.63096","100.36816"
"49.26200","24.63197","94.00291"
"49.26400","24.63299","87.28925"
"49.26600","24.63400","80.39034"
"49.26800","24.63502","73.47609"
"49.27000","24.63604","66.62297"
