End date,"8/16/2018"
Specimen label,"D32L50N5d3-4"
"77.80000","38.90098","4.93263"
"77.90000","38.95103","4.93430"
"78.00000","39.00107","4.93822"
"78.10000","39.05117","4.94356"
"78.20000","39.10104","4.94733"
"78.30000","39.15102","4.94982"
"78.40000","39.20107","4.95266"
"78.50000","39.25105","4.95742"
"78.60000","39.30103","4.96800"
"78.70000","39.35102","4.97152"
"78.80000","39.40100","4.97587"
"78.90000","39.45105","4.98550"
"79.00000","39.50109","4.99146"
"79.10000","39.55102","5.00181"
"79.20000","39.60106","5.00766"
"79.30000","39.65104","5.01551"
"79.40000","39.70102","5.02222"
"79.50000","39.75107","5.03169"
"79.60000","39.80106","5.03980"
"79.70000","39.85104","5.04510"
"79.80000","39.90114","5.05550"
"79.90000","39.95100","5.06487"
"80.00000","40.00105","5.07076"
"80.10000","40.05104","5.07723"
"80.20000","40.10108","5.08599"
"80.30000","40.15094","5.09161"
"80.40000","40.20099","5.10014"
"80.50000","40.25103","5.10678"
"80.60000","40.30101","5.11434"
"80.70000","40.35100","5.11982"
"80.80000","40.40104","5.12399"
"80.90000","40.45097","5.12871"
"81.00000","40.50095","5.13488"
"81.10000","40.55117","5.13955"
"81.20000","40.60104","5.14205"
