End date,"8/16/2018"
Specimen label,"D32L50N5d3-4"
"81.30000","40.65108","5.14505"
"81.40000","40.70107","5.14991"
"81.50000","40.75105","5.15704"
"81.60000","40.80104","5.16095"
"81.70000","40.85102","5.16725"
"81.80000","40.90100","5.17381"
"81.90000","40.95104","5.17899"
"82.00000","41.00109","5.18655"
"82.10000","41.05101","5.19108"
"82.20000","41.10106","5.19918"
"82.30000","41.15098","5.20620"
"82.40000","41.20115","5.21156"
"82.50000","41.25107","5.21841"
"82.60000","41.30094","5.22787"
"82.70000","41.35104","5.23198"
"82.80000","41.40108","5.23772"
"82.90000","41.45112","5.24344"
"83.00000","41.50105","5.25100"
"83.10000","41.55103","5.25470"
"83.20000","41.60102","5.25943"
"83.30000","41.65100","5.26829"
"83.40000","41.70105","5.27761"
"83.50000","41.75109","5.28326"
"83.60000","41.80107","5.29125"
"83.70000","41.85112","5.29824"
"83.80000","41.90099","5.30971"
"83.90000","41.95096","5.31135"
"84.00000","42.00101","5.31661"
"84.10000","42.05111","5.32698"
"84.20000","42.10098","5.33311"
"84.30000","42.15102","5.33793"
"84.40000","42.20095","5.34319"
"84.50000","42.25105","5.35069"
"84.60000","42.30116","5.35496"
"84.70000","42.35108","5.36053"
"84.80000","42.40107","5.36590"
"84.90000","42.45105","5.37089"
"85.00000","42.50103","5.38007"
"85.10000","42.55101","5.38282"
"85.20000","42.60112","5.39038"
"85.30000","42.65098","5.39701"
"85.40000","42.70109","5.40343"
"85.50000","42.75101","5.40935"
"85.60000","42.80106","5.41791"
"85.70000","42.85110","5.42385"
"85.80000","42.90108","5.43220"
"85.90000","42.95113","5.43678"
"86.00000","43.00099","5.44509"
"86.10000","43.05091","5.45223"
"86.20000","43.10102","5.45953"
"86.30000","43.15118","5.46935"
"86.40000","43.20105","5.47341"
"86.50000","43.25109","5.48092"
"86.60000","43.30095","5.48729"
"86.70000","43.35106","5.49351"
"86.80000","43.40104","5.49919"
"86.90000","43.45097","5.50446"
"87.00000","43.50095","5.51157"
"87.10000","43.55099","5.51758"
"87.20000","43.60104","5.52346"
"87.30000","43.65102","5.52905"
"87.40000","43.70107","5.53212"
"87.50000","43.75111","5.53676"
"87.60000","43.80109","5.54007"
"87.70000","43.85096","5.54371"
"87.80000","43.90106","5.54933"
"87.90000","43.95116","5.55250"
"88.00000","44.00109","5.56074"
"88.10000","44.05108","5.56764"
"88.20000","44.10094","5.56719"
"88.30000","44.15099","5.57349"
"88.40000","44.20109","5.58039"
"88.50000","44.25101","5.59112"
"88.60000","44.30106","5.59707"
"88.70000","44.35098","5.60452"
"88.80000","44.40114","5.61129"
"88.90000","44.45113","5.62396"
"89.00000","44.50111","5.62783"
"89.10000","44.55110","5.63575"
"89.20000","44.60102","5.64136"
"89.30000","44.65112","5.64919"
"89.40000","44.70093","5.65852"
"89.50000","44.75103","5.66668"
"89.60000","44.80101","5.67431"
"89.70000","44.85112","5.68054"
"89.80000","44.90116","5.68820"
"89.90000","44.95103","5.69628"
"90.00000","45.00107","5.70260"
"90.10000","45.05100","5.71147"
"90.20000","45.10110","5.71717"
"90.30000","45.15097","5.72457"
"90.40000","45.20100","5.73050"
"90.50000","45.25111","5.73871"
"90.60000","45.30109","5.74269"
"90.70000","45.35114","5.75019"
"90.80000","45.40106","5.75358"
"90.90000","45.45105","5.76107"
"91.00000","45.50115","5.76334"
"91.10000","45.55102","5.76656"
"91.20000","45.60100","5.76997"
"91.30000","45.65104","5.77293"
"91.40000","45.70108","5.77813"
"91.50000","45.75113","5.78058"
"91.60000","45.80105","5.78533"
"91.70000","45.85110","5.79214"
"91.80000","45.90108","5.79503"
"91.90000","45.95113","5.80309"
"92.00000","46.00105","5.80918"
"92.10000","46.05109","5.81554"
"92.20000","46.10102","5.82192"
"92.30000","46.15106","5.82809"
"92.40000","46.20116","5.83684"
"92.50000","46.25091","5.84346"
"92.60000","46.30101","5.84968"
"92.70000","46.35106","5.85531"
"92.80000","46.40110","5.86180"
"92.90000","46.45109","5.86962"
"93.00000","46.50101","5.87706"
"93.10000","46.55112","5.88829"
"93.20000","46.60109","5.89612"
"93.30000","46.65102","5.90447"
"93.40000","46.70113","5.91825"
"93.50000","46.75105","5.91667"
"93.60000","46.80116","5.92322"
"93.70000","46.85090","5.93420"
"93.80000","46.90106","5.93764"
"93.90000","46.95110","5.94535"
"94.00000","47.00115","5.95134"
"94.10000","47.05113","5.95604"
"94.20000","47.10106","5.96252"
"94.30000","47.15098","5.96718"
"94.40000","47.20103","5.97283"
"94.50000","47.25107","5.97694"
"94.60000","47.30106","5.98299"
"94.70000","47.35104","5.98689"
"94.80000","47.40115","5.99360"
"94.90000","47.45100","5.99655"
"95.00000","47.50111","6.00609"
"95.10000","47.55104","6.01411"
"95.20000","47.60108","6.01833"
"95.30000","47.65112","6.02565"
"95.40000","47.70098","6.03017"
"95.50000","47.75097","6.03776"
"95.60000","47.80102","6.04486"
"95.70000","47.85100","6.05092"
"95.80000","47.90116","6.05498"
"95.90000","47.95097","6.06236"
"96.00000","48.00107","6.06863"
"96.10000","48.05099","6.07424"
"96.20000","48.10110","6.07889"
"96.30000","48.15102","6.08470"
"96.40000","48.20107","6.08999"
"96.50000","48.25105","6.09403"
"96.60000","48.30103","6.09904"
"96.70000","48.35102","6.10422"
"96.80000","48.40106","6.11206"
"96.90000","48.45098","6.12093"
"97.00000","48.50115","6.12979"
"97.10000","48.55107","6.13266"
"97.20000","48.60106","6.14240"
"97.30000","48.65098","6.14303"
"97.40000","48.70115","6.15223"
"97.50000","48.75101","6.15747"
"97.60000","48.80106","6.16209"
"97.70000","48.85104","6.16841"
"97.80000","48.90102","6.17405"
"97.90000","48.95113","6.17930"
"98.00000","49.00099","6.18403"
"98.10000","49.05097","6.19237"
"98.20000","49.10102","6.19771"
"98.30000","49.15100","6.20514"
"98.40000","49.20110","6.21360"
"98.50000","49.25103","6.22022"
"98.60000","49.30101","6.22830"
"98.70000","49.35100","6.23451"
"98.80000","49.40098","6.24317"
"98.90000","49.45109","6.24874"
"99.00000","49.50107","6.25657"
"99.10000","49.55106","6.26476"
"99.20000","49.60122","6.27056"
"99.30000","49.65096","6.28011"
"99.40000","49.70100","6.28733"
"99.50000","49.75105","6.29384"
"99.60000","49.80110","6.30229"
"99.70000","49.85096","6.31008"
"99.80000","49.90112","6.31676"
"99.90000","49.95098","6.32572"
"100.00000","50.00115","6.33064"
"100.10000","50.05113","6.33961"
"100.20000","50.10094","6.34199"
"100.30000","50.15098","6.34919"
"100.40000","50.20097","6.35689"
"100.50000","50.25113","6.36047"
"100.60000","50.30105","6.36448"
"100.70000","50.35110","6.36544"
"100.80000","50.40102","6.37032"
"100.90000","50.45101","6.37346"
"101.00000","50.50105","6.37550"
"101.10000","50.55098","6.37852"
"101.20000","50.60102","6.38350"
"101.30000","50.65106","6.38581"
"101.40000","50.70105","6.38760"
"101.50000","50.75091","6.40207"
"101.60000","50.80102","6.39825"
"101.70000","50.85106","6.40534"
"101.80000","50.90104","6.41198"
"101.90000","50.95096","6.42101"
"102.00000","51.00101","6.42506"
"102.10000","51.05093","6.43259"
"102.20000","51.10115","6.44035"
"102.30000","51.15102","6.44926"
"102.40000","51.20107","6.45505"
"102.50000","51.25099","6.46323"
"102.60000","51.30097","6.46992"
"102.70000","51.35102","6.48011"
"102.80000","51.40100","6.48752"
"102.90000","51.45111","6.49339"
"103.00000","51.50103","6.50199"
"103.10000","51.55107","6.51017"
"103.20000","51.60094","6.51814"
"103.30000","51.65104","6.52647"
"103.40000","51.70109","6.53548"
"103.50000","51.75107","6.54264"
"103.60000","51.80099","6.54723"
"103.70000","51.85104","6.55739"
"103.80000","51.90102","6.56293"
"103.90000","51.95101","6.56793"
"104.00000","52.00105","6.57498"
"104.10000","52.05104","6.58236"
"104.20000","52.10102","6.58586"
"104.30000","52.15107","6.59325"
"104.40000","52.20104","6.59949"
"104.50000","52.25103","6.60227"
"104.60000","52.30101","6.60479"
"104.70000","52.35100","6.60957"
"104.80000","52.40104","6.61519"
"104.90000","52.45103","6.62211"
"105.00000","52.50107","6.62290"
"105.10000","52.55105","6.63081"
"105.20000","52.60104","6.63446"
"105.30000","52.65115","6.64024"
"105.40000","52.70101","6.64517"
"105.50000","52.75105","6.65164"
"105.60000","52.80104","6.65620"
"105.70000","52.85108","6.66278"
"105.80000","52.90106","6.67034"
"105.90000","52.95098","6.67421"
"106.00000","53.00103","6.67913"
"106.10000","53.05107","6.68929"
"106.20000","53.10099","6.69693"
"106.30000","53.15110","6.69607"
"106.40000","53.20109","6.70788"
"106.50000","53.25107","6.71075"
"106.60000","53.30093","6.71754"
"106.70000","53.35104","6.72632"
"106.80000","53.40108","6.73499"
"106.90000","53.45107","6.74536"
"107.00000","53.50093","6.75146"
"107.10000","53.55109","6.75590"
"107.20000","53.60102","6.76555"
"107.30000","53.65107","6.76843"
"107.40000","53.70105","6.77366"
"107.50000","53.75103","6.77834"
"107.60000","53.80107","6.78493"
"107.70000","53.85106","6.79108"
"107.80000","53.90098","6.79424"
"107.90000","53.95103","6.80119"
"108.00000","54.00095","6.80532"
"108.10000","54.05100","6.81035"
"108.20000","54.10104","6.81658"
"108.30000","54.15114","6.82477"
"108.40000","54.20100","6.83123"
"108.50000","54.25105","6.83560"
"108.60000","54.30103","6.84552"
"108.70000","54.35114","6.85169"
"108.80000","54.40106","6.85976"
"108.90000","54.45105","6.86766"
"109.00000","54.50097","6.87483"
"109.10000","54.55114","6.88291"
"109.20000","54.60111","6.88977"
"109.30000","54.65104","6.89668"
"109.40000","54.70108","6.90304"
"109.50000","54.75113","6.90984"
"109.60000","54.80099","6.91353"
"109.70000","54.85098","6.92115"
"109.80000","54.90096","6.92617"
"109.90000","54.95107","6.93220"
"110.00000","55.00105","6.93673"
"110.10000","55.05109","6.94260"
"110.20000","55.10101","6.94771"
"110.30000","55.15106","6.95294"
"110.40000","55.20105","6.96033"
"110.50000","55.25109","6.96335"
"110.60000","55.30095","6.96851"
"110.70000","55.35100","6.97282"
"110.80000","55.40105","6.97626"
"110.90000","55.45109","6.97990"
"111.00000","55.50101","6.98467"
"111.10000","55.55112","6.99196"
"111.20000","55.60098","6.99401"
"111.30000","55.65114","7.00009"
"111.40000","55.70101","7.00488"
"111.50000","55.75105","7.00941"
"111.60000","55.80109","7.01460"
"111.70000","55.85108","7.02247"
"111.80000","55.90100","7.03001"
"111.90000","55.95105","7.03705"
"112.00000","56.00097","7.04485"
"112.10000","56.05107","7.05173"
"112.20000","56.10112","7.05874"
"112.30000","56.15099","7.06611"
"112.40000","56.20097","7.07309"
"112.50000","56.25107","7.08073"
"112.60000","56.30106","7.08984"
"112.70000","56.35104","7.09634"
"112.80000","56.40108","7.10387"
"112.90000","56.45100","7.11172"
"113.00000","56.50099","7.11839"
"113.10000","56.55103","7.12782"
"113.20000","56.60108","7.13503"
"113.30000","56.65106","7.14436"
"113.40000","56.70105","7.15086"
"113.50000","56.75109","7.15761"
"113.60000","56.80095","7.16568"
"113.70000","56.85094","7.17300"
"113.80000","56.90105","7.18086"
"113.90000","56.95108","7.18652"
"114.00000","57.00101","7.19238"
"114.10000","57.05105","7.19819"
"114.20000","57.10110","7.20468"
"114.30000","57.15102","7.20863"
"114.40000","57.20107","7.21045"
"114.50000","57.25105","7.21143"
"114.60000","57.30109","7.21327"
"114.70000","57.35114","7.21810"
"114.80000","57.40100","7.22237"
"114.90000","57.45098","7.22439"
"115.00000","57.50109","7.22948"
"115.10000","57.55107","7.23618"
"115.20000","57.60106","7.23841"
"115.30000","57.65104","7.24359"
"115.40000","57.70109","7.25470"
"115.50000","57.75113","7.25403"
"115.60000","57.80112","7.26372"
"115.70000","57.85104","7.26760"
"115.80000","57.90096","7.27452"
"115.90000","57.95106","7.28074"
"116.00000","58.00105","7.28816"
"116.10000","58.05109","7.29461"
"116.20000","58.10102","7.30181"
"116.30000","58.15100","7.30807"
"116.40000","58.20099","7.31581"
"116.50000","58.25109","7.32200"
"116.60000","58.30102","7.32786"
"116.70000","58.35099","7.33773"
"116.80000","58.40110","7.34331"
"116.90000","58.45096","7.35226"
"117.00000","58.50101","7.36165"
"117.10000","58.55106","7.36864"
"117.20000","58.60104","7.37683"
"117.30000","58.65114","7.38133"
"117.40000","58.70100","7.38599"
"117.50000","58.75105","7.39277"
"117.60000","58.80116","7.39556"
"117.70000","58.85102","7.40388"
"117.80000","58.90112","7.40850"
"117.90000","58.95104","7.41555"
"118.00000","59.00097","7.42327"
"118.10000","59.05096","7.42691"
"118.20000","59.10106","7.43006"
"118.30000","59.15110","7.43694"
"118.40000","59.20108","7.44189"
"118.50000","59.25113","7.44644"
"118.60000","59.30105","7.45198"
"118.70000","59.35104","7.45872"
"118.80000","59.40102","7.46621"
"118.90000","59.45107","7.47212"
"119.00000","59.50111","7.47825"
"119.10000","59.55104","7.48547"
"119.20000","59.60107","7.49329"
"119.30000","59.65100","7.49874"
"119.40000","59.70098","7.50349"
"119.50000","59.75103","7.50674"
"119.60000","59.80101","7.51208"
"119.70000","59.85106","7.52032"
"119.80000","59.90104","7.52364"
"119.90000","59.95115","7.53061"
"120.00000","60.00101","7.53677"
"120.10000","60.05105","7.54382"
"120.20000","60.10104","7.54478"
"120.30000","60.15108","7.55554"
"120.40000","60.20118","7.55963"
"120.50000","60.25105","7.56733"
"120.60000","60.30103","7.57498"
"120.70000","60.35108","7.58116"
"120.80000","60.40112","7.58816"
"120.90000","60.45105","7.59480"
"121.00000","60.50103","7.59542"
"121.10000","60.55107","7.60475"
"121.20000","60.60094","7.60687"
"121.30000","60.65099","7.61092"
"121.40000","60.70103","7.61573"
"121.50000","60.75107","7.61845"
"121.60000","60.80117","7.62679"
"121.70000","60.85110","7.62845"
"121.80000","60.90108","7.63735"
"121.90000","60.95107","7.63939"
"122.00000","61.00105","7.64717"
"122.10000","61.05110","7.65054"
"122.20000","61.10096","7.66010"
"122.30000","61.15100","7.66407"
"122.40000","61.20093","7.67222"
"122.50000","61.25109","7.68098"
"122.60000","61.30107","7.68817"
"122.70000","61.35106","7.69656"
"122.80000","61.40110","7.70444"
"122.90000","61.45103","7.71587"
"123.00000","61.50095","7.72403"
"123.10000","61.55105","7.72595"
"123.20000","61.60110","7.73819"
"123.30000","61.65102","7.74151"
"123.40000","61.70101","7.74996"
"123.50000","61.75105","7.75495"
"123.60000","61.80104","7.75934"
"123.70000","61.85114","7.76725"
"123.80000","61.90106","7.77350"
"123.90000","61.95098","7.77952"
"124.00000","62.00103","7.78572"
"124.10000","62.05101","7.79064"
"124.20000","62.10106","7.79788"
"124.30000","62.15110","7.80364"
"124.40000","62.20108","7.80518"
"124.50000","62.25113","7.80924"
"124.60000","62.30105","7.81460"
"124.70000","62.35110","7.81730"
"124.80000","62.40102","7.82028"
"124.90000","62.45101","7.82323"
"125.00000","62.50104","7.82696"
"125.10000","62.55109","7.83177"
"125.20000","62.60101","7.84047"
"125.30000","62.65106","7.84013"
"125.40000","62.70104","7.84774"
"125.50000","62.75103","7.85306"
"125.60000","62.80095","7.85947"
"125.70000","62.85094","7.86659"
"125.80000","62.90110","7.87535"
"125.90000","62.95114","7.88115"
"126.00000","63.00101","7.89026"
"126.10000","63.05117","7.89526"
"126.20000","63.10104","7.90253"
"126.30000","63.15113","7.90802"
"126.40000","63.20100","7.91441"
"126.50000","63.25099","7.92126"
"126.60000","63.30103","7.92618"
"126.70000","63.35101","7.93313"
"126.80000","63.40118","7.93961"
"126.90000","63.45098","7.94678"
"127.00000","63.50103","7.95422"
"127.10000","63.55113","7.96094"
"127.20000","63.60106","7.97099"
"127.30000","63.65104","7.97667"
"127.40000","63.70103","7.98379"
"127.50000","63.75095","7.99063"
"127.60000","63.80111","8.00011"
"127.70000","63.85110","8.00544"
"127.80000","63.90096","8.01134"
"127.90000","63.95106","8.01794"
"128.00000","64.00098","8.02355"
"128.10000","64.05103","8.02756"
"128.20000","64.10107","8.03193"
"128.30000","64.15099","8.03858"
"128.40000","64.20098","8.04134"
"128.50000","64.25114","8.04301"
"128.60000","64.30101","8.04562"
"128.70000","64.35105","8.04833"
"128.80000","64.40110","8.05161"
"128.90000","64.45103","8.05656"
"129.00000","64.50095","8.05905"
"129.10000","64.55087","8.06518"
"129.20000","64.60104","8.07359"
"129.30000","64.65102","8.07919"
"129.40000","64.70107","8.08595"
"129.50000","64.75105","8.09346"
"129.60000","64.80097","8.09849"
"129.70000","64.85114","8.10599"
"129.80000","64.90106","8.11127"
"129.90000","64.95104","8.11722"
"130.00000","65.00097","8.12386"
"130.10000","65.05101","8.13022"
"130.20000","65.10094","8.13873"
"130.30000","65.15109","8.14302"
"130.40000","65.20114","8.15136"
"130.50000","65.25107","8.15770"
"130.60000","65.30117","8.16448"
"130.70000","65.35098","8.16943"
"130.80000","65.40096","8.17843"
"130.90000","65.45107","8.18383"
"131.00000","65.50105","8.19029"
"131.10000","65.55115","8.19831"
"131.20000","65.60101","8.20408"
"131.30000","65.65094","8.20963"
"131.40000","65.70104","8.21467"
"131.50000","65.75102","8.21898"
"131.60000","65.80107","8.22210"
"131.70000","65.85100","8.22709"
"131.80000","65.90104","8.23164"
"131.90000","65.95096","8.23448"
"132.00000","66.00107","8.23946"
"132.10000","66.05105","8.24547"
"132.20000","66.10104","8.25379"
"132.30000","66.15102","8.25650"
"132.40000","66.20094","8.26286"
"132.50000","66.25105","8.26980"
"132.60000","66.30103","8.27656"
"132.70000","66.35107","8.28334"
"132.80000","66.40105","8.28911"
"132.90000","66.45098","8.29594"
"133.00000","66.50097","8.30371"
"133.10000","66.55113","8.31005"
"133.20000","66.60111","8.31704"
"133.30000","66.65098","8.32605"
"133.40000","66.70103","8.33197"
"133.50000","66.75095","8.33862"
"133.60000","66.80105","8.34359"
"133.70000","66.85104","8.34781"
"133.80000","66.90102","8.35266"
"133.90000","66.95107","8.35718"
"134.00000","67.00117","8.36093"
"134.10000","67.05097","8.36665"
"134.20000","67.10107","8.37568"
"134.30000","67.15099","8.37825"
"134.40000","67.20104","8.38727"
"134.50000","67.25108","8.39517"
"134.60000","67.30101","8.39892"
"134.70000","67.35112","8.40725"
"134.80000","67.40109","8.41375"
"134.90000","67.45108","8.41883"
"135.00000","67.50107","8.42584"
"135.10000","67.55106","8.42836"
"135.20000","67.60098","8.43283"
"135.30000","67.65096","8.43711"
"135.40000","67.70100","8.44273"
"135.50000","67.75105","8.44652"
"135.60000","67.80103","8.45031"
"135.70000","67.85095","8.45498"
"135.80000","67.90112","8.45744"
"135.90000","67.95104","8.46421"
"136.00000","68.00102","8.46598"
"136.10000","68.05107","8.47230"
"136.20000","68.10106","8.47733"
"136.30000","68.15104","8.48362"
"136.40000","68.20108","8.49095"
"136.50000","68.25107","8.49570"
"136.60000","68.30111","8.50129"
"136.70000","68.35098","8.50806"
"136.80000","68.40102","8.51566"
"136.90000","68.45100","8.52163"
"137.00000","68.50111","8.52825"
"137.10000","68.55109","8.53659"
"137.20000","68.60107","8.54361"
"137.30000","68.65100","8.54875"
"137.40000","68.70110","8.55703"
"137.50000","68.75109","8.56452"
"137.60000","68.80101","8.57077"
"137.70000","68.85094","8.57602"
"137.80000","68.90098","8.58393"
"137.90000","68.95114","8.58989"
"138.00000","69.00101","8.59587"
"138.10000","69.05105","8.60258"
"138.20000","69.10104","8.60884"
"138.30000","69.15102","8.61440"
"138.40000","69.20100","8.61925"
"138.50000","69.25105","8.62480"
"138.60000","69.30109","8.62363"
"138.70000","69.35102","8.63704"
"138.80000","69.40105","8.63757"
"138.90000","69.45104","8.64337"
"139.00000","69.50103","8.64615"
"139.10000","69.55107","8.64827"
"139.20000","69.60105","8.65123"
"139.30000","69.65104","8.65693"
"139.40000","69.70103","8.65793"
"139.50000","69.75101","8.66505"
"139.60000","69.80111","8.66729"
"139.70000","69.85104","8.67789"
"139.80000","69.90114","8.68321"
"139.90000","69.95100","8.69108"
"140.00000","70.00111","8.69554"
"140.10000","70.05115","8.70316"
"140.20000","70.10107","8.70896"
"140.30000","70.15106","8.71902"
"140.40000","70.20104","8.72274"
"140.50000","70.25102","8.73144"
"140.60000","70.30101","8.73662"
"140.70000","70.35100","8.74298"
"140.80000","70.40103","8.74890"
"140.90000","70.45108","8.75356"
"141.00000","70.50107","8.76112"
"141.10000","70.55099","8.76580"
"141.20000","70.60098","8.77196"
"141.30000","70.65108","8.77726"
"141.40000","70.70100","8.78421"
"141.50000","70.75111","8.79142"
"141.60000","70.80103","8.79630"
"141.70000","70.85101","8.80313"
"141.80000","70.90100","8.80959"
"141.90000","70.95110","8.81538"
"142.00000","71.00103","8.82223"
"142.10000","71.05101","8.82821"
"142.20000","71.10111","8.83289"
"142.30000","71.15104","8.84004"
"142.40000","71.20096","8.84223"
"142.50000","71.25107","8.84972"
"142.60000","71.30111","8.85098"
"142.70000","71.35098","8.85879"
"142.80000","71.40108","8.85954"
"142.90000","71.45112","8.86527"
"143.00000","71.50105","8.86834"
"143.10000","71.55109","8.87207"
"143.20000","71.60102","8.87595"
"143.30000","71.65099","8.88069"
"143.40000","71.70104","8.88217"
"143.50000","71.75097","8.89172"
"143.60000","71.80096","8.89294"
"143.70000","71.85105","8.90129"
"143.80000","71.90104","8.90366"
"143.90000","71.95108","8.91119"
"144.00000","72.00095","8.91753"
"144.10000","72.05111","8.92720"
"144.20000","72.10104","8.92861"
"144.30000","72.15102","8.93852"
"144.40000","72.20100","8.94141"
"144.50000","72.25098","8.95012"
"144.60000","72.30103","8.95493"
"144.70000","72.35101","8.95999"
"144.80000","72.40100","8.96944"
"144.90000","72.45104","8.97407"
"145.00000","72.50097","8.98544"
"145.10000","72.55101","8.98695"
"145.20000","72.60112","8.99623"
"145.30000","72.65115","9.00466"
"145.40000","72.70102","9.01483"
"145.50000","72.75107","9.01975"
"145.60000","72.80099","9.02496"
"145.70000","72.85109","9.02700"
"145.80000","72.90108","9.03692"
"145.90000","72.95107","9.04311"
"146.00000","73.00111","9.04623"
"146.10000","73.05109","9.04902"
"146.20000","73.10114","9.05614"
"146.30000","73.15106","9.05639"
"146.40000","73.20104","9.06224"
"146.50000","73.25108","9.06549"
"146.60000","73.30101","9.06830"
"146.70000","73.35100","9.07123"
"146.80000","73.40092","9.07700"
"146.90000","73.45102","9.07978"
"147.00000","73.50101","9.08804"
"147.10000","73.55111","9.09071"
"147.20000","73.60104","9.09590"
"147.30000","73.65102","9.10279"
"147.40000","73.70112","9.10996"
"147.50000","73.75098","9.11545"
"147.60000","73.80097","9.12174"
"147.70000","73.85101","9.12897"
"147.80000","73.90094","9.13519"
"147.90000","73.95110","9.14108"
"148.00000","74.00115","9.14879"
"148.10000","74.05106","9.15431"
"148.20000","74.10105","9.15846"
"148.30000","74.15110","9.16560"
"148.40000","74.20109","9.16915"
"148.50000","74.25106","9.17531"
"148.60000","74.30111","9.17762"
"148.70000","74.35104","9.18281"
"148.80000","74.40108","9.18878"
"148.90000","74.45106","9.19369"
"149.00000","74.50105","9.19954"
"149.10000","74.55109","9.20450"
"149.20000","74.60107","9.21185"
"149.30000","74.65099","9.21544"
"149.40000","74.70092","9.22222"
"149.50000","74.75114","9.22772"
"149.60000","74.80113","9.23115"
"149.70000","74.85106","9.23629"
"149.80000","74.90115","9.24169"
"149.90000","74.95102","9.24956"
"150.00000","75.00107","9.25498"
"150.10000","75.05106","9.25905"
"150.20000","75.10104","9.26430"
"150.30000","75.15108","9.26896"
"150.40000","75.20107","9.27263"
"150.50000","75.25111","9.27894"
"150.60000","75.30109","9.28111"
"150.70000","75.35101","9.28934"
"150.80000","75.40106","9.28966"
"150.90000","75.45099","9.29822"
"151.00000","75.50102","9.30146"
"151.10000","75.55095","9.30712"
"151.20000","75.60111","9.31477"
"151.30000","75.65116","9.32186"
"151.40000","75.70108","9.32707"
"151.50000","75.75107","9.33310"
"151.60000","75.80106","9.33801"
"151.70000","75.85104","9.34459"
"151.80000","75.90102","9.34967"
"151.90000","75.95107","9.35616"
"152.00000","76.00099","9.36261"
"152.10000","76.05109","9.36669"
"152.20000","76.10119","9.37491"
"152.30000","76.15100","9.37940"
"152.40000","76.20110","9.38551"
"152.50000","76.25109","9.39309"
"152.60000","76.30107","9.39806"
"152.70000","76.35105","9.40475"
"152.80000","76.40098","9.41039"
"152.90000","76.45103","9.41443"
"153.00000","76.50101","9.42349"
"153.10000","76.55111","9.42776"
"153.20000","76.60104","9.43405"
"153.30000","76.65096","9.43987"
"153.40000","76.70112","9.44451"
"153.50000","76.75098","9.45076"
"153.60000","76.80103","9.45302"
"153.70000","76.85096","9.45850"
"153.80000","76.90105","9.46084"
"153.90000","76.95104","9.46352"
"154.00000","77.00114","9.46673"
"154.10000","77.05107","9.46860"
"154.20000","77.10105","9.47235"
"154.30000","77.15115","9.47567"
"154.40000","77.20108","9.47820"
"154.50000","77.25101","9.47932"
"154.60000","77.30111","9.48262"
"154.70000","77.35098","9.49075"
"154.80000","77.40114","9.49901"
"154.90000","77.45107","9.50355"
"155.00000","77.50105","9.50903"
"155.10000","77.55109","9.51066"
"155.20000","77.60107","9.51912"
"155.30000","77.65100","9.53049"
"155.40000","77.70098","9.53824"
"155.50000","77.75108","9.54182"
"155.60000","77.80107","9.55289"
"155.70000","77.85106","9.55581"
"155.80000","77.90104","9.56569"
"155.90000","77.95102","9.57129"
"156.00000","78.00107","9.57686"
"156.10000","78.05099","9.58241"
"156.20000","78.10103","9.58727"
"156.30000","78.15108","9.59388"
"156.40000","78.20107","9.59943"
"156.50000","78.25105","9.60465"
"156.60000","78.30103","9.61154"
"156.70000","78.35101","9.61858"
"156.80000","78.40105","9.62395"
"156.90000","78.45104","9.62868"
"157.00000","78.50102","9.63512"
"157.10000","78.55101","9.64071"
"157.20000","78.60110","9.64837"
"157.30000","78.65104","9.65252"
"157.40000","78.70115","9.65814"
"157.50000","78.75101","9.66290"
"157.60000","78.80099","9.66747"
"157.70000","78.85103","9.67171"
"157.80000","78.90102","9.67586"
"157.90000","78.95105","9.68320"
"158.00000","79.00098","9.68590"
"158.10000","79.05109","9.68839"
"158.20000","79.10102","9.69181"
"158.30000","79.15099","9.69444"
"158.40000","79.20104","9.69841"
"158.50000","79.25102","9.70132"
"158.60000","79.30107","9.70390"
"158.70000","79.35105","9.70791"
"158.80000","79.40103","9.71167"
"158.90000","79.45090","9.71510"
"159.00000","79.50106","9.71888"
"159.10000","79.55098","9.72449"
"159.20000","79.60097","9.72768"
"159.30000","79.65096","9.73270"
"159.40000","79.70107","9.73704"
"159.50000","79.75098","9.74199"
"159.60000","79.80103","9.74775"
"159.70000","79.85101","9.75232"
"159.80000","79.90106","9.75810"
"159.90000","79.95098","9.76290"
"160.00000","80.00097","9.76714"
"160.10000","80.05106","9.77355"
"160.20000","80.10112","9.77799"
"160.30000","80.15115","9.78255"
"160.40000","80.20097","9.79011"
"160.50000","80.25101","9.79410"
"160.60000","80.30099","9.79904"
"160.70000","80.35109","9.80722"
"160.80000","80.40114","9.80724"
"160.90000","80.45107","9.82216"
"161.00000","80.50105","9.82590"
"161.10000","80.55103","9.83513"
"161.20000","80.60107","9.84619"
"161.30000","80.65105","9.84799"
"161.40000","80.70110","9.85473"
"161.50000","80.75102","9.86550"
"161.60000","80.80107","9.86717"
"161.70000","80.85099","9.87050"
"161.80000","80.90104","9.87636"
"161.90000","80.95096","9.87800"
"162.00000","81.00094","9.88220"
"162.10000","81.05099","9.88658"
"162.20000","81.10103","9.88850"
"162.30000","81.15107","9.89294"
"162.40000","81.20106","9.89703"
"162.50000","81.25105","9.90030"
"162.60000","81.30096","9.90985"
"162.70000","81.35101","9.90998"
"162.80000","81.40099","9.91670"
"162.90000","81.45110","9.92147"
"163.00000","81.50097","9.92869"
"163.10000","81.55101","9.93412"
"163.20000","81.60099","9.93691"
"163.30000","81.65103","9.94483"
