End date,"8/16/2018"
Specimen label,"D32L50N5d4-8"
"14.90000","7.45091","4.50433"
"15.00000","7.50102","4.52613"
"15.10000","7.55100","4.54701"
"15.20000","7.60092","4.57696"
"15.30000","7.65097","4.61760"
"15.40000","7.70083","4.65002"
"15.50000","7.75106","4.68109"
"15.60000","7.80092","4.70570"
"15.70000","7.85102","4.73241"
"15.80000","7.90095","4.75631"
"15.90000","7.95093","4.78902"
"16.00000","8.00092","4.82297"
"16.10000","8.05096","4.85315"
"16.20000","8.10100","4.88841"
"16.30000","8.15105","4.92068"
"16.40000","8.20097","4.93928"
"16.50000","8.25113","4.95849"
"16.60000","8.30100","4.99179"
"16.70000","8.35104","5.02813"
"16.80000","8.40097","5.06644"
"16.90000","8.45107","5.10129"
"17.00000","8.50088","5.13085"
"17.10000","8.55098","5.14980"
"17.20000","8.60096","5.17389"
"17.30000","8.65101","5.20549"
"17.40000","8.70099","5.23474"
"17.50000","8.75097","5.26096"
"17.60000","8.80096","5.29709"
"17.70000","8.85100","5.33311"
"17.80000","8.90093","5.35792"
"17.90000","8.95097","5.38321"
"18.00000","9.00096","5.41850"
"18.10000","9.05094","5.45069"
"18.20000","9.10092","5.48248"
"18.30000","9.15097","5.51072"
"18.40000","9.20095","5.53471"
"18.50000","9.25100","5.55691"
"18.60000","9.30092","5.57970"
"18.70000","9.35108","5.62324"
"18.80000","9.40095","5.65533"
"18.90000","9.45099","5.69062"
"19.00000","9.50104","5.72825"
"19.10000","9.55102","5.75414"
"19.20000","9.60088","5.77300"
"19.30000","9.65099","5.79108"
"19.40000","9.70097","5.82505"
"19.50000","9.75107","5.85454"
"19.60000","9.80094","5.89232"
"19.70000","9.85086","5.93262"
"19.80000","9.90091","5.95869"
"19.90000","9.95089","5.98364"
"20.00000","10.00105","6.00933"
"20.10000","10.05098","6.04313"
"20.20000","10.10096","6.06936"
"20.30000","10.15095","6.09571"
"20.40000","10.20093","6.12424"
"20.50000","10.25103","6.15318"
"20.60000","10.30096","6.18197"
"20.70000","10.35100","6.21202"
"20.80000","10.40099","6.24943"
"20.90000","10.45091","6.28295"
"21.00000","10.50090","6.31855"
"21.10000","10.55100","6.35170"
"21.20000","10.60092","6.36681"
"21.30000","10.65097","6.38111"
"21.40000","10.70089","6.40707"
"21.50000","10.75088","6.44487"
"21.60000","10.80092","6.47775"
"21.70000","10.85108","6.51695"
"21.80000","10.90101","6.55154"
"21.90000","10.95099","6.58461"
"22.00000","11.00091","6.60771"
"22.10000","11.05096","6.62797"
"22.20000","11.10094","6.65675"
"22.30000","11.15099","6.68165"
"22.40000","11.20103","6.71319"
"22.50000","11.25102","6.75244"
"22.60000","11.30100","6.77876"
"22.70000","11.35092","6.80345"
"22.80000","11.40097","6.83283"
"22.90000","11.45107","6.87158"
"23.00000","11.50094","6.90377"
"23.10000","11.55092","6.93123"
"23.20000","11.60096","6.95757"
"23.30000","11.65101","6.97957"
"23.40000","11.70093","7.00060"
"23.50000","11.75104","7.03181"
"23.60000","11.80102","7.06830"
"23.70000","11.85094","7.10231"
"23.80000","11.90099","7.14127"
"23.90000","11.95103","7.17853"
"24.00000","12.00096","7.20211"
"24.10000","12.05088","7.21971"
"24.20000","12.10092","7.23573"
"24.30000","12.15091","7.26757"
"24.40000","12.20101","7.30127"
"24.50000","12.25099","7.33359"
"24.60000","12.30104","7.37135"
"24.70000","12.35108","7.40151"
"24.80000","12.40101","7.42752"
"24.90000","12.45093","7.45441"
"25.00000","12.50103","7.48797"
"25.10000","12.55096","7.51362"
"25.20000","12.60094","7.54294"
"25.30000","12.65099","7.57484"
"25.40000","12.70097","7.60252"
"25.50000","12.75101","7.62430"
"25.60000","12.80106","7.64880"
"25.70000","12.85092","7.68660"
"25.80000","12.90097","7.72813"
"25.90000","12.95107","7.75635"
"26.00000","13.00094","7.78763"
"26.10000","13.05098","7.81037"
"26.20000","13.10102","7.82944"
"26.30000","13.15101","7.85460"
"26.40000","13.20105","7.89150"
"26.50000","13.25086","7.92096"
"26.60000","13.30096","7.95631"
"26.70000","13.35094","7.99327"
"26.80000","13.40099","8.02138"
"26.90000","13.45103","8.04186"
"27.00000","13.50095","8.05949"
"27.10000","13.55100","8.09144"
"27.20000","13.60098","8.12632"
"27.30000","13.65091","8.15758"
"27.40000","13.70095","8.19196"
"27.50000","13.75094","8.21727"
"27.60000","13.80098","8.24301"
"27.70000","13.85102","8.27168"
"27.80000","13.90095","8.30483"
"27.90000","13.95099","8.33827"
"28.00000","14.00103","8.36215"
"28.10000","14.05090","8.39653"
"28.20000","14.10106","8.42830"
"28.30000","14.15099","8.44954"
"28.40000","14.20091","8.47213"
"28.50000","14.25089","8.50139"
"28.60000","14.30100","8.53636"
"28.70000","14.35104","8.57061"
"28.80000","14.40103","8.60184"
"28.90000","14.45101","8.62998"
"29.00000","14.50100","8.65007"
"29.10000","14.55092","8.66975"
"29.20000","14.60090","8.71064"
"29.30000","14.65095","8.74296"
"29.40000","14.70093","8.77376"
"29.50000","14.75098","8.80608"
"29.60000","14.80090","8.83423"
"29.70000","14.85094","8.86049"
"29.80000","14.90099","8.87918"
"29.90000","14.95097","8.90522"
"30.00000","15.00095","8.93985"
"30.10000","15.05088","8.97617"
"30.20000","15.10098","9.01243"
"30.30000","15.15097","9.03648"
"30.40000","15.20101","9.06470"
"30.50000","15.25099","9.08521"
"30.60000","15.30104","9.11785"
"30.70000","15.35096","9.14739"
"30.80000","15.40101","9.17635"
"30.90000","15.45087","9.20575"
"31.00000","15.50097","9.23542"
"31.10000","15.55108","9.26467"
"31.20000","15.60106","9.28780"
"31.30000","15.65099","9.31895"
"31.40000","15.70091","9.35053"
"31.50000","15.75101","9.38315"
"31.60000","15.80100","9.41636"
"31.70000","15.85104","9.44811"
"31.80000","15.90097","9.46624"
"31.90000","15.95101","9.48036"
"32.00000","16.00093","9.51563"
"32.10000","16.05098","9.55481"
"32.20000","16.10102","9.58906"
"32.30000","16.15100","9.62126"
"32.40000","16.20093","9.65489"
"32.50000","16.25097","9.68218"
"32.60000","16.30096","9.69818"
"32.70000","16.35100","9.71887"
"32.80000","16.40099","9.74537"
"32.90000","16.45097","9.77413"
"33.00000","16.50095","9.80958"
"33.10000","16.55088","9.85105"
"33.20000","16.60098","9.87968"
"33.30000","16.65109","9.89924"
"33.40000","16.70095","9.92894"
"33.50000","16.75093","9.95912"
"33.60000","16.80092","9.99259"
"33.70000","16.85102","10.01820"
"33.80000","16.90095","10.04412"
"33.90000","16.95099","10.06824"
"34.00000","17.00097","10.09297"
"34.10000","17.05102","10.11984"
"34.20000","17.10100","10.15488"
"34.30000","17.15092","10.19229"
"34.40000","17.20091","10.22446"
"34.50000","17.25101","10.26090"
"34.60000","17.30100","10.28939"
"34.70000","17.35098","10.30089"
"34.80000","17.40097","10.31881"
"34.90000","17.45101","10.34562"
"35.00000","17.50100","10.38012"
"35.10000","17.55098","10.41471"
"35.20000","17.60090","10.45036"
"35.30000","17.65089","10.48432"
"35.40000","17.70099","10.51007"
"35.50000","17.75097","10.53514"
"35.60000","17.80096","10.56159"
"35.70000","17.85094","10.58475"
"35.80000","17.90105","10.60850"
"35.90000","17.95091","10.63853"
"36.00000","18.00101","10.67314"
"36.10000","18.05094","10.70028"
"36.20000","18.10098","10.72324"
"36.30000","18.15103","10.75712"
"36.40000","18.20089","10.79395"
"36.50000","18.25099","10.82990"
"36.60000","18.30104","10.85811"
"36.70000","18.35090","10.88401"
"36.80000","18.40101","10.90118"
"36.90000","18.45093","10.91730"
"37.00000","18.50097","10.94290"
"37.10000","18.55102","10.97893"
"37.20000","18.60100","11.00992"
"37.30000","18.65099","11.04485"
"37.40000","18.70097","11.08559"
"37.50000","18.75095","11.11562"
"37.60000","18.80094","11.13682"
"37.70000","18.85098","11.15145"
"37.80000","18.90103","11.17854"
"37.90000","18.95101","11.20964"
"38.00000","19.00111","11.23983"
"38.10000","19.05098","11.27695"
"38.20000","19.10108","11.30236"
"38.30000","19.15101","11.32864"
"38.40000","19.20099","11.35826"
"38.50000","19.25097","11.38930"
"38.60000","19.30096","11.41834"
"38.70000","19.35100","11.44385"
"38.80000","19.40099","11.47286"
"38.90000","19.45097","11.50139"
"39.00000","19.50101","11.52620"
"39.10000","19.55094","11.54537"
"39.20000","19.60098","11.57280"
"39.30000","19.65096","11.60924"
"39.40000","19.70107","11.64607"
"39.50000","19.75087","11.68085"
"39.60000","19.80098","11.70907"
"39.70000","19.85102","11.73060"
"39.80000","19.90106","11.74713"
"39.90000","19.95105","11.77365"
"40.00000","20.00097","11.80425"
"40.10000","20.05108","11.83675"
"40.20000","20.10100","11.86705"
"40.30000","20.15104","11.90243"
"40.40000","20.20103","11.93524"
"40.50000","20.25095","11.95904"
"40.60000","20.30106","11.97845"
"40.70000","20.35086","12.00665"
"40.80000","20.40096","12.03346"
"40.90000","20.45095","12.06402"
"41.00000","20.50105","12.09759"
"41.10000","20.55110","12.12939"
"41.20000","20.60096","12.14720"
"41.30000","20.65094","12.17199"
"41.40000","20.70099","12.20159"
"41.50000","20.75097","12.23574"
"41.60000","20.80102","12.26454"
"41.70000","20.85094","12.29203"
"41.80000","20.90099","12.32319"
"41.90000","20.95085","12.34765"
"42.00000","21.00101","12.37166"
"42.10000","21.05094","12.39917"
"42.20000","21.10098","12.42837"
"42.30000","21.15103","12.46159"
"42.40000","21.20095","12.49450"
"42.50000","21.25093","12.52858"
"42.60000","21.30098","12.55245"
"42.70000","21.35102","12.57001"
"42.80000","21.40101","12.59269"
"42.90000","21.45093","12.62248"
"43.00000","21.50097","12.65948"
"43.10000","21.55096","12.68602"
"43.20000","21.60106","12.71802"
"43.30000","21.65099","12.74889"
"43.40000","21.70097","12.77214"
"43.50000","21.75089","12.79353"
"43.60000","21.80100","12.81786"
"43.70000","21.85104","12.84674"
"43.80000","21.90103","12.87805"
"43.90000","21.95101","12.91454"
"44.00000","22.00111","12.94999"
"44.10000","22.05092","12.97325"
"44.20000","22.10102","12.99401"
"44.30000","22.15095","13.01390"
"44.40000","22.20105","13.04942"
"44.50000","22.25097","13.07886"
"44.60000","22.30096","13.10676"
"44.70000","22.35100","13.13409"
"44.80000","22.40099","13.16212"
"44.90000","22.45091","13.18759"
"45.00000","22.50107","13.21028"
"45.10000","22.55088","13.24427"
"45.20000","22.60098","13.27493"
"45.30000","22.65102","13.30866"
"45.40000","22.70107","13.34043"
"45.50000","22.75093","13.36761"
"45.60000","22.80098","13.38686"
"45.70000","22.85090","13.39949"
"45.80000","22.90094","13.42191"
"45.90000","22.95099","13.46031"
"46.00000","23.00091","13.49703"
"46.10000","23.05096","13.53097"
"46.20000","23.10100","13.56035"
"46.30000","23.15099","13.59201"
"46.40000","23.20091","13.61231"
"46.50000","23.25095","13.63756"
"46.60000","23.30106","13.66276"
"46.70000","23.35092","13.68957"
"46.80000","23.40097","13.71631"
"46.90000","23.45095","13.74811"
"47.00000","23.50099","13.78569"
"47.10000","23.55103","13.80748"
"47.20000","23.60096","13.83084"
"47.30000","23.65088","13.85895"
"47.40000","23.70105","13.89160"
"47.50000","23.75091","13.92291"
"47.60000","23.80096","13.94948"
"47.70000","23.85100","13.97331"
"47.80000","23.90092","13.99352"
"47.90000","23.95085","14.02070"
"48.00000","24.00101","14.04620"
"48.10000","24.05094","14.08140"
"48.20000","24.10098","14.11572"
"48.30000","24.15096","14.14851"
"48.40000","24.20089","14.18164"
"48.50000","24.25087","14.21111"
"48.60000","24.30086","14.22339"
"48.70000","24.35102","14.23914"
"48.80000","24.40095","14.26299"
"48.90000","24.45099","14.29412"
"49.00000","24.50091","14.32685"
"49.10000","24.55090","14.36275"
"49.20000","24.60100","14.39164"
"49.30000","24.65098","14.42268"
"49.40000","24.70097","14.44861"
"49.50000","24.75095","14.47546"
"49.60000","24.80100","14.50724"
"49.70000","24.85086","14.52874"
"49.80000","24.90103","14.55304"
"49.90000","24.95095","14.58083"
"50.00000","25.00105","14.60931"
"50.10000","25.05098","14.63284"
"50.20000","25.10090","14.65289"
"50.30000","25.15095","14.69090"
"50.40000","25.20099","14.72464"
"50.50000","25.25109","14.75694"
"50.60000","25.30102","14.78765"
"50.70000","25.35094","14.81428"
"50.80000","25.40093","14.82847"
"50.90000","25.45091","14.84213"
"51.00000","25.50095","14.87520"
"51.10000","25.55094","14.90539"
"51.20000","25.60086","14.93888"
"51.30000","25.65103","14.97117"
"51.40000","25.70095","15.00614"
"51.50000","25.75100","15.04072"
"51.60000","25.80098","15.05848"
"51.70000","25.85096","15.07724"
"51.80000","25.90095","15.10089"
"51.90000","25.95099","15.12813"
"52.00000","26.00097","15.15737"
"52.10000","26.05096","15.18851"
"52.20000","26.10100","15.21267"
"52.30000","26.15099","15.24303"
"52.40000","26.20091","15.27352"
"52.50000","26.25096","15.29884"
"52.60000","26.30106","15.33231"
"52.70000","26.35104","15.36101"
"52.80000","26.40091","15.38541"
"52.90000","26.45095","15.41127"
"53.00000","26.50099","15.43393"
"53.10000","26.55098","15.45602"
"53.20000","26.60102","15.48163"
"53.30000","26.65095","15.50854"
"53.40000","26.70099","15.54047"
"53.50000","26.75103","15.57788"
"53.60000","26.80090","15.61556"
"53.70000","26.85100","15.63989"
"53.80000","26.90093","15.65787"
"53.90000","26.95097","15.67623"
"54.00000","27.00095","15.70035"
"54.10000","27.05100","15.73085"
"54.20000","27.10098","15.76366"
"54.30000","27.15102","15.79358"
"54.40000","27.20089","15.82228"
"54.50000","27.25105","15.85016"
"54.60000","27.30098","15.87657"
"54.70000","27.35096","15.89907"
"54.80000","27.40094","15.92478"
"54.90000","27.45099","15.95119"
"55.00000","27.50097","15.98031"
"55.10000","27.55090","16.00949"
"55.20000","27.60088","16.03709"
"55.30000","27.65104","16.06283"
"55.40000","27.70091","16.08297"
"55.50000","27.75089","16.11314"
"55.60000","27.80106","16.14335"
"55.70000","27.85092","16.17617"
"55.80000","27.90103","16.20468"
"55.90000","27.95101","16.23416"
"56.00000","28.00099","16.25665"
"56.10000","28.05103","16.28011"
"56.20000","28.10090","16.30007"
"56.30000","28.15095","16.32931"
"56.40000","28.20099","16.35865"
"56.50000","28.25104","16.38716"
"56.60000","28.30102","16.42134"
"56.70000","28.35100","16.44780"
"56.80000","28.40087","16.47791"
"56.90000","28.45103","16.49497"
"57.00000","28.50095","16.51940"
"57.10000","28.55094","16.54480"
"57.20000","28.60086","16.57462"
"57.30000","28.65103","16.60936"
"57.40000","28.70107","16.63796"
"57.50000","28.75105","16.66447"
"57.60000","28.80098","16.68798"
"57.70000","28.85096","16.71300"
"57.80000","28.90101","16.73565"
"57.90000","28.95093","16.76126"
"58.00000","29.00097","16.78972"
"58.10000","29.05096","16.82057"
"58.20000","29.10094","16.85116"
"58.30000","29.15105","16.87748"
"58.40000","29.20091","16.90185"
"58.50000","29.25095","16.92615"
"58.60000","29.30106","16.95417"
"58.70000","29.35098","16.98559"
"58.80000","29.40097","17.01199"
"58.90000","29.45101","17.03906"
"59.00000","29.50093","17.06150"
"59.10000","29.55110","17.08687"
"59.20000","29.60096","17.10651"
"59.30000","29.65095","17.13267"
"59.40000","29.70093","17.16464"
"59.50000","29.75109","17.19320"
"59.60000","29.80102","17.22678"
"59.70000","29.85100","17.25665"
"59.80000","29.90099","17.28389"
"59.90000","29.95103","17.30887"
"60.00000","30.00096","17.32558"
"60.10000","30.05094","17.33969"
"60.20000","30.10098","17.37600"
"60.30000","30.15103","17.40714"
"60.40000","30.20101","17.44234"
"60.50000","30.25093","17.47123"
"60.60000","30.30086","17.50278"
"60.70000","30.35090","17.52313"
"60.80000","30.40100","17.54110"
"60.90000","30.45105","17.56927"
"61.00000","30.50097","17.59302"
"61.10000","30.55090","17.61836"
"61.20000","30.60100","17.64870"
"61.30000","30.65098","17.67284"
"61.40000","30.70103","17.70266"
"61.50000","30.75095","17.72816"
"61.60000","30.80100","17.75546"
"61.70000","30.85104","17.78154"
"61.80000","30.90097","17.81230"
"61.90000","30.95095","17.84502"
"62.00000","31.00099","17.87307"
"62.10000","31.05104","17.89766"
"62.20000","31.10084","17.91465"
"62.30000","31.15101","17.93116"
"62.40000","31.20099","17.95765"
"62.50000","31.25097","17.98692"
"62.60000","31.30107","18.01958"
"62.70000","31.35094","18.05208"
"62.80000","31.40092","18.08520"
"62.90000","31.45103","18.12192"
"63.00000","31.50095","18.13549"
"63.10000","31.55094","18.15656"
"63.20000","31.60098","18.17463"
"63.30000","31.65096","18.20052"
"63.40000","31.70107","18.22353"
"63.50000","31.75093","18.25370"
"63.60000","31.80097","18.28957"
"63.70000","31.85096","18.32096"
"63.80000","31.90100","18.34114"
"63.90000","31.95087","18.36672"
"64.00000","32.00085","18.39430"
"64.10000","32.05096","18.42782"
"64.20000","32.10094","18.44865"
"64.30000","32.15099","18.47364"
"64.40000","32.20097","18.49735"
"64.50000","32.25095","18.52212"
"64.60000","32.30093","18.54630"
"64.70000","32.35104","18.56871"
"64.80000","32.40096","18.59728"
"64.90000","32.45095","18.63205"
"65.00000","32.50099","18.66658"
"65.10000","32.55098","18.69714"
"65.20000","32.60102","18.72703"
"65.30000","32.65106","18.74436"
"65.40000","32.70099","18.75621"
"65.50000","32.75103","18.77475"
"65.60000","32.80096","18.79982"
"65.70000","32.85094","18.83177"
"65.80000","32.90099","18.86297"
"65.90000","32.95103","18.89281"
"66.00000","33.00101","18.92716"
"66.10000","33.05093","18.95866"
"66.20000","33.10098","18.97798"
"66.30000","33.15096","19.00089"
"66.40000","33.20095","19.02392"
"66.50000","33.25093","19.05017"
"66.60000","33.30104","19.07564"
"66.70000","33.35090","19.10254"
"66.80000","33.40100","19.13016"
"66.90000","33.45105","19.16181"
"67.00000","33.50097","19.18042"
"67.10000","33.55096","19.20457"
"67.20000","33.60094","19.23501"
"67.30000","33.65092","19.26969"
"67.40000","33.70109","19.29590"
"67.50000","33.75101","19.32058"
"67.60000","33.80100","19.34370"
"67.70000","33.85104","19.36268"
"67.80000","33.90097","19.38153"
"67.90000","33.95101","19.40757"
"68.00000","34.00099","19.43944"
"68.10000","34.05103","19.46665"
"68.20000","34.10090","19.50066"
"68.30000","34.15100","19.53521"
"68.40000","34.20099","19.55292"
"68.50000","34.25103","19.58292"
"68.60000","34.30107","19.59769"
"68.70000","34.35094","19.61326"
"68.80000","34.40092","19.64487"
"68.90000","34.45091","19.67580"
"69.00000","34.50107","19.70720"
"69.10000","34.55106","19.73559"
"69.20000","34.60098","19.76323"
"69.30000","34.65102","19.78681"
"69.40000","34.70095","19.81245"
"69.50000","34.75099","19.83858"
"69.60000","34.80098","19.86781"
"69.70000","34.85096","19.89140"
"69.80000","34.90106","19.91544"
"69.90000","34.95098","19.94463"
"70.00000","35.00091","19.97118"
"70.10000","35.05101","19.98983"
"70.20000","35.10094","20.00959"
"70.30000","35.15098","20.03812"
"70.40000","35.20097","20.06498"
"70.50000","35.25095","20.09780"
"70.60000","35.30088","20.12761"
"70.70000","35.35104","20.15894"
"70.80000","35.40108","20.18072"
"70.90000","35.45095","20.19764"
"71.00000","35.50093","20.21952"
"71.10000","35.55103","20.24701"
"71.20000","35.60096","20.27522"
"71.30000","35.65100","20.30451"
"71.40000","35.70093","20.33310"
"71.50000","35.75097","20.36389"
"71.60000","35.80114","20.39391"
"71.70000","35.85100","20.41173"
"71.80000","35.90099","20.42727"
"71.90000","35.95103","20.45482"
"72.00000","36.00101","20.48060"
"72.10000","36.05099","20.50879"
"72.20000","36.10098","20.54067"
"72.30000","36.15090","20.56783"
"72.40000","36.20101","20.59487"
"72.50000","36.25093","20.61326"
"72.60000","36.30098","20.63332"
"72.70000","36.35096","20.66442"
"72.80000","36.40094","20.69290"
"72.90000","36.45105","20.71973"
"73.00000","36.50097","20.74318"
"73.10000","36.55102","20.77432"
"73.20000","36.60094","20.80233"
"73.30000","36.65099","20.82367"
"73.40000","36.70097","20.84254"
"73.50000","36.75101","20.86982"
"73.60000","36.80094","20.89832"
"73.70000","36.85104","20.92957"
"73.80000","36.90108","20.95905"
"73.90000","36.95095","20.98637"
"74.00000","37.00099","21.00651"
"74.10000","37.05104","21.02222"
"74.20000","37.10090","21.04302"
"74.30000","37.15100","21.07663"
"74.40000","37.20099","21.10669"
"74.50000","37.25097","21.13570"
"74.60000","37.30101","21.16089"
"74.70000","37.35088","21.19555"
"74.80000","37.40086","21.22096"
"74.90000","37.45091","21.23756"
"75.00000","37.50101","21.25708"
"75.10000","37.55100","21.27348"
"75.20000","37.60098","21.30130"
"75.30000","37.65097","21.32965"
"75.40000","37.70095","21.36523"
"75.50000","37.75099","21.39656"
"75.60000","37.80098","21.42459"
"75.70000","37.85096","21.44604"
"75.80000","37.90100","21.46317"
"75.90000","37.95105","21.49461"
"76.00000","38.00091","21.52383"
"76.10000","38.05090","21.54621"
"76.20000","38.10094","21.56836"
"76.30000","38.15099","21.59505"
"76.40000","38.20103","21.61898"
"76.50000","38.25089","21.64404"
"76.60000","38.30088","21.67040"
"76.70000","38.35110","21.69480"
"76.80000","38.40096","21.72530"
"76.90000","38.45101","21.75550"
"77.00000","38.50093","21.78518"
"77.10000","38.55092","21.80907"
"77.20000","38.60090","21.83832"
"77.30000","38.65094","21.84806"
"77.40000","38.70105","21.85889"
"77.50000","38.75097","21.88932"
"77.60000","38.80107","21.92435"
"77.70000","38.85088","21.95832"
"77.80000","38.90098","21.98873"
"77.90000","38.95103","22.01801"
"78.00000","39.00101","22.04282"
"78.10000","39.05099","22.06658"
"78.20000","39.10098","22.08411"
"78.30000","39.15091","22.10487"
"78.40000","39.20089","22.12739"
"78.50000","39.25105","22.15261"
"78.60000","39.30098","22.18381"
"78.70000","39.35090","22.21256"
"78.80000","39.40094","22.24211"
"78.90000","39.45093","22.26750"
"79.00000","39.50097","22.28337"
"79.10000","39.55096","22.32002"
"79.20000","39.60094","22.34713"
"79.30000","39.65099","22.37752"
"79.40000","39.70090","22.39880"
"79.50000","39.75089","22.42305"
"79.60000","39.80099","22.44178"
"79.70000","39.85098","22.46033"
"79.80000","39.90108","22.48587"
"79.90000","39.95083","22.51131"
"80.00000","40.00099","22.54256"
"80.10000","40.05091","22.57485"
"80.20000","40.10102","22.60690"
"80.30000","40.15106","22.63991"
"80.40000","40.20099","22.66552"
"80.50000","40.25091","22.67706"
"80.60000","40.30101","22.69271"
"80.70000","40.35100","22.71093"
"80.80000","40.40098","22.74306"
"80.90000","40.45097","22.77385"
"81.00000","40.50101","22.80338"
"81.10000","40.55087","22.83281"
"81.20000","40.60092","22.86144"
