End date,"8/16/2018"
Specimen label,"D32L50N5d4-8"
"81.30000","40.65102","22.88813"
"81.40000","40.70101","22.90950"
"81.50000","40.75093","22.93357"
"81.60000","40.80098","22.96120"
"81.70000","40.85096","22.97850"
"81.80000","40.90100","23.00496"
"81.90000","40.95093","23.03213"
"82.00000","41.00097","23.06216"
"82.10000","41.05095","23.08525"
"82.20000","41.10100","23.10082"
"82.30000","41.15092","23.12409"
"82.40000","41.20103","23.16306"
"82.50000","41.25089","23.19635"
"82.60000","41.30094","23.22578"
"82.70000","41.35092","23.24933"
"82.80000","41.40102","23.27094"
"82.90000","41.45107","23.28532"
"83.00000","41.50105","23.30156"
"83.10000","41.55091","23.33015"
"83.20000","41.60108","23.36069"
"83.30000","41.65100","23.38751"
"83.40000","41.70099","23.41996"
"83.50000","41.75097","23.45293"
"83.60000","41.80102","23.48626"
"83.70000","41.85106","23.50605"
"83.80000","41.90092","23.51954"
"83.90000","41.95091","23.54347"
"84.00000","42.00113","23.56601"
"84.10000","42.05099","23.59278"
"84.20000","42.10092","23.62360"
"84.30000","42.15096","23.65794"
"84.40000","42.20100","23.68083"
"84.50000","42.25099","23.70030"
"84.60000","42.30104","23.72484"
"84.70000","42.35089","23.74726"
"84.80000","42.40089","23.78193"
"84.90000","42.45093","23.80779"
"85.00000","42.50097","23.82747"
"85.10000","42.55096","23.85617"
"85.20000","42.60094","23.88330"
"85.30000","42.65098","23.90633"
"85.40000","42.70103","23.92436"
"85.50000","42.75089","23.94964"
"85.60000","42.80099","23.97703"
"85.70000","42.85092","24.01359"
"85.80000","42.90096","24.04046"
"85.90000","42.95089","24.07257"
"86.00000","43.00093","24.09355"
"86.10000","43.05103","24.11419"
"86.20000","43.10102","24.12923"
"86.30000","43.15094","24.15026"
"86.40000","43.20098","24.18431"
"86.50000","43.25091","24.21188"
"86.60000","43.30102","24.24240"
"86.70000","43.35100","24.27151"
"86.80000","43.40098","24.30113"
"86.90000","43.45097","24.32409"
"87.00000","43.50095","24.33772"
"87.10000","43.55112","24.36479"
"87.20000","43.60098","24.38836"
"87.30000","43.65102","24.41744"
"87.40000","43.70095","24.44460"
"87.50000","43.75093","24.47645"
"87.60000","43.80091","24.50638"
"87.70000","43.85096","24.52363"
"87.80000","43.90106","24.54382"
"87.90000","43.95092","24.56744"
"88.00000","44.00103","24.59738"
"88.10000","44.05089","24.62528"
"88.20000","44.10088","24.64876"
"88.30000","44.15099","24.67840"
"88.40000","44.20102","24.70825"
"88.50000","44.25095","24.72822"
"88.60000","44.30106","24.75201"
"88.70000","44.35098","24.77690"
"88.80000","44.40090","24.80256"
"88.90000","44.45100","24.83295"
"89.00000","44.50093","24.86173"
"89.10000","44.55098","24.89264"
"89.20000","44.60108","24.91408"
"89.30000","44.65107","24.93116"
"89.40000","44.70093","24.94720"
"89.50000","44.75103","24.97405"
"89.60000","44.80101","25.00129"
"89.70000","44.85100","25.03570"
"89.80000","44.90092","25.06192"
"89.90000","44.95097","25.09175"
"90.00000","45.00095","25.11847"
"90.10000","45.05100","25.14248"
"90.20000","45.10092","25.16508"
"90.30000","45.15091","25.18398"
"90.40000","45.20089","25.20998"
"90.50000","45.25093","25.23364"
"90.60000","45.30098","25.26170"
"90.70000","45.35102","25.29658"
"90.80000","45.40094","25.32916"
"90.90000","45.45093","25.34519"
"91.00000","45.50097","25.36628"
"91.10000","45.55102","25.38740"
"91.20000","45.60094","25.41949"
"91.30000","45.65104","25.45086"
"91.40000","45.70103","25.47287"
"91.50000","45.75095","25.49765"
"91.60000","45.80093","25.51853"
"91.70000","45.85092","25.54262"
"91.80000","45.90090","25.56024"
"91.90000","45.95101","25.58943"
"92.00000","46.00093","25.62169"
"92.10000","46.05104","25.64978"
"92.20000","46.10096","25.68066"
"92.30000","46.15106","25.71082"
"92.40000","46.20098","25.74352"
"92.50000","46.25091","25.76196"
"92.60000","46.30089","25.77159"
"92.70000","46.35094","25.79137"
"92.80000","46.40098","25.81543"
"92.90000","46.45102","25.84654"
"93.00000","46.50095","25.87809"
"93.10000","46.55106","25.91289"
"93.20000","46.60104","25.94253"
"93.30000","46.65096","25.96714"
"93.40000","46.70095","25.98608"
"93.50000","46.75105","26.00802"
"93.60000","46.80098","26.03107"
"93.70000","46.85096","26.05447"
"93.80000","46.90088","26.07448"
"93.90000","46.95105","26.10227"
"94.00000","47.00097","26.13248"
"94.10000","47.05096","26.15968"
"94.20000","47.10094","26.18217"
"94.30000","47.15092","26.20614"
"94.40000","47.20103","26.23397"
"94.50000","47.25101","26.26455"
"94.60000","47.30093","26.29451"
"94.70000","47.35104","26.32046"
"94.80000","47.40096","26.34348"
"94.90000","47.45100","26.36394"
"95.00000","47.50099","26.37948"
"95.10000","47.55098","26.40265"
"95.20000","47.60096","26.42876"
"95.30000","47.65118","26.46491"
"95.40000","47.70098","26.49095"
"95.50000","47.75097","26.52316"
"95.60000","47.80102","26.55563"
"95.70000","47.85094","26.58139"
"95.80000","47.90092","26.60099"
"95.90000","47.95097","26.61032"
"96.00000","48.00083","26.62878"
"96.10000","48.05105","26.65488"
"96.20000","48.10098","26.68098"
"96.30000","48.15096","26.71373"
"96.40000","48.20101","26.74073"
"96.50000","48.25105","26.77137"
"96.60000","48.30103","26.79433"
"96.70000","48.35096","26.81828"
"96.80000","48.40100","26.84275"
"96.90000","48.45092","26.87385"
"97.00000","48.50097","26.89421"
"97.10000","48.55101","26.92069"
"97.20000","48.60100","26.94277"
"97.30000","48.65104","26.97208"
"97.40000","48.70103","26.99421"
"97.50000","48.75095","27.01526"
"97.60000","48.80093","27.03456"
"97.70000","48.85098","27.06640"
"97.80000","48.90102","27.09305"
"97.90000","48.95100","27.12819"
"98.00000","49.00105","27.15770"
"98.10000","49.05091","27.18379"
"98.20000","49.10096","27.19702"
"98.30000","49.15100","27.21437"
"98.40000","49.20099","27.23343"
"98.50000","49.25097","27.25777"
"98.60000","49.30090","27.28905"
"98.70000","49.35106","27.31631"
"98.80000","49.40098","27.34003"
"98.90000","49.45103","27.37354"
"99.00000","49.50101","27.40566"
"99.10000","49.55099","27.42311"
"99.20000","49.60098","27.44549"
"99.30000","49.65090","27.45996"
"99.40000","49.70100","27.48503"
"99.50000","49.75105","27.50951"
"99.60000","49.80098","27.53843"
"99.70000","49.85096","27.56847"
"99.80000","49.90094","27.59405"
"99.90000","49.95093","27.61807"
"100.00000","50.00103","27.63407"
"100.10000","50.05095","27.65881"
"100.20000","50.10088","27.69087"
"100.30000","50.15092","27.72361"
"100.40000","50.20102","27.74557"
"100.50000","50.25095","27.76611"
"100.60000","50.30099","27.79132"
"100.70000","50.35098","27.81220"
"100.80000","50.40096","27.83128"
"100.90000","50.45094","27.85170"
"101.00000","50.50093","27.87590"
"101.10000","50.55098","27.90344"
"101.20000","50.60096","27.93243"
"101.30000","50.65100","27.96360"
"101.40000","50.70098","27.99158"
"101.50000","50.75085","28.02278"
"101.60000","50.80107","28.03741"
"101.70000","50.85094","28.04645"
"101.80000","50.90099","28.06670"
"101.90000","50.95096","28.09650"
"102.00000","51.00095","28.12578"
"102.10000","51.05099","28.15486"
"102.20000","51.10098","28.18065"
"102.30000","51.15096","28.20961"
"102.40000","51.20095","28.23399"
"102.50000","51.25099","28.25102"
"102.60000","51.30097","28.27299"
"102.70000","51.35102","28.29298"
"102.80000","51.40100","28.31645"
"102.90000","51.45098","28.34256"
"103.00000","51.50115","28.36355"
"103.10000","51.55090","28.39446"
"103.20000","51.60100","28.42282"
"103.30000","51.65098","28.43993"
"103.40000","51.70097","28.46131"
"103.50000","51.75101","28.47691"
"103.60000","51.80094","28.50594"
"103.70000","51.85098","28.54143"
"103.80000","51.90096","28.56193"
"103.90000","51.95094","28.58627"
"104.00000","52.00099","28.60871"
"104.10000","52.05098","28.63058"
"104.20000","52.10096","28.64926"
"104.30000","52.15094","28.66384"
"104.40000","52.20104","28.69244"
"104.50000","52.25091","28.71927"
"104.60000","52.30095","28.74338"
"104.70000","52.35088","28.76911"
"104.80000","52.40104","28.79847"
"104.90000","52.45091","28.82790"
"105.00000","52.50101","28.84882"
"105.10000","52.55099","28.86208"
"105.20000","52.60098","28.86852"
"105.30000","52.65084","28.89510"
"105.40000","52.70101","28.92225"
"105.50000","52.75099","28.95122"
"105.60000","52.80104","28.97984"
"105.70000","52.85096","29.00473"
"105.80000","52.90088","29.02919"
"105.90000","52.95087","29.04979"
"106.00000","53.00097","29.07038"
"106.10000","53.05102","29.09042"
"106.20000","53.10088","29.11011"
"106.30000","53.15092","29.13089"
"106.40000","53.20091","29.15273"
"106.50000","53.25089","29.17403"
"106.60000","53.30105","29.19803"
"106.70000","53.35092","29.22857"
"106.80000","53.40096","29.25607"
"106.90000","53.45095","29.27455"
"107.00000","53.50099","29.29284"
"107.10000","53.55092","29.30842"
"107.20000","53.60102","29.33586"
"107.30000","53.65094","29.36750"
"107.40000","53.70099","29.39099"
"107.50000","53.75085","29.41310"
"107.60000","53.80096","29.43026"
"107.70000","53.85100","29.44950"
"107.80000","53.90098","29.46513"
"107.90000","53.95097","29.47601"
"108.00000","54.00095","29.50172"
"108.10000","54.05094","29.53150"
"108.20000","54.10092","29.55230"
"108.30000","54.15097","29.57952"
"108.40000","54.20100","29.60921"
"108.50000","54.25099","29.63397"
"108.60000","54.30091","29.66194"
"108.70000","54.35096","29.68223"
"108.80000","54.40094","29.68961"
"108.90000","54.45098","29.70728"
"109.00000","54.50103","29.71921"
"109.10000","54.55090","29.74014"
"109.20000","54.60094","29.76488"
"109.30000","54.65092","29.78951"
"109.40000","54.70103","29.82126"
"109.50000","54.75101","29.85175"
"109.60000","54.80105","29.86838"
"109.70000","54.85092","29.88899"
"109.80000","54.90096","29.90317"
"109.90000","54.95095","29.92076"
"110.00000","55.00099","29.94427"
"110.10000","55.05092","29.96698"
"110.20000","55.10090","29.98481"
"110.30000","55.15094","30.00703"
"110.40000","55.20098","30.02514"
"110.50000","55.25097","30.04814"
"110.60000","55.30101","30.07032"
"110.70000","55.35106","30.08695"
"110.80000","55.40098","30.10856"
"110.90000","55.45097","30.12863"
"111.00000","55.50095","30.15347"
"111.10000","55.55105","30.17706"
"111.20000","55.60098","30.20359"
"111.30000","55.65096","30.22430"
"111.40000","55.70101","30.25003"
"111.50000","55.75099","30.27102"
"111.60000","55.80103","30.28135"
"111.70000","55.85102","30.29475"
"111.80000","55.90088","30.30550"
"111.90000","55.95099","30.31884"
"112.00000","56.00103","30.34318"
"112.10000","56.05096","30.36900"
"112.20000","56.10100","30.39704"
"112.30000","56.15099","30.41839"
"112.40000","56.20103","30.44640"
"112.50000","56.25101","30.46675"
"112.60000","56.30094","30.49714"
"112.70000","56.35092","30.51162"
"112.80000","56.40090","30.52313"
"112.90000","56.45100","30.53631"
"113.00000","56.50099","30.55117"
"113.10000","56.55097","30.56948"
"113.20000","56.60102","30.58990"
"113.30000","56.65094","30.60991"
"113.40000","56.70093","30.63420"
"113.50000","56.75091","30.65611"
"113.60000","56.80090","30.68045"
"113.70000","56.85100","30.69777"
"113.80000","56.90105","30.71586"
"113.90000","56.95097","30.73128"
"114.00000","57.00101","30.75260"
"114.10000","57.05099","30.77356"
"114.20000","57.10092","30.79743"
"114.30000","57.15102","30.81798"
"114.40000","57.20095","30.83258"
"114.50000","57.25093","30.85259"
"114.60000","57.30098","30.86870"
"114.70000","57.35102","30.88504"
"114.80000","57.40106","30.90214"
"114.90000","57.45098","30.91732"
"115.00000","57.50103","30.93416"
"115.10000","57.55095","30.95265"
"115.20000","57.60088","30.97221"
"115.30000","57.65092","30.99390"
"115.40000","57.70097","31.01851"
"115.50000","57.75095","31.04225"
"115.60000","57.80099","31.06655"
"115.70000","57.85086","31.08712"
"115.80000","57.90096","31.10628"
"115.90000","57.95095","31.11942"
"116.00000","58.00099","31.12914"
"116.10000","58.05091","31.13887"
"116.20000","58.10090","31.14532"
"116.30000","58.15094","31.16712"
"116.40000","58.20092","31.19057"
"116.50000","58.25103","31.21199"
"116.60000","58.30102","31.23179"
"116.70000","58.35099","31.25312"
"116.80000","58.40104","31.27228"
"116.90000","58.45096","31.29355"
"117.00000","58.50089","31.31630"
"117.10000","58.55099","31.33546"
"117.20000","58.60104","31.35085"
"117.30000","58.65102","31.36569"
"117.40000","58.70100","31.38152"
"117.50000","58.75093","31.39685"
"117.60000","58.80103","31.41412"
"117.70000","58.85096","31.43026"
"117.80000","58.90094","31.44753"
"117.90000","58.95093","31.46501"
"118.00000","59.00091","31.48623"
"118.10000","59.05090","31.50863"
"118.20000","59.10100","31.52673"
"118.30000","59.15104","31.53950"
"118.40000","59.20103","31.54998"
"118.50000","59.25089","31.55815"
"118.60000","59.30094","31.57555"
"118.70000","59.35091","31.60019"
"118.80000","59.40096","31.62033"
"118.90000","59.45094","31.64283"
"119.00000","59.50099","31.66480"
"119.10000","59.55091","31.68144"
"119.20000","59.60096","31.69723"
"119.30000","59.65094","31.71099"
"119.40000","59.70098","31.72129"
"119.50000","59.75091","31.73597"
"119.60000","59.80089","31.74709"
"119.70000","59.85088","31.76189"
"119.80000","59.90104","31.77980"
"119.90000","59.95097","31.79869"
"120.00000","60.00095","31.82059"
"120.10000","60.05093","31.83554"
"120.20000","60.10104","31.85512"
"120.30000","60.15096","31.87162"
"120.40000","60.20095","31.89507"
"120.50000","60.25093","31.91439"
"120.60000","60.30103","31.93147"
"120.70000","60.35102","31.94140"
"120.80000","60.40100","31.95678"
"120.90000","60.45099","31.96736"
"121.00000","60.50103","31.97522"
"121.10000","60.55102","31.98707"
"121.20000","60.60100","32.00364"
"121.30000","60.65092","32.02496"
"121.40000","60.70085","32.04175"
"121.50000","60.75095","32.06367"
"121.60000","60.80093","32.08105"
"121.70000","60.85098","32.09958"
"121.80000","60.90090","32.11722"
"121.90000","60.95107","32.13455"
"122.00000","61.00093","32.14750"
"122.10000","61.05097","32.16090"
"122.20000","61.10096","32.17191"
"122.30000","61.15094","32.18888"
"122.40000","61.20104","32.19820"
"122.50000","61.25097","32.21424"
"122.60000","61.30101","32.23232"
"122.70000","61.35106","32.24713"
"122.80000","61.40098","32.26345"
"122.90000","61.45103","32.27900"
"123.00000","61.50095","32.29698"
"123.10000","61.55100","32.31073"
"123.20000","61.60098","32.32784"
"123.30000","61.65102","32.34407"
"123.40000","61.70101","32.35743"
"123.50000","61.75099","32.36696"
"123.60000","61.80097","32.37799"
"123.70000","61.85096","32.39154"
"123.80000","61.90100","32.40208"
"123.90000","61.95098","32.41905"
"124.00000","62.00109","32.44027"
"124.10000","62.05101","32.45585"
"124.20000","62.10100","32.47143"
"124.30000","62.15104","32.48991"
"124.40000","62.20097","32.50204"
"124.50000","62.25101","32.51779"
"124.60000","62.30093","32.53366"
"124.70000","62.35092","32.54816"
"124.80000","62.40108","32.55853"
"124.90000","62.45095","32.56790"
"125.00000","62.50098","32.57807"
"125.10000","62.55097","32.59042"
"125.20000","62.60096","32.59942"
"125.30000","62.65100","32.61469"
"125.40000","62.70092","32.63437"
"125.50000","62.75103","32.65283"
"125.60000","62.80089","32.66171"
"125.70000","62.85094","32.68090"
"125.80000","62.90097","32.69540"
"125.90000","62.95108","32.70766"
"126.00000","63.00095","32.72438"
"126.10000","63.05099","32.73988"
"126.20000","63.10104","32.75588"
"126.30000","63.15096","32.77060"
"126.40000","63.20100","32.77525"
"126.50000","63.25099","32.78342"
"126.60000","63.30097","32.79060"
"126.70000","63.35107","32.79740"
"126.80000","63.40088","32.80559"
"126.90000","63.45098","32.81733"
"127.00000","63.50103","32.83141"
"127.10000","63.55107","32.84394"
"127.20000","63.60099","32.85987"
"127.30000","63.65092","32.87383"
"127.40000","63.70090","32.88554"
"127.50000","63.75100","32.90155"
"127.60000","63.80099","32.91265"
"127.70000","63.85098","32.92432"
"127.80000","63.90096","32.93703"
"127.90000","63.95100","32.94640"
"128.00000","64.00087","32.95394"
"128.10000","64.05103","32.96144"
"128.20000","64.10102","32.96994"
"128.30000","64.15099","32.97414"
"128.40000","64.20104","32.97906"
"128.50000","64.25097","32.98215"
"128.60000","64.30096","32.98239"
"128.70000","64.35099","32.98034"
"128.80000","64.40098","32.97714"
"128.90000","64.45103","32.96875"
"129.00000","64.50095","32.93608"
"129.10000","64.55099","32.81763"
"129.12000","64.56091","32.64780"
"129.12200","64.56187","32.13832"
"129.12400","64.56295","30.88852"
"129.12600","64.56396","29.12349"
"129.12800","64.56498","27.51773"
"129.13000","64.56600","26.09061"
"129.13200","64.56702","24.22437"
"129.13400","64.56803","22.00888"
"129.13600","64.56899","20.14748"
"129.13800","64.57000","18.58694"
