Specimen label,"40i_60_2"
End date,"9/18/2018 11:43 AM"
Area,"13.20254",mm^2
Axial Gauge Length,"12.84349",mm
Maximum Load,"275.16394",N
Tensile stress at Yield (Offset 0.2 %),,MPa
Modulus,"2032.77339",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.01212",mm/mm
Tensile stress at Maximum Load,"20.84174",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","0.82837","0.06274","-0.00003"
"0.10000","0.00819","2.83155","0.21447","0.00007"
"0.20000","0.02864","14.97078","1.13393","0.00055"
"0.30000","0.04915","28.96614","2.19398","0.00080"
"0.40000","0.06714","41.29583","3.12787","0.00160"
"0.50000","0.08388","52.42467","3.97080","0.00180"
"0.60000","0.10045","62.88268","4.76292","0.00219"
"0.70000","0.11707","73.60445","5.57502","0.00255"
"0.80000","0.13369","84.38012","6.39120","0.00302"
"0.90000","0.15037","94.65317","7.16931","0.00337"
"1.00000","0.16711","104.85478","7.94201","0.00395"
"1.10000","0.18361","114.59317","8.67963","0.00429"
"1.20000","0.20029","124.72305","9.44690","0.00470"
"1.30000","0.21704","134.71037","10.20337","0.00541"
"1.40000","0.23366","144.09877","10.91447","0.00564"
"1.50000","0.25040","153.34879","11.61509","0.00585"
"1.60000","0.26696","162.71112","12.32423","0.00639"
"1.70000","0.28370","171.86273","13.01740","0.00676"
"1.80000","0.30032","180.63016","13.68147","0.00713"
"1.90000","0.31694","188.98187","14.31405","0.00764"
"2.00000","0.33369","197.49942","14.95920","0.00791"
"2.10000","0.35037","205.98058","15.60158","0.00821"
"2.20000","0.36693","213.45898","16.16802","0.00863"
"2.30000","0.38373","220.96046","16.73620","0.00917"
"2.40000","0.40029","228.65160","17.31875","0.00945"
"2.50000","0.41697","235.19579","17.81443","0.00979"
"2.60000","0.43359","242.84322","18.39367","0.01013"
"2.70000","0.45027","249.03674","18.86279","0.01054"
"2.80000","0.46696","254.94731","19.31047","0.01093"
"2.90000","0.48364","260.59262","19.73806","0.01126"
"3.00000","0.50026","266.65070","20.19692","0.01162"
"3.10000","0.51694","270.86517","20.51614","0.01182"
"3.20000","0.53362","275.16394","20.84174","0.01212"
"3.30000","0.55030","273.80704","20.73896","0.01171"
"3.40000","0.56704","118.84618","9.00176","0.00079"
"3.50000","0.58361","118.60394","8.98342","0.00124"
"3.60000","0.60035","110.83747","8.39516","0.00149"
"3.70000","0.61697","103.99423","7.87683","0.00115"
"3.80000","0.63365","101.05457","7.65417","0.00106"
"3.90000","0.65027","98.02404","7.42463","0.00086"
"4.00000","0.66695","94.83300","7.18293","0.00087"
"4.10000","0.68363","92.60390","7.01410","0.00081"
"4.20000","0.70031","89.01801","6.74249","0.00153"
"4.30000","0.71688","86.19713","6.52883","0.00161"
"4.38000","0.73027","82.45802","6.24562","0.00151"
