Specimen label,"80i_60_2"
End date,"9/18/2018 12:00 PM"
Area,"13.20254",mm^2
Axial Gauge Length,"14.48102",mm
Maximum Load,"432.34009",N
Tensile stress at Yield (Offset 0.2 %),"29.81323",MPa
Modulus,"2086.51953",MPa
Tensile strain (Video axial strain) at Maximum Load,"0.02079",mm/mm
Tensile stress at Maximum Load,"32.74673",MPa
Specimen note 1,""

Time,Extension,Load,Tensile Stress,Axial Strain
(s),(mm),(N),(MPa),(mm/mm)
"0.00000","0.00000","-0.27412","-0.02076","0.00012"
"0.10000","0.00819","2.81559","0.21326","0.00013"
"0.20000","0.02912","17.57664","1.33131","0.00064"
"0.30000","0.04951","34.07703","2.58110","0.00121"
"0.40000","0.06726","47.93728","3.63091","0.00179"
"0.50000","0.08388","60.83640","4.60793","0.00235"
"0.60000","0.10045","72.94702","5.52523","0.00276"
"0.70000","0.11707","85.34511","6.46429","0.00293"
"0.80000","0.13369","97.38766","7.37643","0.00339"
"0.90000","0.15037","109.78191","8.31521","0.00404"
"1.00000","0.16705","121.66086","9.21496","0.00438"
"1.10000","0.18373","133.85481","10.13856","0.00469"
"1.20000","0.20035","145.52502","11.02250","0.00517"
"1.30000","0.21704","157.45175","11.92587","0.00578"
"1.40000","0.23372","168.86333","12.79021","0.00625"
"1.50000","0.25040","180.34036","13.65952","0.00675"
"1.60000","0.26708","192.00369","14.54293","0.00706"
"1.70000","0.28370","202.85783","15.36506","0.00755"
"1.80000","0.30032","213.96452","16.20631","0.00835"
"1.90000","0.31706","225.02997","17.04444","0.00846"
"2.00000","0.33369","235.30038","17.82235","0.00850"
"2.10000","0.35031","245.91701","18.62649","0.00907"
"2.20000","0.36705","256.67212","19.44111","0.00951"
"2.30000","0.38361","267.05499","20.22754","0.01016"
"2.40000","0.40029","277.23526","20.99862","0.01058"
"2.50000","0.41703","287.41046","21.76933","0.01091"
"2.60000","0.43365","296.74625","22.47645","0.01123"
"2.70000","0.45022","306.05753","23.18171","0.01161"
"2.80000","0.46702","315.24603","23.87767","0.01205"
"2.90000","0.48358","324.65610","24.59042","0.01264"
"3.00000","0.50038","333.55060","25.26412","0.01298"
"3.10000","0.51700","341.46628","25.86367","0.01358"
"3.20000","0.53368","349.50961","26.47290","0.01382"
"3.30000","0.55030","357.97528","27.11411","0.01420"
"3.40000","0.56698","365.09711","27.65354","0.01472"
"3.50000","0.58355","372.10822","28.18459","0.01505"
"3.60000","0.60029","379.09918","28.71410","0.01547"
"3.70000","0.61697","384.98749","29.16010","0.01581"
"3.80000","0.63365","391.79547","29.67576","0.01617"
"3.90000","0.65033","397.38348","30.09901","0.01659"
"4.00000","0.66701","402.75790","30.50608","0.01709"
"4.10000","0.68357","407.58273","30.87153","0.01752"
"4.20000","0.70037","411.89258","31.19797","0.01780"
"4.30000","0.71700","416.04153","31.51223","0.01819"
"4.40000","0.73368","420.04056","31.81512","0.01848"
"4.50000","0.75036","423.28879","32.06115","0.01883"
"4.60000","0.76698","425.55124","32.23252","0.01943"
"4.70000","0.78366","427.90210","32.41058","0.01976"
"4.80000","0.80028","429.91772","32.56325","0.02005"
"4.90000","0.81702","431.44632","32.67903","0.02051"
"5.00000","0.83365","432.34009","32.74673","0.02079"
"5.10000","0.85033","432.26770","32.74125","0.02092"
"5.20000","0.86701","431.16708","32.65788","0.02126"
"5.30000","0.88363","428.66498","32.46836","0.02145"
"5.40000","0.90025","424.80643","32.17611","0.02191"
"5.46400","0.91101","128.17155","9.70810","0.00855"
