End date,"8/16/2018"
Specimen label,"D32L45N5d4"
Maximum Load,"27.30709",N
Extension at Maximum Load,"125.00095",mm
Maximum Slope (Automatic Young's),"0.35343",N/mm
Rate 1,"30.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00403"
"0.10000","0.02846","0.01036"
"0.20000","0.09046","0.03157"
"0.30000","0.14953","0.05744"
"0.40000","0.20173","0.07872"
"0.50000","0.25159","0.10565"
"0.60000","0.30134","0.12520"
"0.70000","0.35114","0.14679"
"0.80000","0.40107","0.16840"
"0.90000","0.45105","0.17998"
"1.00000","0.50104","0.19004"
"1.10000","0.55096","0.20109"
"1.20000","0.60100","0.21701"
"1.30000","0.65111","0.23670"
"1.40000","0.70109","0.25491"
"1.50000","0.75102","0.27559"
"1.60000","0.80106","0.29482"
"1.70000","0.85104","0.31351"
"1.80000","0.90103","0.33403"
"1.90000","0.95107","0.35311"
"2.00000","1.00100","0.37465"
"2.10000","1.05104","0.39212"
"2.20000","1.10102","0.40610"
"2.30000","1.15107","0.42032"
"2.40000","1.20093","0.43626"
"2.50000","1.25116","0.45675"
"2.60000","1.30102","0.47442"
"2.70000","1.35100","0.48914"
"2.80000","1.40117","0.51265"
"2.90000","1.45103","0.53465"
"3.00000","1.50108","0.55440"
"3.10000","1.55112","0.57543"
"3.20000","1.60104","0.59004"
"3.30000","1.65103","0.60267"
"3.40000","1.70101","0.61558"
"3.50000","1.75100","0.63182"
"3.60000","1.80110","0.64447"
"3.70000","1.85096","0.66849"
"3.80000","1.90107","0.68638"
"3.90000","1.95093","0.70964"
"4.00000","2.00104","0.72667"
"4.10000","2.05108","0.74598"
"4.20000","2.10112","0.76292"
"4.30000","2.15105","0.78092"
"4.40000","2.20097","0.79804"
"4.50000","2.25102","0.81166"
"4.60000","2.30106","0.82901"
"4.70000","2.35104","0.84709"
"4.80000","2.40103","0.86496"
"4.90000","2.45107","0.88644"
"5.00000","2.50106","0.90287"
"5.10000","2.55098","0.92347"
"5.20000","2.60102","0.94141"
"5.30000","2.65107","0.96182"
"5.40000","2.70093","0.97924"
"5.50000","2.75110","0.99509"
"5.60000","2.80108","1.01353"
"5.70000","2.85100","1.02603"
"5.80000","2.90117","1.03691"
"5.90000","2.95103","1.05349"
"6.00000","3.00102","1.07396"
"6.10000","3.05100","1.09212"
"6.20000","3.10098","1.11712"
"6.30000","3.15103","1.14148"
"6.40000","3.20113","1.16061"
"6.50000","3.25106","1.17804"
"6.60000","3.30110","1.19650"
"6.70000","3.35090","1.21213"
"6.80000","3.40107","1.22527"
"6.90000","3.45105","1.23852"
"7.00000","3.50110","1.25304"
"7.10000","3.55096","1.26953"
"7.20000","3.60106","1.28878"
"7.30000","3.65099","1.30554"
"7.40000","3.70103","1.32298"
"7.50000","3.75102","1.34447"
"7.60000","3.80106","1.36587"
"7.70000","3.85098","1.38743"
"7.80000","3.90103","1.40451"
"7.90000","3.95101","1.42274"
"8.00000","4.00117","1.43644"
"8.10000","4.05104","1.45165"
"8.20000","4.10108","1.46884"
"8.30000","4.15101","1.48661"
"8.40000","4.20105","1.50647"
"8.50000","4.25104","1.52590"
"8.60000","4.30102","1.54372"
"8.70000","4.35100","1.56190"
"8.80000","4.40111","1.58008"
"8.90000","4.45109","1.59944"
"9.00000","4.50108","1.61378"
"9.10000","4.55106","1.62428"
"9.20000","4.60110","1.64401"
"9.30000","4.65103","1.65593"
"9.40000","4.70107","1.67834"
"9.50000","4.75100","1.69880"
"9.60000","4.80104","1.72210"
"9.70000","4.85108","1.74258"
"9.80000","4.90107","1.76277"
"9.90000","4.95105","1.78334"
"10.00000","5.00104","1.80368"
"10.10000","5.05108","1.82021"
"10.20000","5.10100","1.83383"
"10.30000","5.15099","1.84374"
"10.40000","5.20103","1.85225"
"10.50000","5.25096","1.86224"
"10.60000","5.30112","1.87988"
"10.70000","5.35104","1.89832"
"10.80000","5.40109","1.92085"
"10.90000","5.45107","1.93690"
"11.00000","5.50112","1.96307"
"11.10000","5.55104","1.98796"
"11.20000","5.60102","2.00735"
"11.30000","5.65107","2.02832"
"11.40000","5.70111","2.04192"
"11.50000","5.75104","2.06014"
"11.60000","5.80114","2.07558"
"11.70000","5.85106","2.09059"
"11.80000","5.90111","2.10868"
"11.90000","5.95103","2.12490"
"12.00000","6.00102","2.14053"
"12.10000","6.05100","2.15525"
"12.20000","6.10122","2.17264"
"12.30000","6.15103","2.19380"
"12.40000","6.20107","2.21213"
"12.50000","6.25112","2.23197"
"12.60000","6.30104","2.24812"
"12.70000","6.35102","2.26320"
"12.80000","6.40107","2.28140"
"12.90000","6.45099","2.29720"
"13.00000","6.50116","2.31947"
"13.10000","6.55108","2.34063"
"13.20000","6.60106","2.36423"
"13.30000","6.65105","2.38442"
"13.40000","6.70103","2.40188"
"13.50000","6.75108","2.41880"
"13.60000","6.80106","2.42869"
"13.70000","6.85104","2.44463"
"13.80000","6.90097","2.45325"
"13.90000","6.95107","2.46557"
"14.00000","7.00111","2.47738"
"14.10000","7.05110","2.50067"
"14.20000","7.10108","2.52070"
"14.30000","7.15101","2.54560"
"14.40000","7.20105","2.56539"
"14.50000","7.25104","2.58611"
"14.60000","7.30108","2.60820"
"14.70000","7.35106","2.62932"
"14.80000","7.40105","2.65135"
"14.90000","7.45115","2.66970"
"15.00000","7.50102","2.68058"
"15.10000","7.55106","2.69097"
"15.20000","7.60116","2.70406"
"15.30000","7.65115","2.71610"
"15.40000","7.70101","2.73100"
"15.50000","7.75100","2.74697"
"15.60000","7.80098","2.76832"
"15.70000","7.85108","2.79094"
"15.80000","7.90107","2.81219"
"15.90000","7.95105","2.83599"
"16.00000","8.00098","2.85498"
"16.10000","8.05114","2.87059"
"16.20000","8.10094","2.88804"
"16.30000","8.15105","2.90291"
"16.40000","8.20097","2.91958"
"16.50000","8.25107","2.94366"
"16.60000","8.30106","2.96316"
"16.70000","8.35104","2.98134"
"16.80000","8.40103","2.99824"
"16.90000","8.45107","3.01109"
"17.00000","8.50105","3.02676"
"17.10000","8.55104","3.04339"
"17.20000","8.60096","3.05700"
"17.30000","8.65107","3.07038"
"17.40000","8.70105","3.08499"
"17.50000","8.75115","3.10094"
"17.60000","8.80102","3.11861"
"17.70000","8.85100","3.14013"
"17.80000","8.90111","3.16505"
"17.90000","8.95103","3.18650"
"18.00000","9.00108","3.20848"
"18.10000","9.05106","3.23058"
"18.20000","9.10116","3.25089"
"18.30000","9.15115","3.27162"
"18.40000","9.20101","3.28070"
"18.50000","9.25111","3.29121"
"18.60000","9.30104","3.29912"
"18.70000","9.35108","3.31804"
"18.80000","9.40095","3.33042"
"18.90000","9.45105","3.35355"
"19.00000","9.50104","3.37227"
"19.10000","9.55114","3.39473"
"19.20000","9.60100","3.41609"
"19.30000","9.65105","3.43459"
"19.40000","9.70091","3.45731"
"19.50000","9.75102","3.47480"
"19.60000","9.80112","3.49129"
"19.70000","9.85104","3.50964"
"19.80000","9.90103","3.52112"
"19.90000","9.95107","3.53581"
"20.00000","10.00099","3.55237"
"20.10000","10.05110","3.56990"
"20.20000","10.10096","3.58714"
"20.30000","10.15101","3.60336"
"20.40000","10.20105","3.62276"
"20.50000","10.25098","3.64237"
"20.60000","10.30102","3.66349"
"20.70000","10.35100","3.67684"
"20.80000","10.40105","3.69092"
"20.90000","10.45109","3.70611"
"21.00000","10.50101","3.72445"
"21.10000","10.55106","3.74193"
"21.20000","10.60104","3.76622"
"21.30000","10.65109","3.79123"
"21.40000","10.70101","3.81280"
"21.50000","10.75099","3.82787"
"21.60000","10.80092","3.84556"
"21.70000","10.85108","3.86226"
"21.80000","10.90107","3.87920"
"21.90000","10.95111","3.89190"
"22.00000","11.00097","3.90518"
"22.10000","11.05108","3.91918"
"22.20000","11.10088","3.93649"
"22.30000","11.15111","3.94739"
"22.40000","11.20103","3.97467"
"22.50000","11.25113","3.99216"
"22.60000","11.30106","4.01429"
"22.70000","11.35092","4.03597"
"22.80000","11.40097","4.05746"
"22.90000","11.45101","4.08066"
"23.00000","11.50111","4.09584"
"23.10000","11.55098","4.10892"
"23.20000","11.60102","4.11984"
"23.30000","11.65095","4.13231"
"23.40000","11.70105","4.14745"
"23.50000","11.75109","4.16759"
"23.60000","11.80108","4.18667"
"23.70000","11.85106","4.20727"
"23.80000","11.90105","4.22748"
"23.90000","11.95103","4.24684"
"24.00000","12.00101","4.26534"
"24.10000","12.05106","4.28441"
"24.20000","12.10104","4.30061"
"24.30000","12.15121","4.31584"
"24.40000","12.20101","4.32946"
"24.50000","12.25105","4.34571"
"24.60000","12.30104","4.36363"
"24.70000","12.35102","4.38480"
"24.80000","12.40107","4.40430"
"24.90000","12.45099","4.41947"
"25.00000","12.50098","4.43648"
"25.10000","12.55102","4.45902"
"25.20000","12.60100","4.47833"
"25.30000","12.65105","4.50160"
"25.40000","12.70109","4.51684"
"25.50000","12.75096","4.52677"
"25.60000","12.80112","4.53915"
"25.70000","12.85098","4.55379"
"25.80000","12.90103","4.57328"
"25.90000","12.95107","4.59719"
"26.00000","13.00099","4.61973"
"26.10000","13.05104","4.64078"
"26.20000","13.10108","4.65814"
"26.30000","13.15107","4.67514"
"26.40000","13.20111","4.69730"
"26.50000","13.25121","4.70900"
"26.60000","13.30096","4.72336"
"26.70000","13.35100","4.73415"
"26.80000","13.40111","4.75009"
"26.90000","13.45121","4.76887"
"27.00000","13.50102","4.78872"
"27.10000","13.55100","4.80735"
"27.20000","13.60104","4.82638"
"27.30000","13.65109","4.84412"
"27.40000","13.70101","4.86385"
"27.50000","13.75105","4.88578"
"27.60000","13.80098","4.90857"
"27.70000","13.85108","4.92574"
"27.80000","13.90101","4.93763"
"27.90000","13.95105","4.94619"
"28.00000","14.00103","4.95500"
"28.10000","14.05102","4.97804"
"28.20000","14.10106","4.99916"
"28.30000","14.15105","5.01673"
"28.40000","14.20103","5.03640"
"28.50000","14.25107","5.06049"
"28.60000","14.30112","5.08484"
"28.70000","14.35098","5.10039"
"28.80000","14.40103","5.12332"
"28.90000","14.45101","5.13431"
"29.00000","14.50105","5.14416"
"29.10000","14.55092","5.15947"
"29.20000","14.60102","5.17561"
"29.30000","14.65107","5.19349"
"29.40000","14.70105","5.21261"
"29.50000","14.75104","5.23295"
"29.60000","14.80102","5.24772"
"29.70000","14.85100","5.26286"
"29.80000","14.90099","5.28664"
"29.90000","14.95109","5.31108"
"30.00000","15.00107","5.32604"
"30.10000","15.05112","5.34241"
"30.20000","15.10104","5.35720"
"30.30000","15.15103","5.37177"
"30.40000","15.20107","5.38868"
"30.50000","15.25099","5.40913"
"30.60000","15.30104","5.42883"
"30.70000","15.35102","5.44924"
"30.80000","15.40101","5.46784"
"30.90000","15.45105","5.48789"
"31.00000","15.50104","5.50464"
"31.10000","15.55102","5.52170"
"31.20000","15.60112","5.53498"
"31.30000","15.65105","5.54528"
"31.40000","15.70097","5.55348"
"31.50000","15.75101","5.56837"
"31.60000","15.80106","5.59423"
"31.70000","15.85110","5.61672"
"31.80000","15.90108","5.63774"
"31.90000","15.95101","5.65838"
"32.00000","16.00099","5.68019"
"32.10000","16.05098","5.70052"
"32.20000","16.10102","5.72179"
"32.30000","16.15113","5.74252"
"32.40000","16.20105","5.75737"
"32.50000","16.25109","5.76691"
"32.60000","16.30096","5.77491"
"32.70000","16.35100","5.78654"
"32.80000","16.40104","5.80449"
"32.90000","16.45109","5.82313"
"33.00000","16.50095","5.84229"
"33.10000","16.55106","5.86058"
"33.20000","16.60098","5.88539"
"33.30000","16.65103","5.90963"
"33.40000","16.70113","5.93362"
"33.50000","16.75105","5.94851"
"33.60000","16.80104","5.96392"
"33.70000","16.85102","5.97735"
"33.80000","16.90107","5.99511"
"33.90000","16.95105","6.00834"
"34.00000","17.00109","6.02848"
"34.10000","17.05102","6.04971"
"34.20000","17.10106","6.06368"
"34.30000","17.15105","6.07842"
"34.40000","17.20103","6.09342"
"34.50000","17.25113","6.10964"
"34.60000","17.30106","6.12884"
"34.70000","17.35110","6.14875"
