End date,"8/16/2018"
Specimen label,"D32L25N5d4"
"19.50000","9.75096","3.92442"
"19.60000","9.80088","3.94420"
"19.70000","9.85104","3.96471"
"19.80000","9.90115","3.98682"
"19.90000","9.95107","4.01279"
"20.00000","10.00105","4.03709"
"20.10000","10.05098","4.06091"
"20.20000","10.10102","4.08705"
"20.30000","10.15089","4.10921"
"20.40000","10.20099","4.11684"
"20.50000","10.25098","4.12755"
"20.60000","10.30102","4.14467"
"20.70000","10.35106","4.16687"
"20.80000","10.40099","4.18907"
"20.90000","10.45097","4.21236"
"21.00000","10.50107","4.23348"
"21.10000","10.55100","4.25500"
"21.20000","10.60098","4.27723"
"21.30000","10.65103","4.29226"
"21.40000","10.70095","4.31307"
"21.50000","10.75106","4.33153"
"21.60000","10.80098","4.34675"
"21.70000","10.85096","4.36105"
"21.80000","10.90089","4.38712"
"21.90000","10.95105","4.40802"
"22.00000","11.00097","4.42853"
"22.10000","11.05102","4.45021"
"22.20000","11.10100","4.47598"
"22.30000","11.15105","4.50226"
"22.40000","11.20103","4.51752"
"22.50000","11.25095","4.52906"
"22.60000","11.30100","4.54417"
"22.70000","11.35104","4.56187"
"22.80000","11.40103","4.58752"
"22.90000","11.45095","4.61347"
"23.00000","11.50088","4.63779"
"23.10000","11.55092","4.65607"
"23.20000","11.60102","4.67820"
"23.30000","11.65101","4.70090"
"23.40000","11.70105","4.71476"
"23.50000","11.75098","4.72896"
"23.60000","11.80096","4.74212"
"23.70000","11.85100","4.76208"
"23.80000","11.90105","4.78572"
"23.90000","11.95097","4.80783"
"24.00000","12.00101","4.82812"
"24.10000","12.05106","4.84857"
"24.20000","12.10098","4.86945"
"24.30000","12.15103","4.89442"
"24.40000","12.20101","4.91788"
"24.50000","12.25105","4.93508"
"24.60000","12.30086","4.94412"
"24.70000","12.35102","4.95686"
"24.80000","12.40101","4.97251"
"24.90000","12.45099","4.99799"
"25.00000","12.50110","5.02064"
"25.10000","12.55096","5.04776"
"25.20000","12.60094","5.07393"
"25.30000","12.65105","5.09568"
"25.40000","12.70103","5.11696"
"25.50000","12.75096","5.13222"
"25.60000","12.80100","5.14819"
"25.70000","12.85098","5.16291"
"25.80000","12.90109","5.18091"
"25.90000","12.95095","5.20122"
"26.00000","13.00099","5.22378"
"26.10000","13.05098","5.24103"
"26.20000","13.10102","5.26044"
"26.30000","13.15089","5.28167"
"26.40000","13.20093","5.30976"
"26.50000","13.25103","5.32924"
"26.60000","13.30102","5.34685"
"26.70000","13.35100","5.36290"
"26.80000","13.40093","5.37975"
"26.90000","13.45097","5.40291"
"27.00000","13.50102","5.42446"
"27.10000","13.55112","5.44754"
"27.20000","13.60098","5.47062"
"27.30000","13.65097","5.48917"
"27.40000","13.70101","5.51097"
"27.50000","13.75100","5.52771"
"27.60000","13.80104","5.54033"
"27.70000","13.85108","5.55035"
"27.80000","13.90095","5.56207"
"27.90000","13.95111","5.58949"
"28.00000","14.00097","5.61982"
"28.10000","14.05096","5.64061"
"28.20000","14.10100","5.66515"
"28.30000","14.15105","5.68851"
"28.40000","14.20109","5.71088"
"28.50000","14.25101","5.73700"
"28.60000","14.30100","5.75250"
"28.70000","14.35098","5.76573"
"28.80000","14.40103","5.77601"
"28.90000","14.45095","5.78805"
"29.00000","14.50100","5.80953"
"29.10000","14.55092","5.83246"
"29.20000","14.60102","5.85153"
"29.30000","14.65107","5.87831"
"29.40000","14.70093","5.89976"
"29.50000","14.75098","5.92170"
"29.60000","14.80096","5.94576"
"29.70000","14.85100","5.96223"
"29.80000","14.90111","5.98010"
"29.90000","14.95103","5.99565"
"30.00000","15.00102","6.01722"
"30.10000","15.05106","6.04195"
"30.20000","15.10104","6.05747"
"30.30000","15.15109","6.07496"
"30.40000","15.20101","6.09204"
"30.50000","15.25105","6.11127"
"30.60000","15.30092","6.13124"
"30.70000","15.35102","6.15218"
"30.80000","15.40107","6.16866"
"30.90000","15.45111","6.18581"
"31.00000","15.50109","6.20817"
"31.10000","15.55102","6.23447"
"31.20000","15.60100","6.25798"
"31.30000","15.65099","6.28140"
"31.40000","15.70109","6.30583"
"31.50000","15.75107","6.32933"
"31.60000","15.80100","6.35103"
"31.70000","15.85104","6.36448"
"31.80000","15.90097","6.37393"
"31.90000","15.95101","6.38123"
"32.00000","16.00099","6.39545"
"32.10000","16.05092","6.41631"
"32.20000","16.10108","6.44182"
"32.30000","16.15100","6.46655"
"32.40000","16.20099","6.49279"
"32.50000","16.25103","6.51734"
"32.60000","16.30102","6.54109"
"32.70000","16.35106","6.56365"
"32.80000","16.40099","6.58388"
"32.90000","16.45103","6.60091"
"33.00000","16.50089","6.61172"
"33.10000","16.55100","6.62908"
"33.20000","16.60104","6.64542"
"33.30000","16.65096","6.66349"
"33.40000","16.70101","6.68188"
"33.50000","16.75105","6.70307"
"33.60000","16.80098","6.72529"
"33.70000","16.85102","6.75623"
"33.80000","16.90095","6.77212"
"33.90000","16.95105","6.78861"
"34.00000","17.00109","6.80321"
"34.10000","17.05102","6.82586"
"34.20000","17.10100","6.84389"
"34.30000","17.15105","6.87183"
"34.40000","17.20103","6.89550"
"34.50000","17.25101","6.91540"
"34.60000","17.30100","6.93236"
"34.70000","17.35092","6.95132"
"34.80000","17.40109","6.96681"
"34.90000","17.45095","6.98029"
"35.00000","17.50100","6.99319"
"35.10000","17.55098","7.01098"
"35.20000","17.60096","7.03168"
"35.30000","17.65101","7.05633"
"35.40000","17.70099","7.08003"
"35.50000","17.75103","7.10446"
"35.60000","17.80096","7.13154"
"35.70000","17.85094","7.15621"
"35.80000","17.90099","7.18023"
"35.90000","17.95103","7.19673"
"36.00000","18.00101","7.20752"
"36.10000","18.05106","7.22045"
"36.20000","18.10104","7.23012"
"36.30000","18.15097","7.24894"
"36.40000","18.20101","7.26933"
"36.50000","18.25105","7.29087"
"36.60000","18.30098","7.31372"
"36.70000","18.35102","7.33691"
"36.80000","18.40101","7.36065"
"36.90000","18.45105","7.38492"
"37.00000","18.50109","7.40030"
"37.10000","18.55096","7.42046"
"37.20000","18.60094","7.43963"
"37.30000","18.65093","7.45941"
"37.40000","18.70109","7.48002"
"37.50000","18.75101","7.49795"
"37.60000","18.80100","7.51632"
"37.70000","18.85098","7.53404"
"37.80000","18.90097","7.55237"
"37.90000","18.95101","7.57454"
"38.00000","19.00093","7.59373"
"38.10000","19.05098","7.60983"
"38.20000","19.10096","7.62443"
"38.30000","19.15107","7.64096"
"38.40000","19.20093","7.65945"
"38.50000","19.25091","7.68662"
"38.60000","19.30096","7.71746"
"38.70000","19.35106","7.73839"
"38.80000","19.40104","7.76076"
"38.90000","19.45097","7.77941"
"39.00000","19.50089","7.79580"
"39.10000","19.55112","7.81300"
"39.20000","19.60104","7.82341"
"39.30000","19.65103","7.83845"
"39.40000","19.70095","7.85921"
"39.50000","19.75093","7.88077"
"39.60000","19.80092","7.90346"
"39.70000","19.85096","7.92703"
"39.80000","19.90106","7.94763"
"39.90000","19.95093","7.97373"
"40.00000","20.00115","7.99804"
"40.10000","20.05090","8.01512"
"40.20000","20.10100","8.03448"
"40.30000","20.15104","8.04561"
"40.40000","20.20103","8.05557"
"40.50000","20.25101","8.07419"
"40.60000","20.30100","8.09922"
"40.70000","20.35092","8.11695"
"40.80000","20.40090","8.14038"
"40.90000","20.45107","8.16327"
"41.00000","20.50099","8.18378"
"41.10000","20.55092","8.20574"
"41.20000","20.60096","8.22236"
"41.30000","20.65100","8.23514"
"41.40000","20.70105","8.25393"
"41.50000","20.75097","8.27458"
"41.60000","20.80102","8.29643"
"41.70000","20.85100","8.31901"
"41.80000","20.90086","8.34304"
"41.90000","20.95097","8.35781"
"42.00000","21.00101","8.37605"
"42.10000","21.05100","8.40192"
"42.20000","21.10110","8.42159"
"42.30000","21.15085","8.43863"
"42.40000","21.20101","8.45175"
"42.50000","21.25100","8.46422"
"42.60000","21.30104","8.48355"
"42.70000","21.35102","8.50654"
"42.80000","21.40101","8.52820"
"42.90000","21.45099","8.55336"
"43.00000","21.50103","8.57537"
"43.10000","21.55102","8.59679"
"43.20000","21.60106","8.61806"
"43.30000","21.65099","8.63421"
"43.40000","21.70109","8.64691"
"43.50000","21.75096","8.65865"
"43.60000","21.80100","8.67975"
"43.70000","21.85104","8.70066"
"43.80000","21.90096","8.72534"
"43.90000","21.95089","8.74771"
"44.00000","22.00099","8.76731"
"44.10000","22.05098","8.78891"
"44.20000","22.10102","8.81179"
"44.30000","22.15095","8.83250"
"44.40000","22.20105","8.84834"
"44.50000","22.25097","8.86414"
"44.60000","22.30102","8.87644"
"44.70000","22.35094","8.88917"
"44.80000","22.40105","8.91196"
"44.90000","22.45097","8.93639"
"45.00000","22.50095","8.95593"
"45.10000","22.55100","8.97872"
"45.20000","22.60098","9.00645"
"45.30000","22.65108","9.03150"
"45.40000","22.70101","9.04960"
"45.50000","22.75093","9.06090"
"45.60000","22.80116","9.07467"
"45.70000","22.85102","9.09314"
"45.80000","22.90101","9.11251"
"45.90000","22.95093","9.13601"
"46.00000","23.00097","9.15556"
"46.10000","23.05114","9.17471"
"46.20000","23.10100","9.19030"
"46.30000","23.15099","9.21095"
"46.40000","23.20109","9.23312"
"46.50000","23.25101","9.25302"
"46.60000","23.30094","9.26872"
"46.70000","23.35104","9.28565"
"46.80000","23.40103","9.30021"
"46.90000","23.45101","9.32241"
"47.00000","23.50099","9.34395"
"47.10000","23.55092","9.36698"
"47.20000","23.60096","9.38954"
"47.30000","23.65095","9.41108"
"47.40000","23.70099","9.43137"
"47.50000","23.75097","9.45140"
"47.60000","23.80096","9.46435"
"47.70000","23.85106","9.47253"
"47.80000","23.90111","9.48522"
"47.90000","23.95091","9.50406"
"48.00000","24.00107","9.53173"
"48.10000","24.05094","9.55905"
"48.20000","24.10092","9.58136"
"48.30000","24.15096","9.60295"
"48.40000","24.20095","9.62771"
"48.50000","24.25105","9.64761"
"48.60000","24.30110","9.66717"
"48.70000","24.35102","9.68352"
"48.80000","24.40100","9.69545"
"48.90000","24.45093","9.70723"
"49.00000","24.50097","9.72262"
"49.10000","24.55102","9.73906"
"49.20000","24.60100","9.75918"
"49.30000","24.65098","9.77736"
"49.40000","24.70097","9.80294"
"49.50000","24.75113","9.82429"
"49.60000","24.80100","9.85988"
"49.70000","24.85104","9.87434"
"49.80000","24.90097","9.88622"
"49.90000","24.95101","9.90046"
"50.00000","25.00093","9.92041"
"50.10000","25.05098","9.94293"
"50.20000","25.10102","9.96813"
"50.30000","25.15101","9.98833"
"50.40000","25.20105","10.00541"
"50.50000","25.25091","10.02140"
"50.60000","25.30090","10.04081"
"50.70000","25.35100","10.05975"
"50.80000","25.40099","10.07388"
"50.90000","25.45097","10.08728"
"51.00000","25.50101","10.10311"
"51.10000","25.55100","10.12704"
"51.20000","25.60098","10.15288"
"51.30000","25.65103","10.17456"
"51.40000","25.70095","10.19696"
"51.50000","25.75100","10.21887"
"51.60000","25.80104","10.24379"
"51.70000","25.85102","10.26928"
"51.80000","25.90095","10.28517"
"51.90000","25.95105","10.29753"
"52.00000","26.00109","10.30276"
"52.10000","26.05108","10.31428"
"52.20000","26.10094","10.32553"
"52.30000","26.15099","10.35204"
"52.40000","26.20103","10.37565"
"52.50000","26.25101","10.39921"
"52.60000","26.30094","10.42016"
"52.70000","26.35092","10.44721"
"52.80000","26.40096","10.47297"
"52.90000","26.45101","10.49011"
"53.00000","26.50099","10.50702"
"53.10000","26.55104","10.52381"
"53.20000","26.60096","10.53996"
"53.30000","26.65095","10.55729"
"53.40000","26.70093","10.57483"
"53.50000","26.75103","10.59139"
"53.60000","26.80096","10.60973"
"53.70000","26.85106","10.62218"
"53.80000","26.90105","10.64715"
"53.90000","26.95097","10.67513"
"54.00000","27.00101","10.69654"
"54.10000","27.05094","10.70877"
"54.20000","27.10092","10.72083"
"54.30000","27.15102","10.74129"
"54.40000","27.20095","10.76613"
"54.50000","27.25099","10.78332"
"54.60000","27.30098","10.80668"
"54.70000","27.35108","10.82969"
"54.80000","27.40100","10.84940"
"54.90000","27.45099","10.86783"
"55.00000","27.50091","10.88337"
"55.10000","27.55102","10.89707"
"55.20000","27.60100","10.90703"
"55.30000","27.65099","10.91863"
"55.40000","27.70097","10.93052"
"55.50000","27.75113","10.95534"
"55.60000","27.80106","10.97998"
"55.70000","27.85098","11.00002"
"55.80000","27.90096","11.02087"
"55.90000","27.95101","11.04485"
"56.00000","28.00099","11.07352"
"56.10000","28.05098","11.10134"
"56.20000","28.10096","11.11784"
"56.30000","28.15107","11.13151"
"56.40000","28.20099","11.14121"
"56.50000","28.25104","11.15176"
"56.60000","28.30096","11.16928"
"56.70000","28.35094","11.18977"
"56.80000","28.40111","11.20932"
"56.90000","28.45103","11.23070"
"57.00000","28.50101","11.25440"
"57.10000","28.55100","11.27680"
"57.20000","28.60098","11.30249"
"57.30000","28.65103","11.31616"
"57.40000","28.70101","11.33338"
"57.50000","28.75099","11.34940"
"57.60000","28.80098","11.37032"
"57.70000","28.85114","11.39078"
"57.80000","28.90101","11.41156"
"57.90000","28.95105","11.42869"
"58.00000","29.00103","11.44577"
"58.10000","29.05102","11.45888"
"58.20000","29.10094","11.48158"
"58.30000","29.15099","11.50044"
"58.40000","29.20091","11.52045"
"58.50000","29.25107","11.53220"
"58.60000","29.30100","11.54877"
"58.70000","29.35098","11.56035"
"58.80000","29.40097","11.58626"
"58.90000","29.45101","11.60890"
"59.00000","29.50105","11.63295"
"59.10000","29.55098","11.65775"
"59.20000","29.60102","11.68204"
"59.30000","29.65095","11.70328"
"59.40000","29.70105","11.72072"
"59.50000","29.75103","11.73139"
"59.60000","29.80102","11.74205"
"59.70000","29.85106","11.75082"
"59.80000","29.90104","11.76879"
"59.90000","29.95103","11.79107"
"60.00000","30.00096","11.81614"
"60.10000","30.05100","11.83449"
"60.20000","30.10098","11.85215"
"60.30000","30.15103","11.87479"
"60.40000","30.20101","11.90005"
"60.50000","30.25093","11.92477"
"60.60000","30.30104","11.94227"
"60.70000","30.35108","11.95802"
"60.80000","30.40100","11.97169"
"60.90000","30.45099","11.98357"
"61.00000","30.50097","12.00220"
"61.10000","30.55108","12.02421"
"61.20000","30.60106","12.04231"
"61.30000","30.65105","12.06047"
"61.40000","30.70103","12.08479"
"61.50000","30.75101","12.10412"
"61.60000","30.80100","12.12678"
"61.70000","30.85092","12.13799"
"61.80000","30.90102","12.15069"
"61.90000","30.95101","12.16644"
"62.00000","31.00099","12.18469"
"62.10000","31.05098","12.20829"
"62.20000","31.10096","12.23030"
"62.30000","31.15094","12.25113"
"62.40000","31.20105","12.26982"
"62.50000","31.25097","12.28950"
"62.60000","31.30090","12.31033"
"62.70000","31.35100","12.32938"
"62.80000","31.40110","12.34404"
"62.90000","31.45097","12.36200"
"63.00000","31.50101","12.37508"
"63.10000","31.55100","12.39257"
"63.20000","31.60104","12.41179"
"63.30000","31.65102","12.43294"
"63.40000","31.70095","12.45332"
"63.50000","31.75099","12.47570"
"63.60000","31.80097","12.49992"
"63.70000","31.85108","12.51730"
"63.80000","31.90094","12.54051"
"63.90000","31.95087","12.55503"
"64.00000","32.00109","12.56658"
"64.10000","32.05101","12.57641"
"64.20000","32.10106","12.58688"
"64.30000","32.15099","12.60785"
"64.40000","32.20097","12.62978"
"64.50000","32.25101","12.65203"
"64.60000","32.30099","12.67440"
"64.70000","32.35098","12.69173"
"64.80000","32.40096","12.71407"
"64.90000","32.45101","12.73516"
"65.00000","32.50105","12.75283"
"65.10000","32.55104","12.76912"
"65.20000","32.60102","12.78206"
"65.30000","32.65100","12.79694"
"65.40000","32.70117","12.81398"
"65.50000","32.75091","12.83068"
"65.60000","32.80102","12.85185"
"65.70000","32.85100","12.87164"
"65.80000","32.90099","12.89192"
"65.90000","32.95097","12.91470"
"66.00000","33.00089","12.93821"
"66.10000","33.05099","12.96088"
"66.20000","33.10098","12.97620"
"66.30000","33.15096","12.98703"
"66.40000","33.20095","12.99886"
"66.50000","33.25099","13.01269"
"66.60000","33.30098","13.03715"
"66.70000","33.35096","13.05744"
"66.80000","33.40107","13.07829"
"66.90000","33.45099","13.09762"
"67.00000","33.50097","13.11466"
"67.10000","33.55090","13.13161"
"67.20000","33.60106","13.15113"
"67.30000","33.65098","13.16713"
"67.40000","33.70103","13.18310"
"67.50000","33.75107","13.19646"
"67.60000","33.80100","13.21319"
"67.70000","33.85086","13.23590"
"67.80000","33.90102","13.25689"
"67.90000","33.95107","13.27608"
"68.00000","34.00105","13.29918"
"68.10000","34.05098","13.31687"
"68.20000","34.10090","13.33914"
"68.30000","34.15094","13.35514"
"68.40000","34.20099","13.37541"
"68.50000","34.25109","13.38663"
"68.60000","34.30090","13.39635"
"68.70000","34.35100","13.40771"
"68.80000","34.40092","13.41920"
"68.90000","34.45091","13.44225"
"69.00000","34.50107","13.46702"
"69.10000","34.55093","13.49087"
"69.20000","34.60104","13.51346"
"69.30000","34.65096","13.53506"
"69.40000","34.70095","13.55543"
"69.50000","34.75093","13.57745"
"69.60000","34.80104","13.59419"
"69.70000","34.85096","13.60585"
"69.80000","34.90100","13.61901"
"69.90000","34.95087","13.63538"
"70.00000","35.00097","13.65272"
"70.10000","35.05101","13.67059"
"70.20000","35.10100","13.68728"
"70.30000","35.15104","13.70327"
"70.40000","35.20103","13.71831"
"70.50000","35.25101","13.74090"
"70.60000","35.30094","13.76266"
"70.70000","35.35098","13.78326"
"70.80000","35.40102","13.80479"
"70.90000","35.45101","13.81447"
"71.00000","35.50093","13.82589"
"71.10000","35.55103","13.84670"
"71.20000","35.60096","13.86968"
"71.30000","35.65094","13.89324"
"71.40000","35.70105","13.90967"
"71.50000","35.75091","13.92865"
"71.60000","35.80096","13.94580"
"71.70000","35.85100","13.96507"
"71.80000","35.90104","13.97761"
"71.90000","35.95103","13.99016"
"72.00000","36.00107","14.00181"
"72.10000","36.05099","14.01825"
"72.20000","36.10098","14.03461"
"72.30000","36.15102","14.05646"
"72.40000","36.20107","14.08742"
"72.50000","36.25093","14.10550"
"72.60000","36.30091","14.12303"
"72.70000","36.35102","14.14222"
"72.80000","36.40100","14.16575"
"72.90000","36.45099","14.18551"
"73.00000","36.50097","14.20752"
"73.10000","36.55108","14.21873"
"73.20000","36.60100","14.22745"
"73.30000","36.65105","14.23485"
"73.40000","36.70103","14.24324"
"73.50000","36.75107","14.26063"
"73.60000","36.80099","14.28076"
"73.70000","36.85092","14.30236"
"73.80000","36.90102","14.31920"
"73.90000","36.95101","14.34145"
"74.00000","37.00105","14.36811"
"74.10000","37.05110","14.39542"
"74.20000","37.10096","14.40877"
"74.30000","37.15100","14.42352"
"74.40000","37.20105","14.43793"
"74.50000","37.25097","14.45337"
"74.60000","37.30101","14.47258"
"74.70000","37.35100","14.49187"
"74.80000","37.40104","14.51098"
"74.90000","37.45103","14.52422"
"75.00000","37.50095","14.53723"
"75.10000","37.55100","14.55202"
"75.20000","37.60092","14.57194"
"75.30000","37.65108","14.59081"
"75.40000","37.70101","14.60921"
"75.50000","37.75099","14.62309"
"75.60000","37.80098","14.63708"
"75.70000","37.85096","14.64940"
"75.80000","37.90100","14.67072"
"75.90000","37.95093","14.69324"
"76.00000","38.00097","14.71666"
"76.10000","38.05102","14.73763"
"76.20000","38.10106","14.75726"
"76.30000","38.15099","14.77721"
"76.40000","38.20103","14.79667"
"76.50000","38.25107","14.81211"
"76.60000","38.30093","14.81962"
"76.70000","38.35110","14.82994"
"76.80000","38.40096","14.83747"
"76.90000","38.45095","14.85917"
"77.00000","38.50105","14.87428"
"77.10000","38.55104","14.89391"
"77.20000","38.60102","14.91414"
"77.30000","38.65100","14.93458"
"77.40000","38.70105","14.95583"
"77.50000","38.75103","14.97878"
"77.60000","38.80090","14.99663"
"77.70000","38.85094","15.02035"
"77.80000","38.90098","15.04029"
"77.90000","38.95097","15.05112"
"78.00000","39.00101","15.06328"
"78.10000","39.05088","15.07346"
"78.20000","39.10098","15.08871"
"78.30000","39.15096","15.10169"
"78.40000","39.20107","15.11747"
"78.50000","39.25093","15.13516"
"78.60000","39.30098","15.15600"
"78.70000","39.35096","15.17344"
"78.80000","39.40094","15.19748"
"78.90000","39.45105","15.21425"
"79.00000","39.50103","15.22628"
"79.10000","39.55107","15.24293"
"79.20000","39.60106","15.25657"
"79.30000","39.65099","15.27582"
"79.40000","39.70096","15.29591"
"79.50000","39.75101","15.31908"
"79.60000","39.80099","15.34198"
"79.70000","39.85104","15.35650"
"79.80000","39.90102","15.37011"
"79.90000","39.95095","15.38695"
"80.00000","40.00105","15.40207"
"80.10000","40.05097","15.41912"
"80.20000","40.10102","15.43178"
"80.30000","40.15094","15.44459"
"80.40000","40.20099","15.45532"
"80.50000","40.25097","15.47087"
"80.60000","40.30101","15.48810"
"80.70000","40.35106","15.50550"
"80.80000","40.40104","15.52584"
"80.90000","40.45091","15.54576"
"81.00000","40.50095","15.56403"
"81.10000","40.55099","15.58963"
"81.20000","40.60098","15.61425"
"81.30000","40.65091","15.63539"
