End date,"8/16/2018"
Specimen label,"D32L65N5d4"
"13.30000","6.65093","2.31044"
"13.40000","6.70097","2.33120"
"13.50000","6.75108","2.35291"
"13.60000","6.80106","2.37517"
"13.70000","6.85098","2.39215"
"13.80000","6.90091","2.40851"
"13.90000","6.95095","2.42599"
"14.00000","7.00094","2.43872"
"14.10000","7.05098","2.44781"
"14.20000","7.10102","2.45569"
"14.30000","7.15095","2.46792"
"14.40000","7.20111","2.48277"
"14.50000","7.25086","2.50813"
"14.60000","7.30096","2.53084"
"14.70000","7.35100","2.54617"
"14.80000","7.40099","2.57344"
"14.90000","7.45091","2.59167"
"15.00000","7.50102","2.61268"
"15.10000","7.55100","2.63246"
"15.20000","7.60098","2.65365"
"15.30000","7.65109","2.66967"
"15.40000","7.70095","2.68067"
"15.50000","7.75100","2.69052"
"15.60000","7.80104","2.70406"
"15.70000","7.85102","2.71452"
"15.80000","7.90095","2.73070"
"15.90000","7.95099","2.74787"
"16.00000","8.00103","2.76523"
"16.10000","8.05102","2.78828"
"16.20000","8.10094","2.81239"
"16.30000","8.15099","2.83013"
"16.40000","8.20103","2.84807"
"16.50000","8.25107","2.86748"
"16.60000","8.30088","2.88431"
"16.70000","8.35092","2.89468"
"16.80000","8.40097","2.91327"
"16.90000","8.45101","2.93734"
"17.00000","8.50094","2.95944"
"17.10000","8.55092","2.97414"
"17.20000","8.60090","2.98998"
"17.30000","8.65095","3.00457"
"17.40000","8.70105","3.01894"
"17.50000","8.75097","3.03383"
"17.60000","8.80096","3.04976"
"17.70000","8.85106","3.06340"
"17.80000","8.90099","3.07687"
"17.90000","8.95097","3.09184"
"18.00000","9.00102","3.10672"
"18.10000","9.05094","3.12762"
"18.20000","9.10104","3.14833"
"18.30000","9.15103","3.16825"
"18.40000","9.20095","3.19522"
"18.50000","9.25106","3.21398"
"18.60000","9.30098","3.23545"
"18.70000","9.35108","3.25522"
"18.80000","9.40101","3.27233"
"18.90000","9.45099","3.28366"
"19.00000","9.50098","3.29071"
"19.10000","9.55096","3.30053"
"19.20000","9.60100","3.31496"
"19.30000","9.65105","3.33014"
"19.40000","9.70103","3.35260"
"19.50000","9.75096","3.37438"
"19.60000","9.80106","3.39416"
"19.70000","9.85092","3.41470"
"19.80000","9.90097","3.43441"
"19.90000","9.95101","3.45679"
"20.00000","10.00093","3.47603"
"20.10000","10.05104","3.48903"
"20.20000","10.10096","3.50694"
"20.30000","10.15107","3.51950"
"20.40000","10.20105","3.53271"
"20.50000","10.25098","3.54875"
"20.60000","10.30096","3.56482"
"20.70000","10.35094","3.58302"
"20.80000","10.40111","3.60040"
"20.90000","10.45091","3.61537"
"21.00000","10.50101","3.63647"
"21.10000","10.55100","3.65289"
"21.20000","10.60104","3.67192"
"21.30000","10.65109","3.68493"
"21.40000","10.70101","3.70052"
"21.50000","10.75094","3.71626"
"21.60000","10.80098","3.73596"
"21.70000","10.85108","3.75334"
"21.80000","10.90101","3.77782"
"21.90000","10.95105","3.80111"
"22.00000","11.00103","3.82116"
"22.10000","11.05102","3.83396"
"22.20000","11.10094","3.85206"
"22.30000","11.15099","3.86626"
"22.40000","11.20097","3.88250"
"22.50000","11.25107","3.89480"
"22.60000","11.30106","3.90753"
"22.70000","11.35098","3.92177"
"22.80000","11.40097","3.93571"
"22.90000","11.45101","3.95625"
"23.00000","11.50105","3.97430"
"23.10000","11.55098","3.99552"
"23.20000","11.60102","4.01583"
"23.30000","11.65089","4.03711"
"23.40000","11.70105","4.05829"
"23.50000","11.75104","4.07907"
"23.60000","11.80102","4.09891"
"23.70000","11.85100","4.10986"
"23.80000","11.90105","4.11933"
"23.90000","11.95097","4.13028"
"24.00000","12.00101","4.14453"
"24.10000","12.05100","4.16468"
"24.20000","12.10098","4.18321"
"24.30000","12.15103","4.20335"
"24.40000","12.20101","4.22286"
"24.50000","12.25093","4.24240"
"24.60000","12.30104","4.26104"
"24.70000","12.35108","4.27835"
"24.80000","12.40101","4.29441"
"24.90000","12.45099","4.30954"
"25.00000","12.50091","4.32444"
"25.10000","12.55102","4.33894"
"25.20000","12.60100","4.35215"
"25.30000","12.65099","4.37254"
"25.40000","12.70097","4.39305"
"25.50000","12.75096","4.40929"
"25.60000","12.80106","4.42654"
"25.70000","12.85092","4.44556"
"25.80000","12.90097","4.46666"
"25.90000","12.95101","4.48822"
"26.00000","13.00099","4.50570"
"26.10000","13.05098","4.51830"
"26.20000","13.10102","4.52997"
"26.30000","13.15095","4.54328"
"26.40000","13.20105","4.55973"
"26.50000","13.25091","4.57864"
"26.60000","13.30084","4.60025"
"26.70000","13.35100","4.62078"
"26.80000","13.40111","4.64048"
"26.90000","13.45097","4.65800"
"27.00000","13.50102","4.67597"
"27.10000","13.55100","4.69434"
"27.20000","13.60104","4.70938"
"27.30000","13.65097","4.72348"
"27.40000","13.70101","4.73821"
"27.50000","13.75100","4.74980"
"27.60000","13.80098","4.76769"
"27.70000","13.85108","4.78649"
"27.80000","13.90095","4.80487"
"27.90000","13.95099","4.82501"
"28.00000","14.00103","4.84409"
"28.10000","14.05102","4.86267"
"28.20000","14.10100","4.88022"
"28.30000","14.15099","4.90374"
"28.40000","14.20097","4.92123"
"28.50000","14.25101","4.93236"
"28.60000","14.30100","4.94229"
"28.70000","14.35092","4.95149"
"28.80000","14.40097","4.97226"
"28.90000","14.45101","4.98795"
"29.00000","14.50105","5.01008"
"29.10000","14.55104","5.02599"
"29.20000","14.60096","5.05091"
"29.30000","14.65095","5.07111"
"29.40000","14.70111","5.09235"
"29.50000","14.75098","5.10778"
"29.60000","14.80102","5.12839"
"29.70000","14.85094","5.13940"
"29.80000","14.90093","5.15275"
"29.90000","14.95097","5.16610"
"30.00000","15.00090","5.18143"
"30.10000","15.05100","5.20085"
"30.20000","15.10098","5.21720"
"30.30000","15.15103","5.23600"
"30.40000","15.20095","5.25389"
"30.50000","15.25093","5.27177"
"30.60000","15.30104","5.29053"
"30.70000","15.35102","5.31029"
"30.80000","15.40095","5.33037"
"30.90000","15.45093","5.34472"
"31.00000","15.50092","5.35887"
"31.10000","15.55084","5.37447"
"31.20000","15.60106","5.39051"
"31.30000","15.65099","5.41303"
"31.40000","15.70097","5.43094"
"31.50000","15.75101","5.45118"
"31.60000","15.80094","5.47033"
"31.70000","15.85092","5.48835"
"31.80000","15.90097","5.50494"
"31.90000","15.95101","5.52108"
"32.00000","16.00105","5.53547"
"32.10000","16.05092","5.54436"
"32.20000","16.10096","5.55426"
"32.30000","16.15100","5.57340"
"32.40000","16.20099","5.59020"
"32.50000","16.25103","5.61178"
"32.60000","16.30090","5.63465"
"32.70000","16.35094","5.65371"
"32.80000","16.40093","5.67557"
"32.90000","16.45103","5.69456"
"33.00000","16.50101","5.71487"
"33.10000","16.55094","5.73707"
"33.20000","16.60098","5.75004"
"33.30000","16.65096","5.76323"
"33.40000","16.70101","5.77099"
"33.50000","16.75099","5.78190"
"33.60000","16.80104","5.79928"
"33.70000","16.85102","5.81438"
"33.80000","16.90089","5.83419"
"33.90000","16.95099","5.85196"
"34.00000","17.00103","5.86860"
"34.10000","17.05102","5.89217"
"34.20000","17.10094","5.92400"
"34.30000","17.15105","5.93733"
"34.40000","17.20097","5.95286"
"34.50000","17.25107","5.96828"
"34.60000","17.30100","5.98180"
"34.70000","17.35098","5.99420"
"34.80000","17.40103","6.01395"
"34.90000","17.45101","6.03393"
"35.00000","17.50093","6.05167"
"35.10000","17.55104","6.06699"
"35.20000","17.60090","6.08053"
"35.30000","17.65095","6.09739"
"35.40000","17.70099","6.11376"
"35.50000","17.75092","6.13494"
"35.60000","17.80102","6.14905"
"35.70000","17.85100","6.16323"
"35.80000","17.90099","6.17989"
"35.90000","17.95109","6.19684"
"36.00000","18.00101","6.21775"
"36.10000","18.05100","6.23800"
"36.20000","18.10092","6.25863"
"36.30000","18.15103","6.28067"
"36.40000","18.20101","6.29999"
"36.50000","18.25093","6.32117"
"36.60000","18.30092","6.33926"
"36.70000","18.35108","6.34962"
"36.80000","18.40107","6.36893"
"36.90000","18.45099","6.37534"
"37.00000","18.50097","6.38469"
"37.10000","18.55102","6.39616"
"37.20000","18.60094","6.40991"
"37.30000","18.65099","6.43390"
"37.40000","18.70103","6.45346"
"37.50000","18.75101","6.47672"
"37.60000","18.80100","6.49768"
"37.70000","18.85092","6.51846"
"37.80000","18.90097","6.53894"
"37.90000","18.95107","6.55775"
"38.00000","19.00105","6.57206"
"38.10000","19.05104","6.59366"
"38.20000","19.10090","6.60592"
"38.30000","19.15101","6.62143"
"38.40000","19.20099","6.63447"
"38.50000","19.25091","6.64932"
"38.60000","19.30096","6.66552"
"38.70000","19.35094","6.68066"
"38.80000","19.40111","6.69887"
"38.90000","19.45103","6.72077"
"39.00000","19.50101","6.74311"
"39.10000","19.55100","6.76124"
"39.20000","19.60092","6.77549"
"39.30000","19.65103","6.79067"
"39.40000","19.70101","6.80465"
"39.50000","19.75099","6.82323"
"39.60000","19.80098","6.83864"
"39.70000","19.85096","6.86191"
"39.80000","19.90106","6.88490"
"39.90000","19.95093","6.90356"
"40.00000","20.00103","6.92092"
"40.10000","20.05108","6.93657"
"40.20000","20.10100","6.94894"
"40.30000","20.15099","6.96309"
"40.40000","20.20103","6.97589"
"40.50000","20.25101","6.98697"
"40.60000","20.30094","7.00046"
"40.70000","20.35110","7.01820"
"40.80000","20.40090","7.03626"
"40.90000","20.45089","7.05717"
"41.00000","20.50099","7.07937"
"41.10000","20.55104","7.10053"
"41.20000","20.60102","7.12436"
"41.30000","20.65094","7.14653"
"41.40000","20.70105","7.16820"
"41.50000","20.75091","7.18693"
"41.60000","20.80096","7.20289"
"41.70000","20.85100","7.21004"
"41.80000","20.90105","7.21727"
"41.90000","20.95103","7.22918"
"42.00000","21.00095","7.24472"
"42.10000","21.05088","7.26120"
"42.20000","21.10098","7.28101"
"42.30000","21.15103","7.30082"
"42.40000","21.20107","7.32338"
"42.50000","21.25093","7.34247"
"42.60000","21.30092","7.36028"
"42.70000","21.35096","7.38198"
"42.80000","21.40095","7.40076"
"42.90000","21.45099","7.41585"
"43.00000","21.50097","7.43129"
"43.10000","21.55102","7.44729"
"43.20000","21.60100","7.46509"
"43.30000","21.65099","7.48267"
"43.40000","21.70103","7.50036"
"43.50000","21.75096","7.51576"
"43.60000","21.80094","7.53233"
"43.70000","21.85098","7.54973"
"43.80000","21.90096","7.56979"
"43.90000","21.95101","7.58279"
"44.00000","22.00105","7.60308"
"44.10000","22.05098","7.61523"
"44.20000","22.10096","7.63107"
"44.30000","22.15095","7.64811"
"44.40000","22.20099","7.66239"
"44.50000","22.25097","7.68748"
"44.60000","22.30102","7.70494"
"44.70000","22.35100","7.72677"
"44.80000","22.40105","7.74619"
"44.90000","22.45091","7.76694"
"45.00000","22.50101","7.78527"
"45.10000","22.55094","7.79890"
"45.20000","22.60098","7.81093"
"45.30000","22.65097","7.82266"
"45.40000","22.70095","7.83879"
"45.50000","22.75099","7.85103"
"45.60000","22.80098","7.86878"
"45.70000","22.85096","7.88787"
"45.80000","22.90112","7.90759"
"45.90000","22.95099","7.92791"
"46.00000","23.00097","7.94868"
"46.10000","23.05102","7.96734"
"46.20000","23.10112","7.98777"
"46.30000","23.15099","8.00974"
"46.40000","23.20103","8.02500"
"46.50000","23.25095","8.03815"
"46.60000","23.30100","8.04831"
"46.70000","23.35098","8.05855"
"46.80000","23.40097","8.07662"
"46.90000","23.45095","8.09551"
"47.00000","23.50099","8.11294"
"47.10000","23.55103","8.13323"
"47.20000","23.60102","8.15227"
"47.30000","23.65100","8.17155"
"47.40000","23.70111","8.19010"
"47.50000","23.75097","8.20387"
"47.60000","23.80102","8.22318"
"47.70000","23.85094","8.23827"
"47.80000","23.90099","8.25611"
"47.90000","23.95097","8.26958"
"48.00000","24.00107","8.28889"
"48.10000","24.05094","8.30971"
"48.20000","24.10092","8.32552"
"48.30000","24.15108","8.34700"
"48.40000","24.20095","8.36463"
"48.50000","24.25093","8.38176"
"48.60000","24.30098","8.39875"
"48.70000","24.35090","8.41805"
"48.80000","24.40107","8.43141"
"48.90000","24.45105","8.44558"
"49.00000","24.50109","8.45652"
"49.10000","24.55102","8.47487"
"49.20000","24.60106","8.48946"
"49.30000","24.65098","8.51078"
"49.40000","24.70103","8.52919"
"49.50000","24.75107","8.55011"
"49.60000","24.80094","8.56929"
"49.70000","24.85098","8.58953"
"49.80000","24.90103","8.60697"
"49.90000","24.95095","8.62579"
"50.00000","25.00105","8.63846"
"50.10000","25.05104","8.64987"
"50.20000","25.10096","8.65936"
"50.30000","25.15095","8.67578"
"50.40000","25.20105","8.69948"
"50.50000","25.25103","8.71986"
"50.60000","25.30096","8.74045"
"50.70000","25.35100","8.75882"
"50.80000","25.40093","8.77713"
"50.90000","25.45103","8.79564"
"51.00000","25.50101","8.81763"
"51.10000","25.55094","8.83684"
"51.20000","25.60098","8.84919"
"51.30000","25.65103","8.86217"
"51.40000","25.70101","8.87345"
"51.50000","25.75100","8.88912"
"51.60000","25.80110","8.90497"
"51.70000","25.85108","8.92333"
"51.80000","25.90095","8.94329"
"51.90000","25.95099","8.96219"
"52.00000","26.00092","8.98403"
"52.10000","26.05102","9.00544"
"52.20000","26.10106","9.02561"
"52.30000","26.15111","9.04363"
"52.40000","26.20097","9.05602"
"52.50000","26.25096","9.06751"
"52.60000","26.30100","9.08265"
"52.70000","26.35104","9.09592"
"52.80000","26.40102","9.11574"
"52.90000","26.45095","9.13436"
"53.00000","26.50105","9.15214"
"53.10000","26.55116","9.16997"
"53.20000","26.60096","9.18732"
"53.30000","26.65106","9.20463"
"53.40000","26.70099","9.22078"
"53.50000","26.75109","9.23771"
"53.60000","26.80096","9.25250"
"53.70000","26.85094","9.27072"
"53.80000","26.90098","9.28997"
"53.90000","26.95097","9.30451"
"54.00000","27.00101","9.32442"
"54.10000","27.05094","9.34061"
"54.20000","27.10086","9.35982"
"54.30000","27.15102","9.37965"
"54.40000","27.20101","9.39884"
"54.50000","27.25099","9.41630"
"54.60000","27.30098","9.43011"
"54.70000","27.35096","9.44537"
"54.80000","27.40100","9.46232"
"54.90000","27.45099","9.47970"
"55.00000","27.50097","9.48874"
"55.10000","27.55102","9.50907"
"55.20000","27.60100","9.52662"
"55.30000","27.65104","9.54409"
"55.40000","27.70097","9.56963"
"55.50000","27.75101","9.58951"
"55.60000","27.80100","9.60910"
"55.70000","27.85110","9.63057"
"55.80000","27.90103","9.64982"
"55.90000","27.95101","9.66558"
"56.00000","28.00105","9.68140"
"56.10000","28.05103","9.69137"
"56.20000","28.10102","9.70333"
"56.30000","28.15088","9.71485"
"56.40000","28.20093","9.72920"
"56.50000","28.25097","9.74686"
"56.60000","28.30096","9.76311"
"56.70000","28.35100","9.78093"
"56.80000","28.40092","9.79671"
"56.90000","28.45103","9.82292"
"57.00000","28.50089","9.84501"
"57.10000","28.55094","9.86934"
"57.20000","28.60092","9.88317"
"57.30000","28.65103","9.89336"
"57.40000","28.70095","9.90677"
"57.50000","28.75099","9.92478"
"57.60000","28.80092","9.94556"
"57.70000","28.85096","9.96664"
"57.80000","28.90101","9.98740"
"57.90000","28.95099","10.00202"
"58.00000","29.00097","10.01845"
"58.10000","29.05108","10.03380"
"58.20000","29.10100","10.05040"
"58.30000","29.15110","10.06581"
"58.40000","29.20097","10.07814"
"58.50000","29.25090","10.09126"
"58.60000","29.30094","10.10473"
"58.70000","29.35098","10.12737"
"58.80000","29.40102","10.14946"
"58.90000","29.45101","10.16968"
"59.00000","29.50099","10.18961"
"59.10000","29.55098","10.20978"
"59.20000","29.60090","10.23061"
"59.30000","29.65100","10.25061"
"59.40000","29.70099","10.27112"
"59.50000","29.75097","10.28512"
"59.60000","29.80096","10.29542"
"59.70000","29.85094","10.30441"
"59.80000","29.90087","10.31281"
"59.90000","29.95103","10.33109"
"60.00000","30.00096","10.34432"
"60.10000","30.05100","10.36579"
"60.20000","30.10092","10.38739"
"60.30000","30.15096","10.40638"
"60.40000","30.20095","10.42489"
"60.50000","30.25099","10.45284"
"60.60000","30.30092","10.46781"
"60.70000","30.35096","10.49074"
"60.80000","30.40100","10.50453"
"60.90000","30.45093","10.51959"
"61.00000","30.50097","10.53437"
"61.10000","30.55096","10.55155"
"61.20000","30.60112","10.56509"
"61.30000","30.65098","10.58321"
"61.40000","30.70097","10.59535"
"61.50000","30.75095","10.60812"
"61.60000","30.80106","10.62463"
"61.70000","30.85104","10.64678"
"61.80000","30.90091","10.66975"
"61.90000","30.95101","10.69117"
"62.00000","31.00093","10.70380"
"62.10000","31.05098","10.71990"
"62.20000","31.10096","10.73215"
"62.30000","31.15106","10.75428"
"62.40000","31.20093","10.77122"
"62.50000","31.25097","10.79302"
"62.60000","31.30095","10.81624"
"62.70000","31.35106","10.83324"
"62.80000","31.40098","10.85244"
"62.90000","31.45091","10.86666"
"63.00000","31.50107","10.88476"
"63.10000","31.55100","10.89582"
"63.20000","31.60104","10.90559"
"63.30000","31.65102","10.91475"
"63.40000","31.70101","10.92935"
"63.50000","31.75105","10.94211"
"63.60000","31.80097","10.96465"
"63.70000","31.85096","10.98838"
"63.80000","31.90106","11.00475"
"63.90000","31.95099","11.02087"
"64.00000","32.00091","11.04660"
"64.10000","32.05101","11.07343"
"64.20000","32.10100","11.09518"
"64.30000","32.15104","11.11362"
"64.40000","32.20109","11.12554"
"64.50000","32.25095","11.13688"
"64.60000","32.30106","11.14456"
"64.70000","32.35110","11.15606"
"64.80000","32.40090","11.17300"
"64.90000","32.45095","11.19144"
"65.00000","32.50099","11.20961"
"65.10000","32.55109","11.23051"
"65.20000","32.60096","11.25029"
"65.30000","32.65094","11.27437"
"65.40000","32.70093","11.29582"
"65.50000","32.75103","11.31016"
"65.60000","32.80096","11.32478"
"65.70000","32.85100","11.33505"
"65.80000","32.90099","11.35537"
"65.90000","32.95097","11.37301"
"66.00000","33.00101","11.39235"
"66.10000","33.05099","11.41089"
"66.20000","33.10098","11.42640"
"66.30000","33.15091","11.44102"
"66.40000","33.20095","11.45380"
"66.50000","33.25099","11.47414"
"66.60000","33.30104","11.49365"
"66.70000","33.35096","11.50955"
"66.80000","33.40107","11.52589"
"66.90000","33.45093","11.53681"
"67.00000","33.50103","11.54967"
"67.10000","33.55101","11.56767"
"67.20000","33.60094","11.58433"
"67.30000","33.65104","11.60553"
"67.40000","33.70097","11.62582"
"67.50000","33.75101","11.64993"
"67.60000","33.80100","11.67259"
"67.70000","33.85098","11.69400"
"67.80000","33.90097","11.70779"
"67.90000","33.95095","11.72060"
"68.00000","34.00093","11.73310"
"68.10000","34.05103","11.74433"
"68.20000","34.10102","11.75579"
"68.30000","34.15100","11.76639"
"68.40000","34.20093","11.78576"
"68.50000","34.25103","11.80936"
"68.60000","34.30102","11.82846"
"68.70000","34.35106","11.84644"
"68.80000","34.40099","11.86528"
"68.90000","34.45097","11.88496"
"69.00000","34.50101","11.90837"
"69.10000","34.55099","11.93036"
"69.20000","34.60104","11.94385"
"69.30000","34.65096","11.95772"
"69.40000","34.70107","11.97140"
"69.50000","34.75099","11.98590"
"69.60000","34.80086","11.99907"
"69.70000","34.85090","12.01609"
"69.80000","34.90100","12.03537"
"69.90000","34.95105","12.05189"
"70.00000","35.00103","12.07215"
"70.10000","35.05101","12.09100"
"70.20000","35.10094","12.10887"
"70.30000","35.15098","12.12725"
"70.40000","35.20097","12.13894"
"70.50000","35.25101","12.15269"
"70.60000","35.30099","12.16199"
"70.70000","35.35104","12.18249"
"70.80000","35.40091","12.20241"
"70.90000","35.45107","12.22186"
"71.00000","35.50105","12.24359"
"71.10000","35.55109","12.26138"
"71.20000","35.60090","12.27829"
"71.30000","35.65094","12.29391"
"71.40000","35.70099","12.31266"
"71.50000","35.75097","12.33070"
"71.60000","35.80101","12.34719"
"71.70000","35.85100","12.36051"
"71.80000","35.90092","12.37304"
"71.90000","35.95090","12.38760"
"72.00000","36.00101","12.40597"
"72.10000","36.05106","12.42396"
"72.20000","36.10098","12.44380"
"72.30000","36.15090","12.46363"
"72.40000","36.20095","12.48307"
"72.50000","36.25105","12.50405"
"72.60000","36.30098","12.52429"
"72.70000","36.35102","12.54128"
"72.80000","36.40100","12.55453"
"72.90000","36.45111","12.56762"
"73.00000","36.50103","12.57630"
"73.10000","36.55096","12.58754"
"73.20000","36.60094","12.60493"
"73.30000","36.65105","12.62435"
"73.40000","36.70103","12.64617"
"73.50000","36.75101","12.66616"
"73.60000","36.80094","12.68326"
"73.70000","36.85104","12.70287"
"73.80000","36.90102","12.72023"
"73.90000","36.95101","12.73617"
"74.00000","37.00093","12.75559"
"74.10000","37.05098","12.77092"
"74.20000","37.10102","12.78407"
"74.30000","37.15100","12.79800"
"74.40000","37.20099","12.81439"
"74.50000","37.25103","12.82884"
"74.60000","37.30114","12.84692"
"74.70000","37.35094","12.86520"
"74.80000","37.40092","12.88380"
"74.90000","37.45097","12.90383"
"75.00000","37.50095","12.92534"
"75.10000","37.55106","12.94442"
"75.20000","37.60098","12.96628"
"75.30000","37.65102","12.97868"
"75.40000","37.70101","12.98790"
"75.50000","37.75093","12.99810"
"75.60000","37.80098","13.01529"
"75.70000","37.85096","13.03445"
"75.80000","37.90100","13.05363"
"75.90000","37.95105","13.07411"
"76.00000","38.00109","13.09111"
"76.10000","38.05102","13.10868"
"76.20000","38.10094","13.12061"
"76.30000","38.15104","13.13818"
"76.40000","38.20097","13.15364"
"76.50000","38.25101","13.16972"
"76.60000","38.30099","13.18451"
"76.70000","38.35104","13.19539"
"76.80000","38.40102","13.21246"
"76.90000","38.45095","13.23206"
"77.00000","38.50105","13.25250"
"77.10000","38.55104","13.27333"
"77.20000","38.60108","13.29127"
"77.30000","38.65094","13.30742"
"77.40000","38.70098","13.33001"
"77.50000","38.75103","13.35196"
"77.60000","38.80096","13.37009"
"77.70000","38.85100","13.38074"
"77.80000","38.90104","13.38837"
"77.90000","38.95091","13.39752"
"78.00000","39.00101","13.40652"
"78.10000","39.05094","13.42050"
"78.20000","39.10098","13.43994"
"78.30000","39.15091","13.46758"
"78.40000","39.20101","13.48907"
"78.50000","39.25105","13.51030"
"78.60000","39.30109","13.52914"
"78.70000","39.35108","13.54871"
"78.80000","39.40100","13.57104"
"78.90000","39.45105","13.58307"
"79.00000","39.50097","13.59945"
"79.10000","39.55102","13.61238"
"79.20000","39.60099","13.62655"
"79.30000","39.65092","13.63928"
"79.40000","39.70109","13.65765"
"79.50000","39.75095","13.67472"
"79.60000","39.80099","13.69028"
"79.70000","39.85104","13.70387"
"79.80000","39.90108","13.71993"
"79.90000","39.95100","13.74040"
"80.00000","40.00099","13.76302"
"80.10000","40.05091","13.77948"
"80.20000","40.10108","13.80126"
"80.30000","40.15106","13.81223"
"80.40000","40.20105","13.82706"
"80.50000","40.25097","13.83796"
"80.60000","40.30101","13.85943"
"80.70000","40.35088","13.87902"
"80.80000","40.40098","13.89796"
"80.90000","40.45097","13.91834"
"81.00000","40.50107","13.93492"
"81.10000","40.55106","13.95182"
"81.20000","40.60092","13.96591"
"81.30000","40.65096","13.97914"
