2
28
0.158183	-0.0709164	29.9748
-0.231086	-0.0490511	28.0297
-0.402449	-0.042199	27.1771
-0.547351	-0.0373629	26.456
-0.860067	-0.0336212	24.895
-1.18924	-0.0667463	23.2424
-1.37857	-0.0873454	22.3224
-1.51047	-0.0999891	21.7046
-1.70743	-0.121153	20.8869
-1.9154	-0.142956	20.0298
-2.06677	-0.159785	19.4083
-2.26556	-0.17456	18.6583
-2.62106	-0.175694	17.5767
-3.0281	-0.174001	16.4226
-3.60942	-0.188649	15.1801
-3.94536	-0.194799	14.4674
-4.37408	-0.202658	13.5584
-5.25492	-0.218912	11.6919
-5.66095	-0.226542	10.8336
-5.88539	-0.231852	10.3616
-6.17893	-0.236699	9.74594
-6.46705	-0.248791	9.15595
-6.69612	-0.261006	8.68716
-6.93343	-0.273788	8.20148
-7.43265	-0.300706	7.17984
-7.89671	-0.325913	6.22979
-8.29642	-0.352874	5.41705
-8.48917	-0.343436	5.05391
28
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
-8.48917	-0.343436	5.05391
